sample	insert_size	fr_count	rf_count	tandem_count
HG03953	194	2757	6	4
HG03953	195	2739	14	5
HG03953	196	2877	6	4
HG03953	197	2943	16	2
HG03953	198	2975	7	5
HG03953	199	3128	8	7
HG03953	200	3246	5	5
HG03953	201	3315	9	3
HG03953	202	3322	8	1
HG03953	203	3424	7	2
HG03953	204	3590	3	3
HG03953	205	3656	11	1
HG03953	206	3648	5	1
HG03953	207	3768	5	3
HG03953	208	4034	2	2
HG03953	209	4094	9	1
HG03953	210	4229	5	4
HG03953	211	4214	5	4
HG03953	212	4403	3	7
HG03953	213	4509	5	5
HG03953	214	4485	2	3
HG03953	215	4651	8	3
HG03953	216	4762	15	3
HG03953	217	5020	10	2
HG03953	218	5036	5	2
HG03953	219	5098	7	3
HG03953	220	5334	9	1
HG03953	221	5503	7	2
HG03953	222	5530	7	2
HG03953	223	5705	2	3
HG03953	224	5886	10	2
HG03953	225	6132	7	5
HG03953	226	6283	8	5
HG03953	227	6218	7	1
HG03953	228	6386	7	3
HG03953	229	6682	2	7
HG03953	230	6878	6	6
HG03953	231	6963	8	3
HG03953	232	7120	9	2
HG03953	233	7410	5	8
HG03953	234	7540	3	8
HG03953	235	7766	8	14
HG03953	236	7910	5	14
HG03953	237	8272	4	8
HG03953	238	8513	3	2
HG03953	239	8589	1	8
HG03953	240	8913	6	9
HG03953	241	8987	9	8
HG03953	242	9405	5	6
HG03953	243	9455	7	6
HG03953	244	9650	9	8
HG03953	245	10008	1	14
HG03953	246	10227	5	3
HG03953	247	10509	2	2
HG03953	248	10875	3	3
HG03953	249	11151	6	4
HG03953	250	11397	4	3
HG03953	251	11604	2	5
HG03953	252	12209	3	5
HG03953	253	12243	3	2
HG03953	254	12682	3	5
HG03953	255	12725	7	6
HG03953	256	13105	3	5
HG03953	257	13531	6	4
HG03953	258	13879	5	6
HG03953	259	14270	1	7
HG03953	260	14590	6	4
HG03953	261	15091	1	2
HG03953	262	15555	3	5
HG03953	263	15714	3	7
HG03953	264	16310	4	3
HG03953	265	16394	7	2
HG03953	266	16759	7	8
HG03953	267	17231	3	5
HG03953	268	17816	7	5
HG03953	269	18160	4	5
HG03953	270	18613	1	3
HG03953	271	19019	4	3
HG03953	272	19224	5	6
HG03953	273	20098	1	2
HG03953	274	20244	4	6
HG03953	275	20771	2	6
HG03953	276	21212	2	5
HG03953	277	21780	7	3
HG03953	278	22097	3	4
HG03953	279	22975	6	1
HG03953	280	23554	5	2
HG03953	281	23934	9	3
HG03953	282	24413	5	5
HG03953	283	24929	2	3
HG03953	284	25821	4	5
HG03953	285	26351	6	3
HG03953	286	26698	5	7
HG03953	287	27082	1	6
HG03953	288	27855	3	1
HG03953	289	28389	2	2
HG03953	290	28967	5	4
HG03953	291	29967	2	9
HG03953	292	30513	5	3
HG03953	293	31129	1	2
HG03953	294	32067	2	5
HG03953	295	32051	1	0
HG03953	296	33292	2	1
HG03953	297	33681	2	5
HG03953	298	34537	2	4
HG03953	299	35215	0	2
HG03953	300	35721	6	5
HG03953	301	37447	3	3
HG03953	302	37529	1	5
HG03953	303	37793	5	5
HG03953	304	39006	3	2
HG03953	305	39690	2	11
HG03953	306	40456	5	4
HG03953	307	41297	2	3
HG03953	308	42195	2	5
HG03953	309	42765	4	1
HG03953	310	43423	1	1
HG03953	311	44422	2	5
HG03953	312	45410	3	5
HG03953	313	46361	4	2
HG03953	314	46821	4	4
HG03953	315	47465	5	6
HG03953	316	48490	1	3
HG03953	317	49176	2	5
HG03953	318	49949	2	3
HG03953	319	50878	6	3
HG03953	320	51999	2	8
HG03953	321	52835	4	2
HG03953	322	54109	6	4
HG03953	323	54736	3	5
HG03953	324	55908	5	2
HG03953	325	56524	6	1
HG03953	326	57065	4	3
HG03953	327	58160	1	4
HG03953	328	58979	2	3
HG03953	329	59774	2	2
HG03953	330	61020	0	1
HG03953	331	61790	1	3
HG03953	332	62874	4	3
HG03953	333	63530	2	3
HG03953	334	65059	2	0
HG03953	335	65357	4	4
HG03953	336	66298	4	3
HG03953	337	67058	6	4
HG03953	338	67633	4	2
HG03953	339	68284	1	7
HG03953	340	69451	6	4
HG03953	341	70492	1	6
HG03953	342	71287	5	2
HG03953	343	72441	3	1
HG03953	344	72828	6	4
HG03953	345	73761	1	2
HG03953	346	74693	4	4
HG03953	347	75361	2	4
HG03953	348	76236	5	3
HG03953	349	77071	5	2
HG03953	350	77562	4	7
HG03953	351	78482	2	1
HG03953	352	78741	3	1
HG03953	353	80352	3	4
HG03953	354	80796	2	3
HG03953	355	81443	2	4
HG03953	356	82087	6	2
HG03953	357	82796	3	1
HG03953	358	83346	6	1
HG03953	359	84047	5	1
HG03953	360	84623	2	2
HG03953	361	85237	2	3
HG03953	362	85884	3	2
HG03953	363	86222	3	1
HG03953	364	87335	7	2
HG03953	365	87937	1	7
HG03953	366	88121	2	1
HG03953	367	89010	2	3
HG03953	368	89325	2	6
HG03953	369	89354	3	3
HG03953	370	89579	5	3
HG03953	371	90608	1	2
HG03953	372	90687	2	3
HG03953	373	91293	4	3
HG03953	374	91727	5	2
HG03953	375	92356	3	7
HG03953	376	92351	2	2
HG03953	377	93337	3	2
HG03953	378	93070	1	1
HG03953	379	93401	3	2
HG03953	380	93531	3	3
HG03953	381	93880	0	3
HG03953	382	93737	2	3
HG03953	383	94231	7	6
HG03953	384	94426	2	4
HG03953	385	95037	1	2
HG03953	386	95574	3	4
HG03953	387	95553	3	3
HG03953	388	95616	4	0
HG03953	389	95405	1	2
HG03953	390	95520	5	7
HG03953	391	95936	3	2
HG03953	392	95337	6	2
HG03953	393	95775	5	2
HG03953	394	95989	1	0
HG03953	395	94974	0	3
HG03953	396	96184	2	2
HG03953	397	96339	4	2
HG03953	398	96102	3	4
HG03953	399	96357	2	0
HG03953	400	95651	2	1
HG03953	401	95578	4	0
HG03953	402	95479	0	2
HG03953	403	95956	2	2
HG03953	404	96049	1	1
HG03953	405	95585	1	5
HG03953	406	95550	3	1
HG03953	407	95168	1	0
HG03953	408	95590	8	4
HG03953	409	94715	2	0
HG03953	410	94937	2	1
HG03953	411	94937	2	0
HG03953	412	94556	5	0
HG03953	413	94467	0	1
HG03953	414	94189	2	1
HG03953	415	93425	2	2
HG03953	416	93799	2	2
HG03953	417	93524	3	1
HG03953	418	93228	3	0
HG03953	419	92898	2	2
HG03953	420	92782	0	0
HG03953	421	92747	0	2
HG03953	422	92024	3	0
HG03953	423	92450	2	1
HG03953	424	91756	2	3
HG03953	425	91242	1	1
HG03953	426	91592	5	1
HG03953	427	90705	1	0
HG03953	428	91049	1	1
HG03953	429	90664	2	2
HG03953	430	90168	3	2
HG03953	431	90065	3	1
HG03953	432	88939	2	0
HG03953	433	88721	1	0
HG03953	434	88435	1	3
HG03953	435	88094	1	2
HG03953	436	88005	2	3
HG03953	437	87993	3	0
HG03953	438	87673	1	4
HG03953	439	87310	1	1
HG03953	440	86992	2	0
HG03953	441	86342	3	0
HG03953	442	86486	0	1
HG03953	443	85349	5	3
HG03953	444	85507	3	1
HG03953	445	84613	2	2
HG03953	446	83989	4	1
HG03953	447	84011	3	3
HG03953	448	83546	1	1
HG03953	449	83327	1	1
HG03953	450	83303	3	1
HG03953	451	82203	3	1
HG03953	452	81984	1	2
HG03953	453	82002	1	0
HG03953	454	81015	4	1
HG03953	455	80702	0	2
HG03953	456	80779	3	1
HG03953	457	80221	2	2
HG03953	458	80123	3	3
HG03953	459	79659	2	2
HG03953	460	79184	1	0
HG03953	461	78418	0	1
HG03953	462	78507	2	0
HG03953	463	77539	4	1
HG03953	464	77062	2	1
HG03953	465	76544	3	1
HG03953	466	75767	4	3
HG03953	467	76355	3	0
HG03953	468	75533	2	2
HG03953	469	74687	2	1
HG03953	470	74378	1	1
HG03953	471	74095	2	0
HG03953	472	73792	2	0
HG03953	473	72719	2	1
HG03953	474	72258	1	1
HG03953	475	72581	2	0
HG03953	476	72265	1	0
HG03953	477	71952	0	2
HG03953	478	71782	3	0
HG03953	479	70467	5	0
HG03953	480	70100	3	0
HG03953	481	70194	3	0
HG03953	482	69359	3	1
HG03953	483	68893	2	2
HG03953	484	68453	0	2
HG03953	485	67952	4	0
HG03953	486	67394	0	2
HG03953	487	67579	2	1
HG03953	488	66608	2	1
HG03953	489	66184	1	0
HG03953	490	65778	3	1
HG03953	491	65769	4	3
HG03953	492	64754	1	0
HG03953	493	64450	0	1
HG03953	494	64369	5	1
HG03953	495	63395	0	0
HG03953	496	62745	1	0
HG03953	497	62669	2	0
HG03953	498	62021	0	2
HG03953	499	61560	1	1
HG03953	500	61282	5	1
HG03953	501	60693	0	1
HG03953	502	60276	1	1
HG03953	503	60007	2	0
HG03953	504	59474	1	0
HG03953	505	59166	1	0
HG03953	506	58705	6	1
HG03953	507	58123	2	2
HG03953	508	57583	1	1
HG03953	509	57373	0	0
HG03953	510	56783	2	0
HG03953	511	56471	1	0
HG03953	512	56395	2	0
HG03953	513	55888	1	2
HG03953	514	55467	2	1
HG03953	515	54968	2	0
HG03953	516	54648	2	1
HG03953	517	53669	2	1
HG03953	518	53204	5	0
HG03953	519	53028	3	0
HG03953	520	52568	1	2
HG03953	521	52464	2	0
HG03953	522	52068	1	1
HG03953	523	51429	2	0
HG03953	524	51071	3	0
HG03953	525	50949	1	1
HG03953	526	49894	0	1
HG03953	527	49741	0	1
HG03953	528	48997	3	0
HG03953	529	48707	2	0
HG03953	530	48446	1	0
HG03953	531	47854	1	1
HG03953	532	47569	0	2
HG03953	533	47267	1	0
HG03953	534	47046	4	0
HG03953	535	46512	2	1
HG03953	536	46189	1	0
HG03953	537	45733	3	1
HG03953	538	45257	4	0
HG03953	539	44496	3	1
HG03953	540	44474	3	1
HG03953	541	44002	0	1
HG03953	542	43785	2	1
HG03953	543	42987	0	0
HG03953	544	42600	1	0
HG03953	545	42186	2	0
HG03953	546	42339	1	1
HG03953	547	41335	1	1
HG03953	548	41055	0	0
HG03953	549	40709	2	1
HG03953	550	40091	3	0
HG03953	551	39876	2	0
HG03953	552	39473	1	1
HG03953	553	39388	1	2
HG03953	554	38714	1	0
HG03953	555	38316	1	0
HG03953	556	37716	2	1
HG03953	557	37417	2	1
HG03953	558	36903	1	1
HG03953	559	36544	2	0
HG03953	560	36147	1	0
HG03953	561	35703	2	0
HG03953	562	35630	1	0
HG03953	563	35275	6	1
HG03953	564	34640	3	0
HG03953	565	34614	4	1
HG03953	566	34376	0	0
HG03953	567	33770	2	0
HG03953	568	33228	6	1
HG03953	569	32846	2	0
HG03953	570	32592	0	0
HG03953	571	32276	3	0
HG03953	572	31830	0	0
HG03953	573	31738	3	0
HG03953	574	31068	2	1
HG03953	575	30828	1	1
HG03953	576	30867	2	0
HG03953	577	30321	2	0
HG03953	578	30202	3	0
HG03953	579	29450	1	1
HG03953	580	28819	1	0
HG03953	581	28527	3	0
HG03953	582	28323	1	0
HG03953	583	28018	1	0
HG03953	584	27595	4	1
HG03953	585	27575	2	0
HG03953	586	26970	1	1
HG03953	587	26786	2	3
HG03953	588	26300	1	0
HG03953	589	25983	3	0
HG03953	590	25889	2	0
HG03953	591	25564	2	0
HG03953	592	24953	1	0
HG03953	593	24434	2	0
HG03953	594	24320	1	1
HG03953	595	24210	5	0
HG03953	596	24194	3	0
HG03953	597	23742	1	0
HG03953	598	23540	0	0
HG03953	599	22953	3	0
HG03953	600	22533	1	0
HG03953	601	22670	1	0
HG03953	602	22124	0	0
HG03953	603	21825	2	0
HG03953	604	21414	3	0
HG03953	605	21077	2	0
HG03953	606	21241	0	0
HG03953	607	20684	4	0
HG03953	608	20363	1	2
HG03953	609	20135	2	0
HG03953	610	19838	2	0
HG03953	611	19757	3	0
HG03953	612	19265	1	0
HG03953	613	19077	2	0
HG03953	614	18974	1	0
HG03953	615	18383	3	1
HG03953	616	18310	1	0
HG03953	617	18046	2	1
HG03953	618	17694	1	0
HG03953	619	17560	0	0
HG03953	620	17258	2	0
HG03953	621	16847	2	0
HG03953	622	16708	3	0
HG03953	623	16365	1	0
HG03953	624	16422	4	0
HG03953	625	16027	4	0
HG03953	626	15862	0	0
HG03953	627	15855	4	0
HG03953	628	15396	4	0
HG03953	629	15177	2	0
HG03953	630	15080	1	1
HG03953	631	14586	2	0
HG03953	632	14475	2	2
HG03953	633	14263	3	0
HG03953	634	14194	0	0
HG03953	635	13885	0	0
HG03953	636	13558	3	0
HG03953	637	13595	3	0
HG03953	638	13034	1	0
HG03953	639	13087	2	0
HG03953	640	13015	0	2
HG03953	641	12617	2	0
HG03953	642	12775	4	0
HG03953	643	12172	3	0
HG03953	644	12349	3	0
HG03953	645	11933	4	0
HG03953	646	11783	3	2
HG03953	647	11488	2	0
HG03953	648	11216	1	0
HG03953	649	11416	1	0
HG03953	650	11167	1	1
HG03953	651	10893	2	2
HG03953	652	10787	1	0
HG03953	653	10406	1	0
HG03953	654	10527	3	1
HG03953	655	10271	1	0
HG03953	656	10079	3	0
HG03953	657	9855	1	0
HG03953	658	9637	1	0
HG03953	659	9726	3	1
HG03953	660	9449	3	0
HG03953	661	9383	1	1
HG03953	662	9115	1	0
HG03953	663	8932	2	0
HG03953	664	8922	3	1
HG03953	665	8700	3	0
HG03953	666	8742	1	0
HG03953	667	8507	0	0
HG03953	668	8291	1	0
HG03953	669	8060	3	0
HG03953	670	8220	3	1
HG03953	671	7844	1	1
HG03953	672	7813	3	1
HG03953	673	7735	5	0
HG03953	674	7546	3	1
HG03953	675	7488	1	1
HG03953	676	7239	4	0
HG03953	677	7215	2	0
HG03953	678	6977	2	0
HG03953	679	7001	4	0
HG03953	680	6764	1	0
HG03953	681	6672	2	0
HG03953	682	6453	0	0
HG03953	683	6544	0	0
HG03953	684	6302	2	0
HG03953	685	6280	1	0
HG03953	686	6235	2	1
HG03953	687	6070	4	1
HG03953	688	5984	1	0
HG03953	689	5797	1	1
HG03953	690	5838	4	0
HG03953	691	5468	0	0
HG03953	692	5478	5	1
HG03953	693	5448	3	1
HG03953	694	5304	2	0
HG03953	695	5295	2	0
HG03953	696	5280	3	0
HG03953	697	5168	3	0
HG03953	698	5119	0	1
HG03953	699	4954	0	0
HG03953	700	4849	1	1
HG03953	701	4811	1	0
HG03953	702	4723	3	0
HG03953	703	4655	3	0
HG03953	704	4503	0	0
HG03953	705	4425	2	0
HG03953	706	4397	1	0
HG03953	707	4405	1	0
HG03953	708	4288	1	0
HG03953	709	4130	2	0
HG03953	710	4088	2	0
HG03953	711	3997	3	0
HG03953	712	3974	1	1
HG03953	713	3834	3	0
HG03953	714	3927	1	1
HG03953	715	3735	2	1
HG03953	716	3823	2	0
HG03953	717	3650	3	1
HG03953	718	3559	3	0
HG03953	719	3460	4	0
HG03953	720	3507	1	1
HG03953	721	3404	3	0
HG03953	722	3358	2	0
HG03953	723	3229	3	0
HG03953	724	3211	4	2
HG03953	725	3089	1	0
HG03953	726	2961	3	0
HG03953	727	2982	1	0
HG03953	728	2853	6	0
HG03953	729	2880	1	0
HG03953	730	2854	1	0
HG03953	731	2765	1	1
HG03953	732	2780	2	0
HG03953	733	2709	0	1
HG03953	734	2659	2	2
HG03953	735	2528	2	1
HG03953	736	2630	2	1
HG03953	737	2533	2	0
HG03953	738	2593	3	0
HG03953	739	2371	6	0
HG03953	740	2419	1	0
HG03953	741	2335	4	0
HG03953	742	2281	3	0
HG03953	743	2210	2	1
HG03953	744	2226	2	0
HG03953	745	2203	3	0
HG03953	746	2162	3	1
HG03953	747	2161	1	1
HG03953	748	2049	1	1
HG03953	749	2035	2	2
HG03953	750	2044	2	0
HG03953	751	1922	2	0
HG03953	752	1893	1	0
HG03953	753	1848	0	0
HG03953	754	1862	3	0
HG03953	755	1820	3	0
HG03953	756	1757	3	0
HG03953	757	1787	0	0
HG03953	758	1771	3	0
HG03953	759	1702	3	0
HG03953	760	1599	2	1
HG03953	761	1637	2	0
HG03953	762	1584	3	0
HG03953	763	1539	2	0
HG03953	764	1471	1	0
HG03953	765	1497	4	0
HG03953	766	1467	5	0
HG03953	767	1452	0	0
HG03953	768	1378	2	0
HG03953	769	1373	1	0
HG03953	770	1446	2	0
HG03953	771	1335	2	0
HG03953	772	1350	2	0
HG03953	773	1258	2	0
HG03953	774	1202	1	1
HG03953	775	1196	1	0
HG03953	776	1215	2	0
HG03953	777	1191	2	0
HG03953	778	1189	0	0
HG03953	779	1127	1	1
HG03953	780	1143	1	1
HG03953	781	1076	3	0
HG03953	782	1116	1	0
HG03953	783	1080	1	0
HG03953	784	991	2	0
HG03953	785	1063	1	0
HG03953	786	998	0	1
HG03953	787	974	0	0
HG03953	788	952	2	0
HG03953	789	949	4	0
HG03953	790	953	3	0
HG03953	791	921	0	0
HG03953	792	907	1	1
HG03953	793	844	2	0
HG03953	794	849	1	1
HG03953	795	865	3	1
HG03953	796	794	4	1
HG03953	797	824	0	0
HG03953	798	800	4	0
HG03953	799	789	2	0
HG03953	800	719	1	0
HG03953	801	756	2	0
HG03953	802	729	2	0
HG03953	803	662	3	0
HG03953	804	733	0	0
HG03953	805	718	0	0
HG03953	806	707	1	2
HG03953	807	677	0	0
HG03953	808	654	6	1
HG03953	809	649	5	0
HG03953	810	665	2	1
HG03953	811	586	3	1
HG03953	812	590	2	0
HG03953	813	582	2	0
HG03953	814	589	3	1
HG03953	815	580	5	1
HG03953	816	535	3	0
HG03953	817	533	1	0
HG03953	818	580	3	0
HG03953	819	519	1	0
HG03953	820	511	2	0
HG03953	821	501	3	1
HG03953	822	466	0	0
HG03953	823	507	2	0
HG03953	824	493	0	0
HG03953	825	495	1	1
HG03953	826	506	2	0
HG03953	827	461	3	1
HG03953	828	452	1	1
HG03953	829	458	0	0
HG03953	830	441	0	0
HG03953	831	431	2	1
HG03953	832	414	0	1
HG03953	833	387	4	0
HG03953	834	418	0	0
HG03953	835	400	0	1
HG03953	836	374	2	0
HG03953	837	388	1	0
HG03953	838	398	1	0
HG03953	839	380	2	0
HG03953	840	351	3	0
HG03953	841	344	0	0
HG03953	842	311	1	0
HG03953	843	332	1	0
HG03953	844	324	1	0
HG03953	845	312	2	0
HG03953	846	300	2	0
HG03953	847	314	4	0
HG03953	848	318	3	1
HG03953	849	311	2	0
HG03953	850	307	6	0
HG03953	851	304	2	0
HG03953	852	348	2	0
HG03953	853	279	1	2
HG03953	854	293	3	0
HG03953	855	261	4	0
HG03953	856	273	1	0
HG03953	857	271	2	0
HG03953	858	287	1	0
HG03953	859	262	3	0
HG03953	860	250	3	0
HG03953	861	264	1	0
HG03953	862	269	0	0
HG03953	863	234	4	0
HG03953	864	240	2	0
HG03953	865	215	1	0
HG03953	866	237	0	0
HG03953	867	232	2	0
HG03953	868	234	0	0
HG03953	869	228	2	1
HG03953	870	242	2	0
HG03953	871	219	2	0
HG03953	872	213	2	1
HG03953	873	216	1	0
HG03953	874	204	2	0
HG03953	875	198	5	1
HG03953	876	193	0	0
HG03953	877	215	3	0
HG03953	878	200	2	1
HG03953	879	165	1	0
HG03953	880	204	2	0
HG03953	881	161	1	0
HG03953	882	163	2	2
HG03953	883	179	4	1
HG03953	884	160	3	0
HG03953	885	150	3	0
HG03953	886	143	1	0
HG03953	887	143	0	0
HG03953	888	152	1	0
HG03953	889	148	1	0
HG03953	890	142	4	0
HG03953	891	143	1	1
HG03953	892	140	6	0
HG03953	893	127	4	0
HG03953	894	142	2	0
HG03953	895	147	2	0
HG03953	896	124	1	1
HG03953	897	123	0	1
HG03953	898	133	2	0
HG03953	899	119	0	0
HG03953	900	116	2	0
HG03953	901	107	3	0
HG03953	902	100	2	1
HG03953	903	108	0	0
HG03953	904	107	2	1
HG03953	905	93	4	0
HG03953	906	111	4	0
HG03953	907	107	0	0
HG03953	908	87	3	0
HG03953	909	71	3	0
HG03953	910	97	2	1
HG03953	911	66	1	0
HG03953	912	64	1	0
HG03953	913	73	4	1
HG03953	914	69	0	1
HG03953	915	83	0	0
HG03953	916	71	4	0
HG03953	917	64	4	0
HG03953	918	83	4	0
HG03953	919	76	5	1
HG03953	920	64	2	0
HG03953	921	59	1	0
HG03953	922	68	3	0
HG03953	923	76	3	0
HG03953	924	58	1	0
HG03953	925	53	1	0
HG03953	926	71	3	0
HG03953	927	62	2	1
HG03953	928	49	3	0
HG03953	929	63	2	0
HG03953	930	58	4	0
HG03953	931	74	4	0
HG03953	932	59	2	0
HG03953	933	58	5	0
HG03953	934	54	3	1
HG03953	935	61	3	1
HG03953	936	51	2	0
HG03953	937	43	1	2
HG03953	938	58	2	0
HG03953	939	42	7	0
HG03953	940	55	2	0
HG03953	941	43	5	1
HG03953	942	49	2	0
HG03953	943	34	2	0
HG03953	944	38	1	1
HG03953	945	55	1	1
HG03953	946	34	0	0
HG03953	947	45	2	0
HG03953	948	43	4	0
HG03953	949	35	3	0
HG03953	950	35	2	0
HG03953	951	49	3	0
HG03953	952	44	3	1
HG03953	953	31	0	1
HG03953	954	29	1	0
HG03953	955	33	3	1
HG03953	956	38	4	1
HG03953	957	49	3	0
HG03953	958	49	3	0
HG03953	959	30	2	0
HG03953	960	32	2	0
HG03953	961	40	4	0
HG03953	962	34	3	0
HG03953	963	37	2	0
HG03953	964	37	4	1
HG03953	965	38	2	2
HG03953	966	38	0	0
HG03953	967	27	8	0
HG03953	968	33	0	0
HG03953	969	26	2	0
HG03953	970	34	1	1
HG03953	971	32	4	0
HG03953	972	46	1	1
HG03953	973	33	0	0
HG03953	974	29	4	0
HG03953	975	36	2	0
HG03953	976	36	5	0
HG03953	977	33	4	0
HG03953	978	18	2	2
HG03953	979	15	3	0
HG03953	980	26	5	1
HG03953	981	20	2	1
HG03953	982	21	2	0
HG03953	983	28	1	0
HG03953	984	22	5	0
HG03953	985	21	3	2
HG03953	986	23	3	1
HG03953	987	17	2	0
HG03953	988	23	3	0
HG03953	989	20	3	0
HG03953	990	20	6	0
HG03953	991	25	4	0
HG03953	992	31	5	1
HG03953	993	16	5	0
HG03953	994	28	1	1
HG03953	995	26	4	1
HG03953	996	26	4	1
HG03953	997	14	5	0
HG03953	998	28	0	1
HG03953	999	15	2	1
HG03953	1000	15	2	0
HG03953	1001	33	2	0
HG03953	1002	27	2	1
HG03953	1003	16	2	0
HG03953	1004	26	2	0
HG03953	1005	22	1	1
HG03953	1006	21	8	1
HG03953	1007	19	5	2
HG03953	1008	18	2	2
HG03953	1009	18	1	0
HG03953	1010	16	0	1
HG03953	1011	20	2	0
HG03953	1012	21	3	1
HG03953	1013	12	2	1
HG03953	1014	17	0	1
HG03953	1015	12	5	0
HG03953	1016	26	1	0
HG03953	1017	17	4	0
HG03953	1018	11	2	0
HG03953	1019	25	4	0
HG03953	1020	17	1	0
HG03953	1021	13	2	1
HG03953	1022	11	1	3
