/bioinfo/local/build/Centos/python/python-2.7.11/bin/python /bioinfo/users/nservant/Apps/HiC-Pro_2.11.0-beta/scripts/ice --results_filename hic_results/matrix/E12.5_dupL/iced/150000/E12.5_dupL_150000_iced.matrix --filter_low_counts_perc 0.02 --filter_high_counts_perc 0 --max_iter 100 --eps 0.1 --remove-all-zeros-loci --output-bias 1 --verbose 1 rawdata/E12.5_dupL/raw/150000/E12.5_dupL_ontarget_150000.matrix
Using iced version 0.4.2
Loading files...
Normalizing...
Filter 5400 out of 17710 bins ...
Matrix is triangular superior
Loading files...
Normalizing...
Filter 5400 out of 17710 bins ...
Matrix is triangular superior
ICE at iteration 1 14177.2015169
ICE at iteration 2 259610.782701
ICE at iteration 3 4429548.47771
ICE at iteration 4 84851204.394
ICE at iteration 5 1456182266.2
ICE at iteration 6 27564475377.6
ICE at iteration 7 475428344797.0
ICE at iteration 8 8.88517910739e+12
ICE at iteration 9 1.53870346051e+14
ICE at iteration 10 2.84394291374e+15
ICE at iteration 11 4.94060036812e+16
ICE at iteration 12 9.0493534954e+17
ICE at iteration 13 1.57593860388e+19
ICE at iteration 14 2.86575861835e+20
ICE at iteration 15 5.0001868524e+21
ICE at iteration 16 9.04062924553e+22
ICE at iteration 17 1.57974637679e+24
ICE at iteration 18 2.84335277003e+25
ICE at iteration 19 4.97417498231e+26
ICE at iteration 20 8.92083733129e+27
ICE at iteration 21 1.56202931328e+29
ICE at iteration 22 2.79343376527e+30
ICE at iteration 23 4.89475776755e+31
ICE at iteration 24 8.73373721767e+32
ICE at iteration 25 1.53121729062e+34
ICE at iteration 26 2.72726219679e+35
ICE at iteration 27 4.7836164045e+36
ICE at iteration 28 8.50798878814e+37
ICE at iteration 29 1.4928253095e+39
ICE at iteration 30 2.65207808937e+40
ICE at iteration 31 4.65467573002e+41
ICE at iteration 32 8.2617815557e+42
ICE at iteration 33 1.45035043306e+44
ICE at iteration 34 2.5724314731e+45
ICE at iteration 35 4.51668144063e+46
ICE at iteration 36 8.00645501034e+47
ICE at iteration 37 1.40597210355e+49
ICE at iteration 38 2.4911386604e+50
ICE at iteration 39 4.37504715758e+51
ICE at iteration 40 7.74897991415e+52
ICE at iteration 41 1.3610307353e+54
ICE at iteration 42 2.40991870798e+55
ICE at iteration 43 4.23308050513e+56
ICE at iteration 44 7.49357809179e+57
ICE at iteration 45 1.31633941314e+59
ICE at iteration 46 2.32980336384e+60
ICE at iteration 47 4.0927712428e+61
ICE at iteration 48 7.24275573362e+62
ICE at iteration 49 1.27238238776e+64
ICE at iteration 50 2.25139672591e+65
ICE at iteration 51 3.95528971517e+66
ICE at iteration 52 6.99795437399e+67
ICE at iteration 53 1.22943996285e+69
ICE at iteration 54 2.17503815173e+70
ICE at iteration 55 3.82129921577e+71
ICE at iteration 56 6.75995800312e+72
ICE at iteration 57 1.18766651652e+74
ICE at iteration 58 2.10090388199e+75
ICE at iteration 59 3.69115065759e+76
ICE at iteration 60 6.52914651266e+77
ICE at iteration 61 1.14713903174e+79
ICE at iteration 62 2.02907020294e+80
ICE at iteration 63 3.56500347299e+81
ICE at iteration 64 6.30565301112e+82
ICE at iteration 65 1.10788719789e+84
ICE at iteration 66 1.95955260815e+85
ICE at iteration 67 3.44290052465e+86
ICE at iteration 68 6.08946126848e+87
ICE at iteration 69 1.06991204541e+89
ICE at iteration 70 1.89233003528e+90
ICE at iteration 71 3.32481444267e+91
ICE at iteration 72 5.88046597497e+92
ICE at iteration 73 1.03319746384e+94
ICE at iteration 74 1.82735984181e+95
ICE at iteration 75 3.2106762447e+96
ICE at iteration 76 5.67850994288e+97
ICE at iteration 77 9.97717310532e+98
ICE at iteration 78 1.76458704195e+100
ICE at iteration 79 3.10039298457e+101
ICE at iteration 80 5.48340702741e+102
ICE at iteration 81 9.63439789907e+103
ICE at iteration 82 1.70394999021e+105
ICE at iteration 83 2.99385861192e+106
ICE at iteration 84 5.29495620778e+107
ICE at iteration 85 9.30330144289e+108
ICE at iteration 86 1.64538386625e+110
ICE at iteration 87 2.89096063297e+111
ICE at iteration 88 5.11295019998e+112
ICE at iteration 89 8.98352300633e+113
ICE at iteration 90 1.58882279981e+115
ICE at iteration 91 2.79158417535e+116
ICE at iteration 92 4.93718068771e+117
ICE at iteration 93 8.674698719e+118
ICE at iteration 94 1.53420115488e+120
ICE at iteration 95 2.69561444868e+121
ICE at iteration 96 4.76744146366e+122
ICE at iteration 97 8.37646759693e+123
ICE at iteration 98 1.48145429445e+125
ICE at iteration 99 2.60293821433e+126
Writing results...
