/bioinfo/local/build/Centos/python/python-2.7.11/bin/python /bioinfo/users/nservant/Apps/HiC-Pro_2.11.0-beta/scripts/ice --results_filename hic_results/matrix/E12.5_dupL/iced/20000/E12.5_dupL_ontarget_10000_iced.matrix --filter_low_counts_perc 0.02 --filter_high_counts_perc 0 --max_iter 100 --eps 0.1 --remove-all-zeros-loci --output-bias 1 --verbose 1 hic_results/matrix//E12.5_dupL/raw/20000/E12.5_dupL_ontarget_10000.matrix
/bioinfo/users/nservant/Apps/HiC-Pro_2.11.0-beta/scripts/hic.inc.sh: line 86:  7171 Segmentation fault      (core dumped) /bioinfo/local/build/Centos/python/python-2.7.11/bin/python /bioinfo/users/nservant/Apps/HiC-Pro_2.11.0-beta/scripts/ice --results_filename hic_results/matrix/E12.5_dupL/iced/20000/E12.5_dupL_ontarget_10000_iced.matrix --filter_low_counts_perc 0.02 --filter_high_counts_perc 0 --max_iter 100 --eps 0.1 --remove-all-zeros-loci --output-bias 1 --verbose 1 hic_results/matrix//E12.5_dupL/raw/20000/E12.5_dupL_ontarget_10000.matrix
/bioinfo/local/build/Centos/python/python-2.7.11/bin/python /bioinfo/users/nservant/Apps/HiC-Pro_2.11.0-beta/scripts/ice --results_filename hic_results/matrix/E12.5_dupL/iced/20000/E12.5_dupL_ontarget_10000_iced.matrix --filter_low_counts_perc 0.02 --filter_high_counts_perc 0 --max_iter 100 --eps 0.1 --remove-all-zeros-loci --output-bias 1 --verbose 1 hic_results/matrix//E12.5_dupL/raw/20000/E12.5_dupL_ontarget_10000.matrix
/bioinfo/users/nservant/Apps/HiC-Pro_2.11.0-beta/scripts/hic.inc.sh: line 86:  8105 Segmentation fault      (core dumped) /bioinfo/local/build/Centos/python/python-2.7.11/bin/python /bioinfo/users/nservant/Apps/HiC-Pro_2.11.0-beta/scripts/ice --results_filename hic_results/matrix/E12.5_dupL/iced/20000/E12.5_dupL_ontarget_10000_iced.matrix --filter_low_counts_perc 0.02 --filter_high_counts_perc 0 --max_iter 100 --eps 0.1 --remove-all-zeros-loci --output-bias 1 --verbose 1 hic_results/matrix//E12.5_dupL/raw/20000/E12.5_dupL_ontarget_10000.matrix
/bioinfo/local/build/Centos/python/python-2.7.11/bin/python /bioinfo/users/nservant/Apps/HiC-Pro_2.11.0-beta/scripts/ice --results_filename hic_results/matrix/E12.5_dupL/iced/20000/E12.5_dupL_20000_iced.matrix --filter_low_counts_perc 0.02 --filter_high_counts_perc 0 --max_iter 100 --eps 0.1 --remove-all-zeros-loci --output-bias 1 --verbose 1 rawdata/E12.5_dupL/raw/20000/E12.5_dupL_ontarget_20000.matrix
Using iced version 0.4.2
Loading files...
Normalizing...
Filter 107182 out of 132754 bins ...
Matrix is triangular superior
ICE at iteration 71 6.41159137691e+81
ICE at iteration 72 1.4046422044e+83
ICE at iteration 73 1.17077491751e+84
ICE at iteration 74 2.56840931575e+85
ICE at iteration 75 2.1393374049e+86
ICE at iteration 76 4.69905222138e+87
ICE at iteration 77 3.91161438993e+88
ICE at iteration 78 8.6016282584e+89
ICE at iteration 79 7.15614020859e+90
ICE at iteration 80 1.5752683303e+92
ICE at iteration 81 1.30986104173e+93
ICE at iteration 82 2.8861109584e+94
ICE at iteration 83 2.39869385185e+95
ICE at iteration 84 5.28979772057e+96
ICE at iteration 85 4.39449694829e+97
ICE at iteration 86 9.69878306773e+98
ICE at iteration 87 8.05399795703e+99
ICE at iteration 88 1.77882658028e+101
ICE at iteration 89 1.47661294406e+102
ICE at iteration 90 3.26343918109e+103
ICE at iteration 91 2.70807596978e+104
ICE at iteration 92 5.98868592709e+105
ICE at iteration 93 4.96799910709e+106
ICE at iteration 94 1.09923684367e+108
ICE at iteration 95 9.11627240147e+108
ICE at iteration 96 2.01811231203e+110
ICE at iteration 97 1.67323855631e+111
ICE at iteration 98 3.70582723617e+112
ICE at iteration 99 3.07180630035e+113
Writing results...
/bioinfo/local/build/Centos/python/python-2.7.11/bin/python /bioinfo/users/nservant/Apps/HiC-Pro_2.11.0-beta/scripts/ice --results_filename hic_results/matrix/E12.5_dupL/iced/20000/E12.5_dupL_20000_iced.matrix --filter_low_counts_perc 0.02 --filter_high_counts_perc 0 --max_iter 100 --eps 0.1 --remove-all-zeros-loci --output-bias 1 --verbose 1 rawdata/E12.5_dupL/raw/20000/E12.5_dupL_ontarget_20000.matrix
Using iced version 0.4.2
Loading files...
Normalizing...
Filter 107182 out of 132754 bins ...
Matrix is triangular superior
ICE at iteration 1 42611.8818141
ICE at iteration 2 304695.826234
ICE at iteration 3 2693025.33913
ICE at iteration 4 32287438.9876
ICE at iteration 5 285370653.053
ICE at iteration 6 3728619019.63
ICE at iteration 7 32675564910.1
ICE at iteration 8 460495248359.0
ICE at iteration 9 4.01048183861e+12
ICE at iteration 10 6.04218263203e+13
ICE at iteration 11 5.24192302295e+14
ICE at iteration 12 8.36692338563e+15
ICE at iteration 13 7.24483111685e+16
ICE at iteration 14 1.21411555127e+18
ICE at iteration 15 1.05059990017e+19
ICE at iteration 16 1.83293539955e+20
ICE at iteration 17 1.58599418078e+21
ICE at iteration 18 2.85935502907e+22
ICE at iteration 19 2.47424308549e+23
ICE at iteration 20 4.58140350735e+24
ICE at iteration 21 3.96369588744e+25
ICE at iteration 22 7.50107981534e+26
ICE at iteration 23 6.48630929898e+27
ICE at iteration 24 1.24979532222e+29
ICE at iteration 25 1.0797317496e+30
ICE at iteration 26 2.11205720245e+31
ICE at iteration 27 1.82234939659e+32
ICE at iteration 28 3.61070792655e+33
ICE at iteration 29 3.11057852242e+34
ICE at iteration 30 6.23178527339e+35
ICE at iteration 31 5.35907132507e+36
ICE at iteration 32 1.08410384516e+38
ICE at iteration 33 9.30489840051e+38
ICE at iteration 34 1.8985385106e+40
ICE at iteration 35 1.62624320418e+41
ICE at iteration 36 3.34365972181e+42
ICE at iteration 37 2.85822729769e+43
ICE at iteration 38 5.91736571662e+44
ICE at iteration 39 5.04791656942e+45
ICE at iteration 40 1.05160681585e+47
ICE at iteration 41 8.95282127671e+47
ICE at iteration 42 1.87569571332e+49
ICE at iteration 43 1.59373185539e+50
ICE at iteration 44 3.35629362957e+51
ICE at iteration 45 2.84636027285e+52
ICE at iteration 46 6.02256432687e+53
ICE at iteration 47 5.09828422258e+54
ICE at iteration 48 1.08339486483e+56
ICE at iteration 49 9.15547381363e+56
ICE at iteration 50 1.9532398997e+58
ICE at iteration 51 1.64794101951e+59
ICE at iteration 52 3.5284478305e+60
ICE at iteration 53 2.97237156814e+61
ICE at iteration 54 6.38528482858e+62
ICE at iteration 55 5.37123569565e+63
ICE at iteration 56 1.15735246523e+65
ICE at iteration 57 9.72242598475e+65
ICE at iteration 58 2.10072680216e+67
ICE at iteration 59 1.76251593303e+68
ICE at iteration 60 3.81794721436e+69
ICE at iteration 61 3.19952729955e+70
ICE at iteration 62 6.94690644371e+71
ICE at iteration 63 5.81535278538e+72
ICE at iteration 64 1.26533337982e+74
ICE at iteration 65 1.05816351904e+75
ICE at iteration 66 2.30688801303e+76
ICE at iteration 67 1.92739241348e+77
ICE at iteration 68 4.2093665567e+78
ICE at iteration 69 3.51387972659e+79
ICE at iteration 70 7.68670792206e+80
ICE at iteration 71 6.41159137691e+81
ICE at iteration 72 1.4046422044e+83
ICE at iteration 73 1.17077491751e+84
ICE at iteration 74 2.56840931575e+85
ICE at iteration 75 2.1393374049e+86
ICE at iteration 76 4.69905222138e+87
ICE at iteration 77 3.91161438993e+88
ICE at iteration 78 8.6016282584e+89
ICE at iteration 79 7.15614020859e+90
ICE at iteration 80 1.5752683303e+92
ICE at iteration 81 1.30986104173e+93
ICE at iteration 82 2.8861109584e+94
ICE at iteration 83 2.39869385185e+95
ICE at iteration 84 5.28979772057e+96
ICE at iteration 85 4.39449694829e+97
ICE at iteration 86 9.69878306773e+98
ICE at iteration 87 8.05399795703e+99
ICE at iteration 88 1.77882658028e+101
ICE at iteration 89 1.47661294406e+102
ICE at iteration 90 3.26343918109e+103
ICE at iteration 91 2.70807596978e+104
ICE at iteration 92 5.98868592709e+105
ICE at iteration 93 4.96799910709e+106
ICE at iteration 94 1.09923684367e+108
ICE at iteration 95 9.11627240147e+108
ICE at iteration 96 2.01811231203e+110
ICE at iteration 97 1.67323855631e+111
ICE at iteration 98 3.70582723617e+112
ICE at iteration 99 3.07180630035e+113
Writing results...
