## htsjdk.samtools.metrics.StringHeader
# CollectBaseDistributionByCycle ALIGNED_READS_ONLY=false PF_READS_ONLY=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
## METRICS CLASS	picard.analysis.BaseDistributionByCycleMetrics
READ_END	CYCLE	PCT_A	PCT_C	PCT_G	PCT_T	PCT_N
2	126	23.469819	26.532037	26.637130	23.341336	0.019678
2	127	23.653276	26.332326	26.449627	23.554644	0.010127
2	128	23.516505	26.447440	26.558227	23.469716	0.008112
2	129	23.491667	26.540470	26.616853	23.336039	0.014971
2	130	23.663033	26.337478	26.440663	23.538560	0.020265
2	131	23.528174	26.454104	26.629278	23.376038	0.012406
2	132	23.467107	26.543387	26.668787	23.302049	0.018669
2	133	23.649265	26.363480	26.485061	23.491313	0.010881
2	134	23.552355	26.469788	26.608482	23.356087	0.013288
2	135	23.473510	26.551308	26.679303	23.287801	0.008078
2	136	23.680916	26.380948	26.479194	23.447835	0.011106
2	137	23.502158	26.505179	26.638571	23.339411	0.014681
2	138	23.443341	26.549941	26.706698	23.288117	0.011903
2	139	23.646290	26.357539	26.518108	23.459355	0.018709
2	140	23.504050	26.513655	26.673175	23.300387	0.008733
2	141	23.462691	26.574597	26.682294	23.271841	0.008577
2	142	23.617749	26.374470	26.547838	23.453160	0.006783
2	143	23.492726	26.501481	26.687647	23.309378	0.008768
2	144	23.453842	26.604572	26.701830	23.229103	0.010653
2	145	23.594794	26.396944	26.563482	23.430741	0.014039
2	146	23.486360	26.516872	26.698642	23.288635	0.009492
2	147	23.434783	26.616142	26.744423	23.190431	0.014222
2	148	23.458332	26.559448	26.682636	23.291603	0.007981
2	149	22.945342	27.068206	27.240323	22.732841	0.013288
2	150	21.378128	28.635077	28.781222	21.194774	0.010800
2	151	17.028997	33.030458	33.139558	16.800987	0.000000
