TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
1530000.0	163324.3	132711.4	200998.9
1540000.0	163635.8	132780.9	201660.6
1550000.0	163944.7	132848.3	202319.9
1560000.0	164251.0	132913.7	202976.6
1570000.0	164554.7	132977.1	203631.0
1580000.0	164856.0	133038.5	204282.9
1590000.0	165154.8	133098.0	204932.5
1600000.0	165451.1	133155.5	205579.7
1610000.0	165745.0	133211.2	206224.5
1620000.0	166036.6	133265.0	206867.1
1630000.0	166325.8	133317.0	207507.3
1640000.0	166612.6	133367.3	208145.2
1650000.0	166897.2	133415.8	208780.9
1660000.0	167179.5	133462.5	209414.4
1670000.0	167459.5	133507.6	210045.7
1680000.0	167737.3	133551.0	210674.8
1690000.0	168013.0	133592.7	211301.7
1700000.0	168286.5	133632.9	211926.4
1710000.0	168557.8	133671.4	212549.0
1720000.0	168827.0	133708.5	213169.5
1730000.0	169094.2	133743.9	213788.0
1740000.0	169359.3	133777.9	214404.3
1750000.0	169622.3	133810.4	215018.6
1760000.0	169883.3	133841.4	215630.8
1770000.0	170142.3	133871.0	216241.1
1780000.0	170399.4	133899.2	216849.3
1790000.0	170654.5	133926.0	217455.6
1800000.0	170907.7	133951.5	218059.9
1810000.0	171159.0	133975.6	218662.2
1820000.0	171408.4	133998.4	219262.6
1830000.0	171655.9	134019.8	219861.1
1840000.0	171901.6	134040.0	220457.7
1850000.0	172145.5	134059.0	221052.4
1860000.0	172387.6	134076.7	221645.3
1870000.0	172627.9	134093.2	222236.3
1880000.0	172866.4	134108.5	222825.4
1890000.0	173103.2	134122.7	223412.8
1900000.0	173338.3	134135.6	223998.3
1910000.0	173571.7	134147.5	224582.1
1920000.0	173803.3	134158.2	225164.0
1930000.0	174033.4	134167.8	225744.3
1940000.0	174261.8	134176.4	226322.7
1950000.0	174488.5	134183.8	226899.5
1960000.0	174713.6	134190.2	227474.5
1970000.0	174937.2	134195.6	228047.8
1980000.0	175159.1	134200.0	228619.4
1990000.0	175379.5	134203.4	229189.3
2000000.0	175598.4	134205.8	229757.6
2010000.0	175815.7	134207.2	230324.2
2020000.0	176031.5	134207.7	230889.2
2030000.0	176245.9	134207.2	231452.6
2040000.0	176458.7	134205.8	232014.3
2050000.0	176670.1	134203.5	232574.5
2060000.0	176880.0	134200.3	233133.0
2070000.0	177088.5	134196.2	233690.0
2080000.0	177295.5	134191.3	234245.4
2090000.0	177501.2	134185.5	234799.3
2100000.0	177705.4	134178.9	235351.6
2110000.0	177908.3	134171.5	235902.4
2120000.0	178109.9	134163.2	236451.7
2130000.0	178310.0	134154.2	236999.5
2140000.0	178508.9	134144.3	237545.7
2150000.0	178706.4	134133.7	238090.5
2160000.0	178902.6	134122.4	238633.8
2170000.0	179097.5	134110.2	239175.7
2180000.0	179291.1	134097.4	239716.0
2190000.0	179483.4	134083.8	240255.0
2200000.0	179674.5	134069.5	240792.5
2210000.0	179864.4	134054.5	241328.6
2220000.0	180053.0	134038.8	241863.3
2230000.0	180240.4	134022.5	242396.5
2240000.0	180426.5	134005.5	242928.4
2250000.0	180611.5	133987.8	243458.9
2260000.0	180795.3	133969.4	243988.1
2270000.0	180977.9	133950.5	244515.8
2280000.0	181159.4	133930.9	245042.2
2290000.0	181339.7	133910.6	245567.3
2300000.0	181518.8	133889.8	246091.0
2310000.0	181697.1	133868.6	246613.6
2320000.0	181877.5	133850.0	247138.0
2330000.0	182056.7	133830.7	247661.1
2340000.0	182234.9	133810.9	248182.8
2350000.0	182411.9	133790.4	248703.2
2360000.0	182587.9	133769.4	249222.4
2370000.0	182762.8	133747.9	249740.2
2380000.0	182930.2	133719.7	250250.8
2390000.0	183095.3	133689.8	250758.8
2400000.0	183259.3	133659.3	251265.6
2410000.0	183422.3	133628.3	251771.2
2420000.0	183584.3	133596.8	252275.5
2430000.0	183745.3	133564.9	252778.7
2440000.0	183905.3	133532.4	253280.6
2450000.0	184064.4	133499.5	253781.3
2460000.0	184222.4	133466.2	254280.9
2470000.0	184379.5	133432.4	254779.2
2480000.0	184535.7	133398.2	255276.4
2490000.0	184690.9	133363.5	255772.5
2500000.0	184845.1	133328.4	256267.3
2510000.0	184998.4	133292.9	256761.0
2520000.0	185150.8	133257.0	257253.6
2530000.0	185302.3	133220.6	257745.0
2540000.0	185452.9	133183.9	258235.3
2550000.0	185602.6	133146.8	258724.5
2560000.0	185751.4	133109.2	259212.5
2570000.0	185899.3	133071.4	259699.5
2580000.0	186046.4	133033.1	260185.3
2590000.0	186192.6	132994.4	260670.0
2600000.0	186337.9	132955.5	261153.7
2610000.0	186482.4	132916.1	261636.3
2620000.0	186626.0	132876.4	262117.7
2630000.0	186768.8	132836.4	262598.2
2640000.0	186910.8	132796.0	263077.5
2650000.0	187051.9	132755.3	263555.8
2660000.0	187192.3	132714.2	264033.0
2670000.0	187331.8	132672.9	264509.2
2680000.0	187470.5	132631.2	264984.4
2690000.0	187608.5	132589.2	265458.5
2700000.0	187745.6	132547.0	265931.6
2710000.0	187882.0	132504.4	266403.7
2720000.0	188017.6	132461.5	266874.7
2730000.0	188152.5	132418.3	267344.7
2740000.0	188286.5	132374.9	267813.8
2750000.0	188419.9	132331.2	268281.8
2760000.0	188555.4	132290.0	268751.6
2770000.0	188698.8	132256.6	269228.4
2780000.0	188841.4	132223.0	269704.1
2790000.0	188988.6	132194.1	270183.8
2800000.0	189137.7	132167.4	270664.9
2810000.0	189286.0	132140.4	271144.9
2820000.0	189433.5	132113.0	271623.9
2830000.0	189580.2	132085.3	272101.9
2840000.0	189726.2	132057.4	272578.8
2850000.0	189871.5	132029.1	273054.8
2860000.0	190016.0	132000.5	273529.7
2870000.0	190159.7	131971.7	274003.6
2880000.0	190302.7	131942.5	274476.5
2890000.0	190445.0	131913.1	274948.4
2900000.0	190586.5	131883.4	275419.3
2910000.0	190727.4	131853.4	275889.2
2920000.0	190867.5	131823.1	276358.1
2930000.0	191006.9	131792.6	276826.1
2940000.0	191145.6	131761.8	277293.0
2950000.0	191283.6	131730.8	277759.0
2960000.0	191420.9	131699.5	278224.1
2970000.0	191557.5	131667.9	278688.2
2980000.0	191693.5	131636.1	279151.3
2990000.0	191828.7	131604.1	279613.5
