TOTAL_READS	EXPECTED_DISTINCT	LOWER_0.95CI	UPPER_0.95CI
1240000.0	137432.1	119947.8	157465.1
1250000.0	137719.0	120097.2	157926.5
1260000.0	138002.8	120244.5	158383.8
1270000.0	138283.6	120389.9	158836.8
1280000.0	138561.3	120533.3	159285.8
1290000.0	138836.2	120674.8	159730.8
1300000.0	139108.1	120814.5	160171.7
1310000.0	139377.2	120952.4	160608.7
1320000.0	139643.5	121088.4	161041.9
1330000.0	139907.0	121222.7	161471.1
1340000.0	140167.8	121355.3	161896.6
1350000.0	140426.0	121486.3	162318.4
1360000.0	140681.5	121615.5	162736.5
1370000.0	140934.4	121743.2	163150.9
1380000.0	141184.8	121869.2	163561.7
1390000.0	141432.6	121993.7	163969.0
1400000.0	141678.0	122116.7	164372.8
1410000.0	141920.9	122238.1	164773.1
1420000.0	142161.5	122358.1	165170.0
1430000.0	142399.7	122476.6	165563.6
1440000.0	142635.5	122593.7	165953.8
1450000.0	142869.0	122709.4	166340.7
1460000.0	143100.3	122823.7	166724.3
1470000.0	143329.4	122936.7	167104.8
1480000.0	143556.2	123048.4	167482.1
1490000.0	143780.9	123158.7	167856.2
1500000.0	144003.5	123267.8	168227.3
1510000.0	144223.9	123375.6	168595.3
1520000.0	144439.5	123479.4	168957.5
1530000.0	144643.9	123573.0	169307.8
1540000.0	144846.4	123665.4	169655.2
1550000.0	145046.9	123756.7	169999.6
1560000.0	145245.4	123846.9	170341.3
1570000.0	145442.1	123935.9	170680.2
1580000.0	145636.9	124024.0	171016.3
1590000.0	145829.9	124110.9	171349.6
1600000.0	146021.0	124196.8	171680.3
1610000.0	146210.4	124281.7	172008.3
1620000.0	146398.0	124365.6	172333.7
1630000.0	146583.9	124448.5	172656.4
1640000.0	146768.0	124530.4	172976.6
1650000.0	146950.5	124611.4	173294.3
1660000.0	147131.3	124691.5	173609.4
1670000.0	147310.4	124770.6	173922.1
1680000.0	147487.9	124848.8	174232.3
1690000.0	147665.5	124927.8	174541.7
1700000.0	147845.0	125009.3	174852.1
1710000.0	148022.8	125089.8	175160.2
1720000.0	148199.1	125169.5	175465.8
1730000.0	148373.8	125248.4	175769.1
1740000.0	148547.0	125326.3	176070.1
1750000.0	148718.7	125403.5	176368.7
1760000.0	148888.9	125479.8	176665.2
1770000.0	149057.6	125555.3	176959.3
1780000.0	149224.9	125629.9	177251.3
1790000.0	149390.7	125703.8	177541.0
1800000.0	149555.1	125776.9	177828.6
1810000.0	149718.1	125849.3	178114.0
1820000.0	149879.8	125920.8	178397.4
1830000.0	150040.1	125991.7	178678.6
1840000.0	150199.0	126061.8	178957.7
1850000.0	150356.6	126131.2	179234.8
1860000.0	150512.9	126199.8	179509.9
1870000.0	150667.9	126267.8	179783.0
1880000.0	150821.6	126335.1	180054.1
1890000.0	150974.0	126401.7	180323.2
1900000.0	151125.2	126467.6	180590.4
1910000.0	151275.2	126532.9	180855.6
1920000.0	151423.9	126597.5	181119.0
1930000.0	151571.5	126661.5	181380.4
1940000.0	151717.8	126724.8	181640.1
1950000.0	151863.0	126787.5	181897.8
1960000.0	152007.0	126849.6	182153.8
1970000.0	152149.9	126911.1	182407.9
1980000.0	152291.7	126972.0	182660.3
1990000.0	152432.3	127032.4	182910.9
2000000.0	152571.8	127092.1	183159.8
2010000.0	152710.2	127151.2	183406.9
2020000.0	152847.6	127209.8	183652.3
2030000.0	152983.9	127267.9	183896.1
2040000.0	153119.1	127325.4	184138.1
2050000.0	153253.3	127382.3	184378.5
2060000.0	153386.4	127438.7	184617.3
2070000.0	153525.7	127501.6	184861.4
2080000.0	153666.8	127566.8	185106.7
2090000.0	153806.8	127631.4	185350.4
2100000.0	153945.8	127695.5	185592.5
2110000.0	154083.9	127759.0	185832.9
2120000.0	154220.9	127822.0	186071.8
2130000.0	154356.9	127884.5	186309.1
2140000.0	154491.9	127946.4	186544.8
2150000.0	154626.0	128007.9	186779.1
2160000.0	154759.1	128068.8	187011.7
2170000.0	154891.2	128129.2	187242.9
2180000.0	155022.4	128189.1	187472.6
2190000.0	155152.7	128248.6	187700.8
2200000.0	155282.0	128307.5	187927.5
2210000.0	155410.5	128366.0	188152.8
2220000.0	155538.0	128424.0	188376.6
2230000.0	155664.7	128481.5	188599.0
2240000.0	155790.4	128538.6	188820.0
2250000.0	155915.3	128595.2	189039.6
2260000.0	156039.3	128651.3	189257.8
2270000.0	156162.5	128707.0	189474.7
2280000.0	156284.8	128762.3	189690.2
2290000.0	156406.3	128817.1	189904.3
2300000.0	156527.0	128871.5	190117.1
2310000.0	156646.8	128925.5	190328.6
2320000.0	156765.8	128979.1	190538.8
2330000.0	156884.0	129032.2	190747.6
2340000.0	157001.4	129085.0	190955.2
2350000.0	157118.1	129137.3	191161.5
2360000.0	157233.9	129189.2	191366.6
2370000.0	157349.0	129240.8	191570.4
2380000.0	157463.3	129291.9	191773.0
2390000.0	157576.9	129342.7	191974.3
2400000.0	157689.7	129393.0	192174.4
2410000.0	157801.7	129443.0	192373.3
2420000.0	157913.1	129492.6	192571.0
2430000.0	158023.6	129541.9	192767.6
2440000.0	158133.5	129590.8	192962.9
2450000.0	158242.7	129639.3	193157.1
2460000.0	158351.2	129687.4	193350.2
2470000.0	158458.9	129735.2	193542.1
2480000.0	158566.0	129782.7	193732.8
2490000.0	158672.4	129829.8	193922.5
2500000.0	158778.1	129876.6	194111.0
2510000.0	158883.1	129923.0	194298.5
2520000.0	158987.4	129969.1	194484.8
2530000.0	159091.1	130014.8	194670.0
2540000.0	159194.2	130060.2	194854.2
2550000.0	159296.6	130105.3	195037.3
2560000.0	159398.3	130150.1	195219.4
2570000.0	159499.5	130194.6	195400.4
2580000.0	159599.9	130238.7	195580.4
2590000.0	159699.8	130282.6	195759.3
2600000.0	159799.1	130326.1	195937.3
2610000.0	159897.7	130369.3	196114.2
2620000.0	159995.7	130412.2	196290.1
2630000.0	160093.1	130454.9	196465.0
2640000.0	160190.0	130497.2	196638.9
2650000.0	160286.2	130539.2	196811.9
2660000.0	160381.9	130581.0	196983.9
2670000.0	160476.9	130622.4	197154.9
2680000.0	160571.4	130663.6	197325.0
2690000.0	160665.4	130704.5	197494.1
2700000.0	160758.7	130745.1	197662.3
2710000.0	160851.5	130785.4	197829.5
2720000.0	160943.8	130825.5	197995.8
2730000.0	161035.5	130865.3	198161.3
2740000.0	161126.7	130904.8	198325.8
2750000.0	161217.3	130944.1	198489.4
2760000.0	161307.4	130983.1	198652.1
2770000.0	161396.9	131021.8	198813.9
2780000.0	161486.0	131060.3	198974.9
2790000.0	161574.5	131098.6	199135.0
2800000.0	161662.5	131136.5	199294.2
2810000.0	161750.0	131174.3	199452.6
2820000.0	161836.9	131211.8	199610.1
2830000.0	161923.4	131249.0	199766.8
2840000.0	162009.4	131286.0	199922.6
2850000.0	162094.9	131322.8	200077.6
2860000.0	162179.9	131359.3	200231.8
2870000.0	162264.4	131395.6	200385.2
2880000.0	162348.4	131431.6	200537.7
2890000.0	162431.9	131467.4	200689.5
2900000.0	162515.0	131503.0	200840.5
2910000.0	162597.6	131538.4	200990.6
2920000.0	162679.8	131573.6	201140.0
2930000.0	162761.4	131608.5	201288.6
2940000.0	162842.7	131643.2	201436.4
2950000.0	162923.4	131677.7	201583.5
2960000.0	163003.8	131711.9	201729.8
2970000.0	163083.6	131746.0	201875.4
2980000.0	163163.1	131779.8	202020.2
2990000.0	163242.1	131813.5	202164.2
