gene-PSHA_RS00225	PSHA_RS00225	NC_007481.1	706
gene-PSHA_RS00230	PSHA_RS00230	NC_007481.1	90
gene-PSHA_RS00235	PSHA_RS00235	NC_007481.1	455
gene-PSHA_RS00240	PSHA_RS00240	NC_007481.1	457
gene-PSHA_RS00245	PSHA_RS00245	NC_007481.1	1705
gene-PSHA_RS00250	PSHA_RS00250	NC_007481.1	197
gene-PSHA_RS00255	PSHA_RS00255	NC_007481.1	442
gene-PSHA_RS00260	PSHA_RS00260	NC_007481.1	582
gene-PSHA_RS00265	PSHA_RS00265	NC_007481.1	203
gene-PSHA_RS00270	PSHA_RS00270	NC_007481.1	91
gene-PSHA_RS00275	PSHA_RS00275	NC_007481.1	485
gene-PSHA_RS00280	PSHA_RS00280	NC_007481.1	317
gene-PSHA_RS00285	PSHA_RS00285	NC_007481.1	171
gene-PSHA_RS00290	PSHA_RS00290	NC_007481.1	182
gene-PSHA_RS00295	PSHA_RS00295	NC_007481.1	110
gene-PSHA_RS00300	PSHA_RS00300	NC_007481.1	741
gene-PSHA_RS00305	PSHA_RS00305	NC_007481.1	419
gene-PSHA_RS00310	PSHA_RS00310	NC_007481.1	325
gene-PSHA_RS00315	PSHA_RS00315	NC_007481.1	5419
gene-PSHA_RS00320	PSHA_RS00320	NC_007481.1	187
gene-PSHA_RS00325	PSHA_RS00325	NC_007481.1	5
gene-PSHA_RS00330	PSHA_RS00330	NC_007481.1	217
gene-PSHA_RS00335	PSHA_RS00335	NC_007481.1	599
gene-PSHA_RS00340	PSHA_RS00340	NC_007481.1	1846
gene-PSHA_RS00345	PSHA_RS00345	NC_007481.1	188
gene-PSHA_RS00350	PSHA_RS00350	NC_007481.1	1889
gene-PSHA_RS00355	PSHA_RS00355	NC_007481.1	485
gene-PSHA_RS00360	PSHA_RS00360	NC_007481.1	236
gene-PSHA_RS00365	PSHA_RS00365	NC_007481.1	228
gene-PSHA_RS00370	folX	NC_007481.1	338
gene-PSHA_RS00375	folE	NC_007481.1	924
gene-PSHA_RS00380	folM	NC_007481.1	741
gene-PSHA_RS00385	nadE	NC_007481.1	1424
gene-PSHA_RS00390	PSHA_RS00390	NC_007481.1	610
gene-PSHA_RS00395	PSHA_RS00395	NC_007481.1	765
gene-PSHA_RS00400	PSHA_RS00400	NC_007481.1	5484
gene-PSHA_RS00405	PSHA_RS00405	NC_007481.1	410
gene-PSHA_RS00410	PSHA_RS00410	NC_007481.1	665
gene-PSHA_RS00415	PSHA_RS00415	NC_007481.1	2685
gene-PSHA_RS00420	PSHA_RS00420	NC_007481.1	401
gene-PSHA_RS00425	PSHA_RS00425	NC_007481.1	103
gene-PSHA_RS00430	PSHA_RS00430	NC_007481.1	78
gene-PSHA_RS00435	PSHA_RS00435	NC_007481.1	601
gene-PSHA_RS00445	PSHA_RS00445	NC_007481.1	148
gene-PSHA_RS00450	PSHA_RS00450	NC_007481.1	155
gene-PSHA_RS00455	PSHA_RS00455	NC_007481.1	346
gene-PSHA_RS00460	PSHA_RS00460	NC_007481.1	600
gene-PSHA_RS00465	PSHA_RS00465	NC_007481.1	425
gene-PSHA_RS00470	dapF	NC_007481.1	1282
gene-PSHA_RS00475	lysA	NC_007481.1	973
gene-PSHA_RS00480	PSHA_RS00480	NC_007481.1	292
gene-PSHA_RS00485	cyaY	NC_007481.1	558
gene-PSHA_RS00490	PSHA_RS00490	NC_007481.1	882
gene-PSHA_RS00495	PSHA_RS00495	NC_007481.1	1624
gene-PSHA_RS00500	hemC	NC_007481.1	2741
gene-PSHA_RS00505	PSHA_RS00505	NC_007481.1	2898
gene-PSHA_RS00510	PSHA_RS00510	NC_007481.1	986
gene-PSHA_RS00515	PSHA_RS00515	NC_007481.1	578
gene-PSHA_RS00520	add	NC_007481.1	1526
gene-PSHA_RS00525	PSHA_RS00525	NC_007481.1	213
gene-PSHA_RS00530	fre	NC_007481.1	2887
gene-PSHA_RS00535	ubiD	NC_007481.1	3381
gene-PSHA_RS00540	PSHA_RS00540	NC_007481.1	300
gene-PSHA_RS00545	PSHA_RS00545	NC_007481.1	299
gene-PSHA_RS00550	PSHA_RS00550	NC_007481.1	11167
gene-PSHA_RS00555	dbpA	NC_007481.1	2654
gene-PSHA_RS00560	PSHA_RS00560	NC_007481.1	612
gene-PSHA_RS00565	PSHA_RS00565	NC_007481.1	655
gene-PSHA_RS00570	rho	NC_007481.1	15490
gene-PSHA_RS00575	trxA	NC_007481.1	12522
gene-PSHA_RS00580	rhlB	NC_007481.1	2156
gene-PSHA_RS00585	gppA	NC_007481.1	1376
gene-PSHA_RS00590	PSHA_RS00590	NC_007481.1	0
gene-PSHA_RS00595	PSHA_RS00595	NC_007481.1	0
gene-PSHA_RS00600	rrf	NC_007481.1	0
gene-PSHA_RS00605	PSHA_RS00605	NC_007481.1	921
gene-PSHA_RS00610	uvrD	NC_007481.1	3191
gene-PSHA_RS00615	PSHA_RS00615	NC_007481.1	307
gene-PSHA_RS00620	PSHA_RS00620	NC_007481.1	471
gene-PSHA_RS00625	PSHA_RS00625	NC_007481.1	1636
gene-PSHA_RS00630	yrfG	NC_007481.1	392
gene-PSHA_RS00635	nudE	NC_007481.1	711
gene-PSHA_RS00640	cysQ	NC_007481.1	2618
gene-PSHA_RS00645	PSHA_RS00645	NC_007481.1	3765
gene-PSHA_RS00650	PSHA_RS00650	NC_007481.1	2783
gene-PSHA_RS00655	PSHA_RS00655	NC_007481.1	716
gene-PSHA_RS00660	PSHA_RS00660	NC_007481.1	96
gene-PSHA_RS00665	PSHA_RS00665	NC_007481.1	119
gene-PSHA_RS00670	PSHA_RS00670	NC_007481.1	841
gene-PSHA_RS00675	PSHA_RS00675	NC_007481.1	1116
gene-PSHA_RS00680	PSHA_RS00680	NC_007481.1	398
gene-PSHA_RS00685	PSHA_RS00685	NC_007481.1	75
gene-PSHA_RS00690	PSHA_RS00690	NC_007481.1	264
gene-PSHA_RS00695	PSHA_RS00695	NC_007481.1	204
gene-PSHA_RS00700	PSHA_RS00700	NC_007481.1	758
gene-PSHA_RS00705	PSHA_RS00705	NC_007481.1	48
gene-PSHA_RS00710	PSHA_RS00710	NC_007481.1	314
gene-PSHA_RS00715	PSHA_RS00715	NC_007481.1	210
gene-PSHA_RS00720	tesB	NC_007481.1	1996
gene-PSHA_RS00725	plsB	NC_007481.1	1582
gene-PSHA_RS00730	rpsJ	NC_007481.1	33113
gene-PSHA_RS00735	rplC	NC_007481.1	43595
gene-PSHA_RS00740	rplD	NC_007481.1	19516
gene-PSHA_RS00745	rplW	NC_007481.1	6654
gene-PSHA_RS00750	rplB	NC_007481.1	66285
gene-PSHA_RS00760	rplV	NC_007481.1	27848
gene-PSHA_RS00765	rpsC	NC_007481.1	38132
gene-PSHA_RS00770	rplP	NC_007481.1	19716
gene-PSHA_RS00775	rpmC	NC_007481.1	2529
gene-PSHA_RS00780	rpsQ	NC_007481.1	4781
gene-PSHA_RS00785	PSHA_RS00785	NC_007481.1	2568
gene-PSHA_RS00790	cysI	NC_007481.1	3318
gene-PSHA_RS00795	PSHA_RS00795	NC_007481.1	1574
gene-PSHA_RS00800	PSHA_RS00800	NC_007481.1	689
gene-PSHA_RS00805	PSHA_RS00805	NC_007481.1	207
gene-PSHA_RS00810	acnA	NC_007481.1	8277
gene-PSHA_RS00815	PSHA_RS00815	NC_007481.1	213
gene-PSHA_RS00820	PSHA_RS00820	NC_007481.1	677
gene-PSHA_RS00825	PSHA_RS00825	NC_007481.1	97
gene-PSHA_RS00830	ntrC	NC_007481.1	724
gene-PSHA_RS00835	glnL	NC_007481.1	1088
gene-PSHA_RS00840	PSHA_RS00840	NC_007481.1	222
gene-PSHA_RS00845	glnA	NC_007481.1	23466
gene-PSHA_RS00850	typA	NC_007481.1	29763
gene-PSHA_RS00855	PSHA_RS00855	NC_007481.1	208
gene-PSHA_RS00860	PSHA_RS00860	NC_007481.1	2178
gene-PSHA_RS00865	PSHA_RS00865	NC_007481.1	477
gene-PSHA_RS00870	dtd	NC_007481.1	303
gene-PSHA_RS00875	PSHA_RS00875	NC_007481.1	158
gene-PSHA_RS00880	PSHA_RS00880	NC_007481.1	1153
gene-PSHA_RS00885	PSHA_RS00885	NC_007481.1	5765
gene-PSHA_RS00890	PSHA_RS00890	NC_007481.1	332
gene-PSHA_RS00895	PSHA_RS00895	NC_007481.1	277
gene-PSHA_RS00900	PSHA_RS00900	NC_007481.1	153
gene-PSHA_RS00905	dapA	NC_007481.1	309
gene-PSHA_RS00910	PSHA_RS00910	NC_007481.1	403
gene-PSHA_RS00915	PSHA_RS00915	NC_007481.1	999
gene-PSHA_RS00920	PSHA_RS00920	NC_007481.1	118147
gene-PSHA_RS00925	acnB	NC_007481.1	25899
gene-PSHA_RS00930	PSHA_RS00930	NC_007481.1	464
gene-PSHA_RS00935	PSHA_RS00935	NC_007481.1	977
gene-PSHA_RS00940	PSHA_RS00940	NC_007481.1	350
gene-PSHA_RS00945	PSHA_RS00945	NC_007481.1	498
gene-PSHA_RS00950	glpD	NC_007481.1	243
gene-PSHA_RS00955	glpK	NC_007481.1	523
gene-PSHA_RS00960	PSHA_RS00960	NC_007481.1	4059
gene-PSHA_RS00965	PSHA_RS00965	NC_007481.1	1152
gene-PSHA_RS00970	PSHA_RS00970	NC_007481.1	1240
gene-PSHA_RS00975	PSHA_RS00975	NC_007481.1	3126
gene-PSHA_RS00980	astA	NC_007481.1	1490
gene-PSHA_RS00985	astD	NC_007481.1	4650
gene-PSHA_RS00990	PSHA_RS00990	NC_007481.1	508
gene-PSHA_RS00995	PSHA_RS00995	NC_007481.1	675
gene-PSHA_RS01000	speD	NC_007481.1	4602
gene-PSHA_RS01005	PSHA_RS01005	NC_007481.1	619
gene-PSHA_RS01010	PSHA_RS01010	NC_007481.1	106
gene-PSHA_RS01015	PSHA_RS01015	NC_007481.1	1195
gene-PSHA_RS01020	cysQ	NC_007481.1	1444
gene-PSHA_RS01025	cysC	NC_007481.1	603
gene-PSHA_RS01030	PSHA_RS01030	NC_007481.1	772
gene-PSHA_RS01035	cysN	NC_007481.1	1662
gene-PSHA_RS01040	cysD	NC_007481.1	965
gene-PSHA_RS01045	cysG	NC_007481.1	1056
gene-PSHA_RS01050	deoC	NC_007481.1	369
gene-PSHA_RS01055	PSHA_RS01055	NC_007481.1	141
gene-PSHA_RS01060	PSHA_RS01060	NC_007481.1	267
gene-PSHA_RS01065	secE	NC_007481.1	3601
gene-PSHA_RS01070	nusG	NC_007481.1	7089
gene-PSHA_RS01075	rplK	NC_007481.1	52394
gene-PSHA_RS01080	rplA	NC_007481.1	50199
gene-PSHA_RS01085	rplJ	NC_007481.1	89227
gene-PSHA_RS01090	rplL	NC_007481.1	41236
gene-PSHA_RS01095	rpoB	NC_007481.1	80840
gene-PSHA_RS01100	rpoC	NC_007481.1	82089
gene-PSHA_RS01105	rpsL	NC_007481.1	24686
gene-PSHA_RS01110	rpsG	NC_007481.1	21930
gene-PSHA_RS01115	fusA	NC_007481.1	114828
gene-PSHA_RS01120	tuf	NC_007481.1	93483
gene-PSHA_RS01125	PSHA_RS01125	NC_007481.1	6032
gene-PSHA_RS01130	hslO	NC_007481.1	4737
gene-PSHA_RS01135	hslR	NC_007481.1	804
gene-PSHA_RS01140	gspC	NC_007481.1	1062
gene-PSHA_RS01145	gspD	NC_007481.1	3350
gene-PSHA_RS01150	gspE	NC_007481.1	2302
gene-PSHA_RS01155	gspF	NC_007481.1	915
gene-PSHA_RS01160	gspG	NC_007481.1	1878
gene-PSHA_RS01165	gspH	NC_007481.1	519
gene-PSHA_RS01170	gspI	NC_007481.1	202
gene-PSHA_RS01175	gspJ	NC_007481.1	440
gene-PSHA_RS01180	gspK	NC_007481.1	451
gene-PSHA_RS01185	gspL	NC_007481.1	1530
gene-PSHA_RS01190	PSHA_RS01190	NC_007481.1	220
gene-PSHA_RS01195	PSHA_RS01195	NC_007481.1	781
gene-PSHA_RS01200	PSHA_RS01200	NC_007481.1	967
gene-PSHA_RS01205	PSHA_RS01205	NC_007481.1	267
gene-PSHA_RS01210	PSHA_RS01210	NC_007481.1	566
gene-PSHA_RS01215	ccoG	NC_007481.1	3623
gene-PSHA_RS01220	PSHA_RS01220	NC_007481.1	1358
gene-PSHA_RS01225	PSHA_RS01225	NC_007481.1	3231
gene-PSHA_RS01230	PSHA_RS01230	NC_007481.1	5897
gene-PSHA_RS01235	trmA	NC_007481.1	766
gene-PSHA_RS01240	PSHA_RS01240	NC_007481.1	157
gene-PSHA_RS01245	murI	NC_007481.1	506
gene-PSHA_RS01250	PSHA_RS01250	NC_007481.1	1381
gene-PSHA_RS01255	PSHA_RS01255	NC_007481.1	1
gene-PSHA_RS01260	PSHA_RS01260	NC_007481.1	0
gene-PSHA_RS01265	PSHA_RS01265	NC_007481.1	0
gene-PSHA_RS01270	PSHA_RS01270	NC_007481.1	0
gene-PSHA_RS01275	rrf	NC_007481.1	0
gene-PSHA_RS01280	rnk	NC_007481.1	2114
gene-PSHA_RS01285	groL	NC_007481.1	80651
gene-PSHA_RS01290	PSHA_RS01290	NC_007481.1	5835
gene-PSHA_RS01295	PSHA_RS01295	NC_007481.1	1234
gene-PSHA_RS01300	PSHA_RS01300	NC_007481.1	158
gene-PSHA_RS01305	PSHA_RS01305	NC_007481.1	1703
gene-PSHA_RS01310	aroQ	NC_007481.1	3936
gene-PSHA_RS01315	accB	NC_007481.1	6742
gene-PSHA_RS01320	accC	NC_007481.1	20943
gene-PSHA_RS01325	tsaE	NC_007481.1	791
gene-PSHA_RS01330	PSHA_RS01330	NC_007481.1	1369
gene-PSHA_RS01335	mutL	NC_007481.1	1866
gene-PSHA_RS01340	miaA	NC_007481.1	2578
gene-PSHA_RS01345	hfq	NC_007481.1	1578
gene-PSHA_RS01350	hflX	NC_007481.1	6735
gene-PSHA_RS01355	hflK	NC_007481.1	6779
gene-PSHA_RS01360	hflC	NC_007481.1	3105
gene-PSHA_RS01365	PSHA_RS01365	NC_007481.1	17791
gene-PSHA_RS01370	PSHA_RS01370	NC_007481.1	948
gene-PSHA_RS01375	PSHA_RS01375	NC_007481.1	2008
gene-PSHA_RS01380	proB	NC_007481.1	1824
gene-PSHA_RS01385	PSHA_RS01385	NC_007481.1	1672
gene-PSHA_RS01395	PSHA_RS01395	NC_007481.1	1009
gene-PSHA_RS01400	PSHA_RS01400	NC_007481.1	133
gene-PSHA_RS01405	PSHA_RS01405	NC_007481.1	596
gene-PSHA_RS01410	PSHA_RS01410	NC_007481.1	117
gene-PSHA_RS01415	PSHA_RS01415	NC_007481.1	4314
gene-PSHA_RS01420	PSHA_RS01420	NC_007481.1	6942
gene-PSHA_RS01425	PSHA_RS01425	NC_007481.1	1156
gene-PSHA_RS01430	PSHA_RS01430	NC_007481.1	2080
gene-PSHA_RS01435	PSHA_RS01435	NC_007481.1	145
gene-PSHA_RS01440	PSHA_RS01440	NC_007481.1	792
gene-PSHA_RS01445	PSHA_RS01445	NC_007481.1	562
gene-PSHA_RS01450	PSHA_RS01450	NC_007481.1	1393
gene-PSHA_RS01455	PSHA_RS01455	NC_007481.1	1705
gene-PSHA_RS01460	PSHA_RS01460	NC_007481.1	303
gene-PSHA_RS01465	PSHA_RS01465	NC_007481.1	666
gene-PSHA_RS01470	PSHA_RS01470	NC_007481.1	1015
gene-PSHA_RS01475	PSHA_RS01475	NC_007481.1	418
gene-PSHA_RS01480	rlmJ	NC_007481.1	798
gene-PSHA_RS01485	PSHA_RS01485	NC_007481.1	19132
gene-PSHA_RS01490	PSHA_RS01490	NC_007481.1	4040
gene-PSHA_RS01495	PSHA_RS01495	NC_007481.1	240
gene-PSHA_RS01500	PSHA_RS01500	NC_007481.1	567
gene-PSHA_RS01505	PSHA_RS01505	NC_007481.1	42
gene-PSHA_RS01510	PSHA_RS01510	NC_007481.1	82
gene-PSHA_RS01515	PSHA_RS01515	NC_007481.1	303
gene-PSHA_RS01520	PSHA_RS01520	NC_007481.1	211
gene-PSHA_RS01525	PSHA_RS01525	NC_007481.1	2683
gene-PSHA_RS01530	PSHA_RS01530	NC_007481.1	887
gene-PSHA_RS01535	pstA	NC_007481.1	516
gene-PSHA_RS01540	pstB	NC_007481.1	625
gene-PSHA_RS01545	phoU	NC_007481.1	630
gene-PSHA_RS01550	PSHA_RS01550	NC_007481.1	2697
gene-PSHA_RS01555	PSHA_RS01555	NC_007481.1	3015
gene-PSHA_RS01560	PSHA_RS01560	NC_007481.1	418
gene-PSHA_RS01565	PSHA_RS01565	NC_007481.1	26
gene-PSHA_RS01570	PSHA_RS01570	NC_007481.1	1992
gene-PSHA_RS01575	queA	NC_007481.1	1557
gene-PSHA_RS01580	tgt	NC_007481.1	6601
gene-PSHA_RS01585	yajC	NC_007481.1	1329
gene-PSHA_RS01590	secD	NC_007481.1	6831
gene-PSHA_RS01595	secF	NC_007481.1	1573
gene-PSHA_RS01600	suhB	NC_007481.1	7433
gene-PSHA_RS01605	PSHA_RS01605	NC_007481.1	159
gene-PSHA_RS01610	PSHA_RS01610	NC_007481.1	4818
gene-PSHA_RS01620	PSHA_RS01620	NC_007481.1	654
gene-PSHA_RS01625	PSHA_RS01625	NC_007481.1	370
gene-PSHA_RS01630	PSHA_RS01630	NC_007481.1	1052
gene-PSHA_RS01640	PSHA_RS01640	NC_007481.1	260
gene-PSHA_RS01645	PSHA_RS01645	NC_007481.1	233
gene-PSHA_RS01650	PSHA_RS01650	NC_007481.1	88
gene-PSHA_RS01655	PSHA_RS01655	NC_007481.1	478
gene-PSHA_RS01660	PSHA_RS01660	NC_007481.1	1630
gene-PSHA_RS01665	PSHA_RS01665	NC_007481.1	296
gene-PSHA_RS01670	PSHA_RS01670	NC_007481.1	38
gene-PSHA_RS01675	PSHA_RS01675	NC_007481.1	3481
gene-PSHA_RS01680	PSHA_RS01680	NC_007481.1	1381
gene-PSHA_RS01685	PSHA_RS01685	NC_007481.1	1420
gene-PSHA_RS01690	purD	NC_007481.1	3681
gene-PSHA_RS01695	PSHA_RS01695	NC_007481.1	2288
gene-PSHA_RS01700	purH	NC_007481.1	7021
gene-PSHA_RS01705	fis	NC_007481.1	3942
gene-PSHA_RS01710	dusB	NC_007481.1	9841
gene-PSHA_RS01715	prmA	NC_007481.1	1421
gene-PSHA_RS01720	rpoD	NC_007481.1	29140
gene-PSHA_RS01725	dnaG	NC_007481.1	1141
gene-PSHA_RS01730	PSHA_RS01730	NC_007481.1	24049
gene-PSHA_RS01735	rpsU	NC_007481.1	8468
gene-PSHA_RS01740	rsmD	NC_007481.1	1223
gene-PSHA_RS01755	ftsE	NC_007481.1	623
gene-PSHA_RS01760	ftsX	NC_007481.1	468
gene-PSHA_RS01765	rpoH	NC_007481.1	25484
gene-PSHA_RS01775	PSHA_RS01775	NC_007481.1	703
gene-PSHA_RS01780	PSHA_RS01780	NC_007481.1	44
gene-PSHA_RS01785	gorA	NC_007481.1	4406
gene-PSHA_RS01790	prlC	NC_007481.1	5018
gene-PSHA_RS01795	PSHA_RS01795	NC_007481.1	1004
gene-PSHA_RS01800	PSHA_RS01800	NC_007481.1	79
gene-PSHA_RS01805	PSHA_RS01805	NC_007481.1	122
gene-PSHA_RS01810	PSHA_RS01810	NC_007481.1	486
gene-PSHA_RS01815	gpmM	NC_007481.1	6071
gene-PSHA_RS01820	PSHA_RS01820	NC_007481.1	1568
gene-PSHA_RS01825	grxC	NC_007481.1	1588
gene-PSHA_RS01830	secB	NC_007481.1	2900
gene-PSHA_RS01835	gpsA	NC_007481.1	2943
gene-PSHA_RS01840	trmL	NC_007481.1	275
gene-PSHA_RS01845	PSHA_RS01845	NC_007481.1	362
gene-PSHA_RS01850	PSHA_RS01850	NC_007481.1	981
gene-PSHA_RS01855	PSHA_RS01855	NC_007481.1	565
gene-PSHA_RS01860	PSHA_RS01860	NC_007481.1	831
gene-PSHA_RS01865	PSHA_RS01865	NC_007481.1	8442
gene-PSHA_RS01870	yacG	NC_007481.1	721
gene-PSHA_RS01875	pilB	NC_007481.1	2861
gene-PSHA_RS01880	coaE	NC_007481.1	471
gene-PSHA_RS01885	PSHA_RS01885	NC_007481.1	781
gene-PSHA_RS01890	PSHA_RS01890	NC_007481.1	1278
gene-PSHA_RS01895	PSHA_RS01895	NC_007481.1	102
gene-PSHA_RS01900	PSHA_RS01900	NC_007481.1	433
gene-PSHA_RS01905	PSHA_RS01905	NC_007481.1	8627
gene-PSHA_RS01910	nadC	NC_007481.1	3218
gene-PSHA_RS01915	ampD	NC_007481.1	405
gene-PSHA_RS01920	ampE	NC_007481.1	703
gene-PSHA_RS01925	pdhR	NC_007481.1	4825
gene-PSHA_RS01930	aceE	NC_007481.1	15990
gene-PSHA_RS01935	aceF	NC_007481.1	10972
gene-PSHA_RS01940	lpdA	NC_007481.1	20293
gene-PSHA_RS01945	PSHA_RS01945	NC_007481.1	251
gene-PSHA_RS01950	PSHA_RS01950	NC_007481.1	449
gene-PSHA_RS01960	PSHA_RS01960	NC_007481.1	737
gene-PSHA_RS01965	PSHA_RS01965	NC_007481.1	1315
gene-PSHA_RS01970	PSHA_RS01970	NC_007481.1	9106
gene-PSHA_RS01980	PSHA_RS01980	NC_007481.1	1745
gene-PSHA_RS01985	PSHA_RS01985	NC_007481.1	3647
gene-PSHA_RS01990	PSHA_RS01990	NC_007481.1	3942
gene-PSHA_RS02010	PSHA_RS02010	NC_007481.1	931
gene-PSHA_RS02020	PSHA_RS02020	NC_007481.1	38
gene-PSHA_RS02025	tnpB	NC_007481.1	4
gene-PSHA_RS02030	PSHA_RS02030	NC_007481.1	381
gene-PSHA_RS02035	PSHA_RS02035	NC_007481.1	53
gene-PSHA_RS02040	PSHA_RS02040	NC_007481.1	697
gene-PSHA_RS02060	PSHA_RS02060	NC_007481.1	979
gene-PSHA_RS02065	PSHA_RS02065	NC_007481.1	229
gene-PSHA_RS02070	PSHA_RS02070	NC_007481.1	390
gene-PSHA_RS02075	PSHA_RS02075	NC_007481.1	75
gene-PSHA_RS02080	PSHA_RS02080	NC_007481.1	27
gene-PSHA_RS02085	PSHA_RS02085	NC_007481.1	387
gene-PSHA_RS02090	PSHA_RS02090	NC_007481.1	300
gene-PSHA_RS02095	PSHA_RS02095	NC_007481.1	373
gene-PSHA_RS02100	PSHA_RS02100	NC_007481.1	137
gene-PSHA_RS02105	PSHA_RS02105	NC_007481.1	199
gene-PSHA_RS02110	PSHA_RS02110	NC_007481.1	225
gene-PSHA_RS02115	PSHA_RS02115	NC_007481.1	77
gene-PSHA_RS02120	PSHA_RS02120	NC_007481.1	194
gene-PSHA_RS02125	PSHA_RS02125	NC_007481.1	161
gene-PSHA_RS02130	PSHA_RS02130	NC_007481.1	178
gene-PSHA_RS02135	PSHA_RS02135	NC_007481.1	271
gene-PSHA_RS02140	PSHA_RS02140	NC_007481.1	19
gene-PSHA_RS02145	PSHA_RS02145	NC_007481.1	339
gene-PSHA_RS02150	PSHA_RS02150	NC_007481.1	118
gene-PSHA_RS02155	PSHA_RS02155	NC_007481.1	191
gene-PSHA_RS02160	PSHA_RS02160	NC_007481.1	4730
gene-PSHA_RS02165	PSHA_RS02165	NC_007481.1	351
gene-PSHA_RS02170	mutM	NC_007481.1	410
gene-PSHA_RS02175	PSHA_RS02175	NC_007481.1	213
gene-PSHA_RS02180	PSHA_RS02180	NC_007481.1	483
gene-PSHA_RS02185	PSHA_RS02185	NC_007481.1	407
gene-PSHA_RS02190	PSHA_RS02190	NC_007481.1	491
gene-PSHA_RS02195	PSHA_RS02195	NC_007481.1	46
gene-PSHA_RS02200	PSHA_RS02200	NC_007481.1	2341
gene-PSHA_RS02205	PSHA_RS02205	NC_007481.1	3420
gene-PSHA_RS02210	PSHA_RS02210	NC_007481.1	140
gene-PSHA_RS02215	PSHA_RS02215	NC_007481.1	325
gene-PSHA_RS02220	PSHA_RS02220	NC_007481.1	182
gene-PSHA_RS02225	PSHA_RS02225	NC_007481.1	66
gene-PSHA_RS02230	PSHA_RS02230	NC_007481.1	835
gene-PSHA_RS02235	PSHA_RS02235	NC_007481.1	47
gene-PSHA_RS02240	PSHA_RS02240	NC_007481.1	255
gene-PSHA_RS02245	PSHA_RS02245	NC_007481.1	3450
gene-PSHA_RS02250	PSHA_RS02250	NC_007481.1	919
gene-PSHA_RS02255	PSHA_RS02255	NC_007481.1	1130
gene-PSHA_RS02260	wecB	NC_007481.1	1015
gene-PSHA_RS02265	rsuA	NC_007481.1	804
gene-PSHA_RS02270	PSHA_RS02270	NC_007481.1	264
gene-PSHA_RS02275	galE	NC_007481.1	2648
gene-PSHA_RS02280	PSHA_RS02280	NC_007481.1	5160
gene-PSHA_RS02285	PSHA_RS02285	NC_007481.1	572
gene-PSHA_RS02290	PSHA_RS02290	NC_007481.1	895
gene-PSHA_RS02295	epmB	NC_007481.1	578
gene-PSHA_RS02300	efp	NC_007481.1	3551
