feature	count
ENSMUSG00000001909	0
ENSMUSG00000001910	0
ENSMUSG00000001911	0
ENSMUSG00000001918	0
ENSMUSG00000001924	0
ENSMUSG00000001930	0
ENSMUSG00000001942	0
ENSMUSG00000001943	0
ENSMUSG00000001946	0
ENSMUSG00000001948	0
ENSMUSG00000001962	0
ENSMUSG00000001964	0
ENSMUSG00000001983	0
ENSMUSG00000001985	0
ENSMUSG00000001986	0
ENSMUSG00000001988	0
ENSMUSG00000001995	0
ENSMUSG00000001998	0
ENSMUSG00000001999	0
ENSMUSG00000002006	0
ENSMUSG00000002007	0
ENSMUSG00000002010	0
ENSMUSG00000002012	0
ENSMUSG00000002014	0
ENSMUSG00000002015	0
ENSMUSG00000002017	0
ENSMUSG00000002020	0
ENSMUSG00000002028	0
ENSMUSG00000002031	0
ENSMUSG00000002032	0
ENSMUSG00000002033	0
ENSMUSG00000002043	0
ENSMUSG00000002052	0
ENSMUSG00000002055	0
ENSMUSG00000002057	0
ENSMUSG00000002058	0
ENSMUSG00000002059	0
ENSMUSG00000002064	0
ENSMUSG00000002068	0
ENSMUSG00000002076	0
ENSMUSG00000002083	0
ENSMUSG00000002100	0
ENSMUSG00000002102	0
ENSMUSG00000002103	0
ENSMUSG00000002104	0
ENSMUSG00000002105	0
ENSMUSG00000002107	0
ENSMUSG00000002108	0
ENSMUSG00000002109	0
ENSMUSG00000002111	0
ENSMUSG00000002129	0
ENSMUSG00000002147	0
ENSMUSG00000002190	0
ENSMUSG00000002204	0
ENSMUSG00000002205	0
ENSMUSG00000002210	0
ENSMUSG00000002221	0
ENSMUSG00000002222	0
ENSMUSG00000002227	0
ENSMUSG00000002228	0
ENSMUSG00000002233	0
ENSMUSG00000002240	0
ENSMUSG00000002249	0
ENSMUSG00000002250	0
ENSMUSG00000002257	0
ENSMUSG00000002265	0
ENSMUSG00000002266	0
ENSMUSG00000002274	0
ENSMUSG00000002279	0
ENSMUSG00000002280	0
ENSMUSG00000002289	0
ENSMUSG00000002297	0
ENSMUSG00000002307	0
ENSMUSG00000002308	0
ENSMUSG00000002319	0
ENSMUSG00000002320	0
ENSMUSG00000002324	0
ENSMUSG00000002325	0
ENSMUSG00000002326	0
ENSMUSG00000002329	0
ENSMUSG00000002332	0
ENSMUSG00000002341	0
ENSMUSG00000002342	0
ENSMUSG00000002343	0
ENSMUSG00000002345	0
ENSMUSG00000002346	0
ENSMUSG00000002365	0
ENSMUSG00000002372	0
ENSMUSG00000002379	0
ENSMUSG00000002384	0
ENSMUSG00000002393	0
ENSMUSG00000002395	0
ENSMUSG00000002396	0
ENSMUSG00000002409	0
ENSMUSG00000002413	0
ENSMUSG00000002416	0
ENSMUSG00000002428	0
ENSMUSG00000002455	0
ENSMUSG00000002458	0
ENSMUSG00000002459	0
ENSMUSG00000002475	0
ENSMUSG00000002477	0
ENSMUSG00000002486	0
ENSMUSG00000002489	0
ENSMUSG00000002496	0
ENSMUSG00000002500	0
ENSMUSG00000002504	0
ENSMUSG00000002524	0
ENSMUSG00000002546	0
ENSMUSG00000002550	0
ENSMUSG00000002565	0
ENSMUSG00000002578	0
ENSMUSG00000002580	0
ENSMUSG00000002588	0
ENSMUSG00000002602	0
ENSMUSG00000002603	0
ENSMUSG00000002608	0
ENSMUSG00000002617	0
ENSMUSG00000002625	0
ENSMUSG00000002633	0
ENSMUSG00000002635	0
ENSMUSG00000002658	0
ENSMUSG00000002660	0
ENSMUSG00000002661	0
ENSMUSG00000002664	0
ENSMUSG00000002668	0
ENSMUSG00000002679	0
ENSMUSG00000002688	0
ENSMUSG00000002699	0
ENSMUSG00000002718	0
ENSMUSG00000002728	0
ENSMUSG00000002731	0
ENSMUSG00000002732	0
ENSMUSG00000002733	0
ENSMUSG00000002741	0
ENSMUSG00000002748	0
ENSMUSG00000002763	0
ENSMUSG00000002767	0
ENSMUSG00000002768	0
ENSMUSG00000002769	0
ENSMUSG00000002771	0
ENSMUSG00000002778	0
ENSMUSG00000002781	0
ENSMUSG00000002791	0
ENSMUSG00000002797	0
ENSMUSG00000002799	0
ENSMUSG00000002803	0
ENSMUSG00000002804	0
ENSMUSG00000002808	0
ENSMUSG00000002812	0
ENSMUSG00000002814	0
ENSMUSG00000002820	0
ENSMUSG00000002825	0
ENSMUSG00000002831	0
ENSMUSG00000002833	0
ENSMUSG00000002835	0
ENSMUSG00000002844	0
ENSMUSG00000002845	0
ENSMUSG00000002846	0
ENSMUSG00000002847	0
ENSMUSG00000002870	0
ENSMUSG00000002871	0
ENSMUSG00000002881	0
ENSMUSG00000002885	0
ENSMUSG00000002897	0
ENSMUSG00000002900	0
ENSMUSG00000002908	0
ENSMUSG00000002910	0
ENSMUSG00000002930	0
ENSMUSG00000002944	0
ENSMUSG00000002948	0
ENSMUSG00000002949	0
ENSMUSG00000002957	0
ENSMUSG00000002963	0
ENSMUSG00000002968	0
ENSMUSG00000002980	0
ENSMUSG00000002981	0
ENSMUSG00000002983	0
ENSMUSG00000002984	0
ENSMUSG00000002985	0
ENSMUSG00000002992	0
ENSMUSG00000002996	0
ENSMUSG00000002997	0
ENSMUSG00000003031	0
ENSMUSG00000003032	0
ENSMUSG00000003033	0
ENSMUSG00000003037	0
ENSMUSG00000003038	0
ENSMUSG00000003039	0
ENSMUSG00000003051	0
ENSMUSG00000003053	0
ENSMUSG00000003062	0
ENSMUSG00000003068	0
ENSMUSG00000003070	0
ENSMUSG00000003072	0
ENSMUSG00000003099	0
ENSMUSG00000003119	0
ENSMUSG00000003123	0
ENSMUSG00000003131	0
ENSMUSG00000003134	0
ENSMUSG00000003135	0
ENSMUSG00000003153	0
ENSMUSG00000003154	0
ENSMUSG00000003161	0
ENSMUSG00000003166	0
ENSMUSG00000003184	0
ENSMUSG00000003190	0
ENSMUSG00000003198	0
ENSMUSG00000003199	0
ENSMUSG00000003200	0
ENSMUSG00000003206	0
ENSMUSG00000003208	0
ENSMUSG00000003226	0
ENSMUSG00000003227	0
ENSMUSG00000003228	0
ENSMUSG00000003233	0
ENSMUSG00000003234	0
ENSMUSG00000003235	0
ENSMUSG00000003269	0
ENSMUSG00000003271	0
ENSMUSG00000003273	0
ENSMUSG00000003279	0
ENSMUSG00000003282	0
ENSMUSG00000003283	0
ENSMUSG00000003299	0
ENSMUSG00000003308	0
ENSMUSG00000003309	0
ENSMUSG00000003316	0
ENSMUSG00000003341	0
ENSMUSG00000003344	0
ENSMUSG00000003345	0
ENSMUSG00000003346	0
ENSMUSG00000003348	0
ENSMUSG00000003352	0
ENSMUSG00000003354	0
ENSMUSG00000003355	0
ENSMUSG00000003360	0
ENSMUSG00000003363	0
ENSMUSG00000003378	0
ENSMUSG00000003379	0
ENSMUSG00000003380	0
ENSMUSG00000003382	0
ENSMUSG00000003402	0
ENSMUSG00000003410	0
ENSMUSG00000003411	0
ENSMUSG00000003418	0
ENSMUSG00000003420	0
ENSMUSG00000003421	0
ENSMUSG00000003423	0
ENSMUSG00000003429	0
ENSMUSG00000003435	0
ENSMUSG00000003436	0
ENSMUSG00000003437	0
ENSMUSG00000003438	0
ENSMUSG00000003444	0
ENSMUSG00000003452	0
ENSMUSG00000003458	0
ENSMUSG00000003464	0
ENSMUSG00000003469	0
ENSMUSG00000003476	0
ENSMUSG00000003477	0
ENSMUSG00000003484	0
ENSMUSG00000003500	0
ENSMUSG00000003505	0
ENSMUSG00000003518	0
ENSMUSG00000003526	0
ENSMUSG00000003527	0
ENSMUSG00000003528	0
ENSMUSG00000003531	0
ENSMUSG00000003534	0
ENSMUSG00000003541	0
ENSMUSG00000003545	0
ENSMUSG00000003546	0
ENSMUSG00000003549	0
ENSMUSG00000003555	0
ENSMUSG00000003559	0
ENSMUSG00000003573	0
ENSMUSG00000003575	0
ENSMUSG00000003581	0
ENSMUSG00000003585	0
ENSMUSG00000003604	0
ENSMUSG00000003617	0
ENSMUSG00000003623	0
ENSMUSG00000003644	0
ENSMUSG00000003657	0
ENSMUSG00000003660	0
ENSMUSG00000003662	0
ENSMUSG00000003665	0
ENSMUSG00000003680	0
ENSMUSG00000003721	0
ENSMUSG00000003731	0
ENSMUSG00000003746	0
ENSMUSG00000003752	0
ENSMUSG00000003762	0
ENSMUSG00000003778	0
ENSMUSG00000003779	0
ENSMUSG00000003808	0
ENSMUSG00000003809	0
ENSMUSG00000003810	0
ENSMUSG00000003812	0
ENSMUSG00000003813	0
ENSMUSG00000003814	0
ENSMUSG00000003824	0
ENSMUSG00000003847	0
ENSMUSG00000003848	0
ENSMUSG00000003849	0
ENSMUSG00000003863	0
ENSMUSG00000003865	0
ENSMUSG00000003868	0
ENSMUSG00000003872	0
ENSMUSG00000003873	0
ENSMUSG00000003882	0
ENSMUSG00000003923	0
ENSMUSG00000003929	0
ENSMUSG00000003934	0
ENSMUSG00000003948	0
ENSMUSG00000003949	0
ENSMUSG00000003955	0
ENSMUSG00000003970	0
ENSMUSG00000003974	0
ENSMUSG00000003992	0
ENSMUSG00000004018	0
ENSMUSG00000004031	0
ENSMUSG00000004032	0
ENSMUSG00000004035	0
ENSMUSG00000004038	0
ENSMUSG00000004040	0
ENSMUSG00000004043	0
ENSMUSG00000004044	0
ENSMUSG00000004054	0
ENSMUSG00000004056	0
ENSMUSG00000004069	0
ENSMUSG00000004070	0
ENSMUSG00000004071	0
ENSMUSG00000004085	0
ENSMUSG00000004096	0
ENSMUSG00000004098	0
ENSMUSG00000004099	0
ENSMUSG00000004100	0
ENSMUSG00000004105	0
ENSMUSG00000004110	0
ENSMUSG00000004113	0
ENSMUSG00000004127	0
ENSMUSG00000004151	0
ENSMUSG00000004187	0
ENSMUSG00000004207	0
ENSMUSG00000004221	0
ENSMUSG00000004231	0
ENSMUSG00000004233	0
ENSMUSG00000004263	0
ENSMUSG00000004264	0
ENSMUSG00000004266	0
ENSMUSG00000004267	0
ENSMUSG00000004268	0
ENSMUSG00000004270	0
ENSMUSG00000004285	0
ENSMUSG00000004296	0
ENSMUSG00000004317	0
ENSMUSG00000004319	0
ENSMUSG00000004328	0
ENSMUSG00000004341	0
ENSMUSG00000004344	0
ENSMUSG00000004347	0
ENSMUSG00000004356	0
ENSMUSG00000004359	0
ENSMUSG00000004360	0
ENSMUSG00000004364	0
ENSMUSG00000004366	0
ENSMUSG00000004371	0
ENSMUSG00000004383	0
ENSMUSG00000004393	0
ENSMUSG00000004394	0
ENSMUSG00000004415	0
ENSMUSG00000004446	0
ENSMUSG00000004451	0
ENSMUSG00000004455	0
ENSMUSG00000004460	0
ENSMUSG00000004462	0
ENSMUSG00000004473	0
ENSMUSG00000004500	0
ENSMUSG00000004508	0
ENSMUSG00000004530	0
ENSMUSG00000004535	0
ENSMUSG00000004540	0
ENSMUSG00000004542	0
ENSMUSG00000004552	0
ENSMUSG00000004558	0
ENSMUSG00000004561	0
ENSMUSG00000004562	0
ENSMUSG00000004565	0
ENSMUSG00000004567	0
ENSMUSG00000004568	0
ENSMUSG00000004591	0
ENSMUSG00000004609	0
ENSMUSG00000004610	0
ENSMUSG00000004612	0
ENSMUSG00000004613	0
ENSMUSG00000004626	0
ENSMUSG00000004630	0
ENSMUSG00000004631	0
ENSMUSG00000004633	0
ENSMUSG00000004637	0
ENSMUSG00000004642	0
ENSMUSG00000004651	0
ENSMUSG00000004654	0
ENSMUSG00000004655	0
ENSMUSG00000004661	0
ENSMUSG00000004665	0
ENSMUSG00000004667	0
ENSMUSG00000004668	0
ENSMUSG00000004677	0
ENSMUSG00000004698	0
ENSMUSG00000004707	0
ENSMUSG00000004709	0
ENSMUSG00000004730	0
ENSMUSG00000004748	0
ENSMUSG00000004768	0
ENSMUSG00000004771	0
ENSMUSG00000004788	0
ENSMUSG00000004789	0
ENSMUSG00000004791	0
ENSMUSG00000004798	0
ENSMUSG00000004814	0
ENSMUSG00000004815	0
ENSMUSG00000004821	0
ENSMUSG00000004837	0
ENSMUSG00000004842	0
ENSMUSG00000004843	0
ENSMUSG00000004846	0
ENSMUSG00000004849	0
ENSMUSG00000004864	0
ENSMUSG00000004865	0
ENSMUSG00000004872	0
ENSMUSG00000004880	0
ENSMUSG00000004885	0
ENSMUSG00000004891	0
ENSMUSG00000004892	0
ENSMUSG00000004894	0
ENSMUSG00000004895	0
ENSMUSG00000004896	0
ENSMUSG00000004897	0
ENSMUSG00000004902	0
ENSMUSG00000004929	0
ENSMUSG00000004931	0
ENSMUSG00000004933	0
ENSMUSG00000004934	0
ENSMUSG00000004936	0
ENSMUSG00000004937	0
ENSMUSG00000004939	0
ENSMUSG00000004945	0
ENSMUSG00000004947	0
ENSMUSG00000004948	0
ENSMUSG00000004951	0
ENSMUSG00000004952	0
ENSMUSG00000004961	0
ENSMUSG00000004980	0
ENSMUSG00000004988	0
ENSMUSG00000004994	0
ENSMUSG00000004996	0
ENSMUSG00000005034	0
ENSMUSG00000005043	0
ENSMUSG00000005045	0
ENSMUSG00000005054	0
ENSMUSG00000005057	0
ENSMUSG00000005069	0
ENSMUSG00000005078	0
ENSMUSG00000005087	0
ENSMUSG00000005089	0
ENSMUSG00000005102	0
ENSMUSG00000005103	0
ENSMUSG00000005107	0
ENSMUSG00000005124	0
ENSMUSG00000005125	0
ENSMUSG00000005131	0
ENSMUSG00000005142	0
ENSMUSG00000005148	0
ENSMUSG00000005150	0
ENSMUSG00000005161	0
ENSMUSG00000005198	0
ENSMUSG00000005202	0
ENSMUSG00000005204	0
ENSMUSG00000005220	0
ENSMUSG00000005225	0
ENSMUSG00000005232	0
ENSMUSG00000005233	0
ENSMUSG00000005237	0
ENSMUSG00000005251	0
ENSMUSG00000005262	0
ENSMUSG00000005267	0
ENSMUSG00000005268	0
ENSMUSG00000005299	0
ENSMUSG00000005312	0
ENSMUSG00000005320	0
ENSMUSG00000005338	0
ENSMUSG00000005339	0
ENSMUSG00000005354	0
ENSMUSG00000005355	0
ENSMUSG00000005357	0
ENSMUSG00000005360	0
ENSMUSG00000005362	0
ENSMUSG00000005364	0
ENSMUSG00000005370	0
ENSMUSG00000005371	0
ENSMUSG00000005373	0
ENSMUSG00000005374	0
ENSMUSG00000005378	0
ENSMUSG00000005397	0
ENSMUSG00000005410	0
ENSMUSG00000005413	0
ENSMUSG00000005417	0
ENSMUSG00000005442	0
ENSMUSG00000005447	0
ENSMUSG00000005465	0
ENSMUSG00000005469	0
ENSMUSG00000005470	0
ENSMUSG00000005474	0
ENSMUSG00000005481	0
ENSMUSG00000005483	0
ENSMUSG00000005493	0
ENSMUSG00000005501	0
ENSMUSG00000005503	0
ENSMUSG00000005505	0
ENSMUSG00000005506	0
ENSMUSG00000005510	0
ENSMUSG00000005514	0
ENSMUSG00000005533	0
ENSMUSG00000005534	0
ENSMUSG00000005540	0
ENSMUSG00000005547	0
ENSMUSG00000005553	0
ENSMUSG00000005566	0
ENSMUSG00000005575	0
ENSMUSG00000005580	0
ENSMUSG00000005583	0
ENSMUSG00000005609	0
ENSMUSG00000005610	0
ENSMUSG00000005611	0
ENSMUSG00000005615	0
ENSMUSG00000005621	0
ENSMUSG00000005625	0
ENSMUSG00000005628	0
ENSMUSG00000005640	0
ENSMUSG00000005649	0
ENSMUSG00000005656	0
ENSMUSG00000005667	0
ENSMUSG00000005672	0
ENSMUSG00000005674	0
ENSMUSG00000005677	0
ENSMUSG00000005681	0
ENSMUSG00000005682	0
ENSMUSG00000005683	0
ENSMUSG00000005686	0
ENSMUSG00000005687	0
ENSMUSG00000005696	0
ENSMUSG00000005698	0
ENSMUSG00000005699	0
ENSMUSG00000005705	0
ENSMUSG00000005716	0
ENSMUSG00000005718	0
ENSMUSG00000005732	0
ENSMUSG00000005763	0
ENSMUSG00000005774	0
ENSMUSG00000005779	0
ENSMUSG00000005800	0
ENSMUSG00000005802	0
ENSMUSG00000005803	0
ENSMUSG00000005804	0
ENSMUSG00000005813	0
ENSMUSG00000005823	0
ENSMUSG00000005824	0
ENSMUSG00000005836	0
ENSMUSG00000005846	0
ENSMUSG00000005864	0
ENSMUSG00000005871	0
ENSMUSG00000005873	0
ENSMUSG00000005881	0
ENSMUSG00000005882	0
ENSMUSG00000005883	0
ENSMUSG00000005886	0
ENSMUSG00000005891	0
ENSMUSG00000005892	0
ENSMUSG00000005893	0
ENSMUSG00000005897	0
ENSMUSG00000005899	0
ENSMUSG00000005907	0
ENSMUSG00000005917	0
ENSMUSG00000005936	0
ENSMUSG00000005947	0
ENSMUSG00000005949	0
ENSMUSG00000005950	0
ENSMUSG00000005951	0
ENSMUSG00000005952	0
ENSMUSG00000005958	0
ENSMUSG00000005968	0
ENSMUSG00000005973	0
ENSMUSG00000005980	0
ENSMUSG00000005981	0
ENSMUSG00000005982	0
ENSMUSG00000005983	0
ENSMUSG00000005986	0
ENSMUSG00000005994	0
ENSMUSG00000006005	0
ENSMUSG00000006007	0
ENSMUSG00000006010	0
ENSMUSG00000006014	0
ENSMUSG00000006019	0
ENSMUSG00000006021	0
ENSMUSG00000006024	0
ENSMUSG00000006050	0
ENSMUSG00000006056	0
ENSMUSG00000006057	0
ENSMUSG00000006058	0
ENSMUSG00000006095	0
ENSMUSG00000006127	0
ENSMUSG00000006134	0
ENSMUSG00000006143	0
ENSMUSG00000006154	0
ENSMUSG00000006169	0
ENSMUSG00000006179	0
ENSMUSG00000006191	0
ENSMUSG00000006200	0
ENSMUSG00000006204	0
ENSMUSG00000006205	0
ENSMUSG00000006215	0
ENSMUSG00000006216	0
ENSMUSG00000006218	0
ENSMUSG00000006219	0
ENSMUSG00000006221	0
ENSMUSG00000006235	0
ENSMUSG00000006241	0
ENSMUSG00000006262	0
ENSMUSG00000006269	0
ENSMUSG00000006270	0
ENSMUSG00000006273	0
ENSMUSG00000006276	0
ENSMUSG00000006281	0
ENSMUSG00000006288	0
ENSMUSG00000006289	0
ENSMUSG00000006299	0
ENSMUSG00000006301	0
ENSMUSG00000006304	0
ENSMUSG00000006307	0
ENSMUSG00000006310	0
ENSMUSG00000006311	0
ENSMUSG00000006313	0
ENSMUSG00000006315	0
ENSMUSG00000006333	0
ENSMUSG00000006335	0
ENSMUSG00000006342	0
ENSMUSG00000006344	0
ENSMUSG00000006345	0
ENSMUSG00000006356	0
ENSMUSG00000006360	0
ENSMUSG00000006362	0
ENSMUSG00000006369	0
ENSMUSG00000006373	0
ENSMUSG00000006378	0
ENSMUSG00000006386	0
ENSMUSG00000006389	0
ENSMUSG00000006390	0
ENSMUSG00000006392	0
ENSMUSG00000006395	0
ENSMUSG00000006398	0
ENSMUSG00000006403	0
ENSMUSG00000006411	0
