CpG context
===========
position	count methylated	count unmethylated	% methylation	coverage
25	17208	3364958	0.51	3382166
26	17424	3362910	0.52	3380334
27	17132	3364647	0.51	3381779
28	17257	3389111	0.51	3406368
29	17298	3396470	0.51	3413768
30	17243	3396521	0.51	3413764
31	17091	3384694	0.50	3401785
32	17218	3382564	0.51	3399782
33	17243	3390092	0.51	3407335
34	17152	3395523	0.50	3412675
35	17037	3383741	0.50	3400778
36	16983	3389338	0.50	3406321
37	17040	3396314	0.50	3413354
38	17253	3388358	0.51	3405611
39	16946	3385815	0.50	3402761
40	17091	3390415	0.50	3407506
41	17185	3392473	0.50	3409658
42	16992	3401818	0.50	3418810
43	17116	3396313	0.50	3413429
44	17041	3395539	0.50	3412580
45	16979	3389188	0.50	3406167
46	17289	3388570	0.51	3405859
47	17093	3388549	0.50	3405642
48	17076	3394712	0.50	3411788
49	17191	3390382	0.50	3407573
50	17201	3394192	0.50	3411393
51	17110	3393689	0.50	3410799
52	17107	3387236	0.50	3404343
53	17070	3392673	0.50	3409743
54	17130	3393378	0.50	3410508
55	17248	3385924	0.51	3403172
56	17133	3386400	0.50	3403533
57	16849	3387119	0.49	3403968
58	17040	3383779	0.50	3400819
59	16916	3383980	0.50	3400896
60	17319	3382953	0.51	3400272
61	16926	3377947	0.50	3394873
62	16930	3379547	0.50	3396477
63	17046	3376529	0.50	3393575
64	17088	3373568	0.50	3390656
65	17112	3366055	0.51	3383167
66	16813	3368261	0.50	3385074
67	16676	3361496	0.49	3378172
68	16928	3355954	0.50	3372882
69	16851	3354359	0.50	3371210
70	16896	3356944	0.50	3373840
71	16791	3349886	0.50	3366677
72	16746	3350670	0.50	3367416
73	16739	3351722	0.50	3368461
74	16881	3342328	0.50	3359209
75	16917	3335809	0.50	3352726
76	16724	3329701	0.50	3346425
77	16671	3332972	0.50	3349643
78	16640	3327373	0.50	3344013
79	16545	3318258	0.50	3334803
80	16613	3312323	0.50	3328936
81	16511	3312197	0.50	3328708
82	16598	3306630	0.50	3323228
83	16571	3304241	0.50	3320812
84	16397	3297187	0.49	3313584
85	16450	3286262	0.50	3302712
86	16605	3275769	0.50	3292374
87	16368	3267534	0.50	3283902
88	16458	3258713	0.50	3275171
89	16486	3252020	0.50	3268506
90	16345	3236694	0.50	3253039
91	16092	3223102	0.50	3239194
92	16142	3211432	0.50	3227574
93	15940	3191808	0.50	3207748
94	15968	3173275	0.50	3189243
95	15850	3155195	0.50	3171045
96	15895	3135449	0.50	3151344
97	15781	3121147	0.50	3136928
98	15657	3082950	0.51	3098607
99	15425	3050086	0.50	3065511
100	14881	2920374	0.51	2935255

CHH context
===========
position	count methylated	count unmethylated	% methylation	coverage
1	300106	12008620	2.44	12308726
2	121830	9406263	1.28	9528093
3	106504	10501912	1.00	10608416
4	94257	11004480	0.85	11098737
5	77216	11303682	0.68	11380898
6	77007	11807835	0.65	11884842
7	72739	11620365	0.62	11693104
8	72138	11915413	0.60	11987551
9	70440	11821090	0.59	11891530
10	68277	11751609	0.58	11819886
11	66502	11755653	0.56	11822155
12	65833	11796393	0.55	11862226
13	64330	11751967	0.54	11816297
14	63248	11773194	0.53	11836442
15	63212	11795704	0.53	11858916
16	62906	11812315	0.53	11875221
17	62213	11815629	0.52	11877842
18	62613	11865067	0.52	11927680
19	61954	11860047	0.52	11922001
20	61941	11892761	0.52	11954702
21	61718	11874892	0.52	11936610
22	61254	11858847	0.51	11920101
23	61929	11852261	0.52	11914190
24	61197	11862598	0.51	11923795
25	60535	11817338	0.51	11877873
26	60622	11826746	0.51	11887368
27	60548	11860728	0.51	11921276
28	60062	11868633	0.50	11928695
29	60544	11852859	0.51	11913403
30	59817	11851325	0.50	11911142
31	59613	11820601	0.50	11880214
32	59418	11827468	0.50	11886886
33	59607	11856545	0.50	11916152
34	58956	11838407	0.50	11897363
35	58985	11832824	0.50	11891809
36	59146	11844669	0.50	11903815
37	59023	11836390	0.50	11895413
38	58486	11831498	0.49	11889984
39	58889	11841628	0.49	11900517
40	58393	11848544	0.49	11906937
41	58899	11843438	0.49	11902337
42	58458	11843824	0.49	11902282
43	59143	11840525	0.50	11899668
44	58554	11825245	0.49	11883799
45	58336	11833446	0.49	11891782
46	58232	11831254	0.49	11889486
47	58564	11819205	0.49	11877769
48	58495	11836361	0.49	11894856
49	59359	11819097	0.50	11878456
50	58750	11812480	0.49	11871230
51	58748	11819574	0.49	11878322
52	58421	11821629	0.49	11880050
53	58506	11815682	0.49	11874188
54	58569	11823323	0.49	11881892
55	58164	11813490	0.49	11871654
56	58407	11816777	0.49	11875184
57	58410	11817470	0.49	11875880
58	58244	11812334	0.49	11870578
59	58666	11798645	0.49	11857311
60	58063	11803811	0.49	11861874
61	57992	11792716	0.49	11850708
62	58399	11795964	0.49	11854363
63	58153	11793587	0.49	11851740
64	57662	11780101	0.49	11837763
65	57812	11764279	0.49	11822091
66	57396	11760086	0.49	11817482
67	58128	11759685	0.49	11817813
68	58116	11757498	0.49	11815614
69	57831	11759306	0.49	11817137
70	57698	11745173	0.49	11802871
71	57591	11730503	0.49	11788094
72	57443	11720185	0.49	11777628
73	57324	11711841	0.49	11769165
74	57640	11688422	0.49	11746062
75	57600	11669350	0.49	11726950
76	57145	11680718	0.49	11737863
77	57114	11671857	0.49	11728971
78	57103	11666193	0.49	11723296
79	56910	11645902	0.49	11702812
80	57030	11637518	0.49	11694548
81	56769	11624292	0.49	11681061
82	56713	11606516	0.49	11663229
83	56481	11580424	0.49	11636905
84	56632	11560840	0.49	11617472
85	56357	11530616	0.49	11586973
86	56434	11515029	0.49	11571463
87	56051	11489777	0.49	11545828
88	55791	11470504	0.48	11526295
89	55751	11433806	0.49	11489557
90	56067	11413317	0.49	11469384
91	55669	11370567	0.49	11426236
92	55799	11334467	0.49	11390266
93	55199	11296759	0.49	11351958
94	54929	11245637	0.49	11300566
95	55008	11195653	0.49	11250661
96	54282	11144982	0.48	11199264
97	53913	11064816	0.48	11118729
98	53758	10943303	0.49	10997061
99	52656	10808534	0.48	10861190
100	49452	10394068	0.47	10443520

