#plotPCA --outFileNameData
Component	Example_130.dedup.sorted.bam	Example_120.dedup.sorted.bam	Example_119.dedup.sorted.bam	Example_103.dedup.sorted.bam	Example_129.dedup.sorted.bam	Example_125.dedup.sorted.bam	Example_109.dedup.sorted.bam	Example_115.dedup.sorted.bam	Example_114.dedup.sorted.bam	Example_124.dedup.sorted.bam	Example_102.dedup.sorted.bam	Example_132.dedup.sorted.bam	Example_122.dedup.sorted.bam	Example_105.dedup.sorted.bam	Example_126.dedup.sorted.bam	Example_117.dedup.sorted.bam	Example_127.dedup.sorted.bam	Example_116.dedup.sorted.bam	Example_121.dedup.sorted.bam	Example_131.dedup.sorted.bam	Example_110.dedup.sorted.bam	Example_104.dedup.sorted.bam	Example_112.dedup.sorted.bam	Example_106.dedup.sorted.bam	Example_108.dedup.sorted.bam	Example_111.dedup.sorted.bam	Example_113.dedup.sorted.bam	Example_133.dedup.sorted.bam	Example_128.dedup.sorted.bam	Example_118.dedup.sorted.bam	Example_101.dedup.sorted.bam	Example_107.dedup.sorted.bam	Example_123.dedup.sorted.bam	Eigenvalue
11	-0.166759235381	0.463244130091	0.133214333947	0.187048934002	0.0445699357092	-0.0340220697445	0.0892202956492	-0.480912408511	0.0971352493171	-0.0301595591844	-0.0654910491689	0.350210056438	-0.244021964281	-0.156168813553	-0.0607630117648	-0.231739033036	0.285983584898	0.0337957130155	0.0357729195959	-0.0645627000938	0.0117136592723	0.0174791930986	-0.0477754289854	-0.0587360399599	-0.113578912241	-0.255669860369	0.0231156402699	0.0237748699105	0.00916080844685	0.0306861012942	0.0149692642813	0.0761905749171	0.0538229734498	28.3004342787
12	0.119382641336	-0.0668745134544	0.404055901073	-0.0291156219944	-0.0506793148126	-0.0908947808651	0.104588539276	-0.0969249349782	0.299189248625	-0.135325508238	-0.234560978015	-0.281334200017	0.47573923603	0.0731714548763	-0.0337700925665	0.0944624762175	-5.78461578152e-05	0.0507107270986	0.00271421152239	-0.125683904204	-0.00727405840538	0.0177090803711	-0.166177679367	-0.154729737652	-0.388422370136	-0.197665007694	0.0321423370049	0.0340273349963	0.000270371020458	0.0572960501747	0.0159284130368	0.149074716966	0.118618220849	21.7196461886
13	-0.0201775077982	-0.278213200323	0.0442428058938	0.476096589714	0.029033623372	-0.0290757900509	-0.46547891488	0.219486159287	0.0942813903666	-0.101057323396	-0.0332855012351	-0.0874635108199	0.00135118805493	-0.143888837821	0.137495021737	-0.11413805752	0.508499093863	-0.0440523663688	-0.16206392522	0.182415014755	-0.0366486720184	-0.0782368960328	0.0593837635109	0.0270733984533	-0.0543958005128	-0.0958182151963	0.0108561973647	-0.00825463657799	0.0345853347476	0.0334265124693	0.00215230494703	-0.0106649414179	-0.000939818160954	12.2365344766
14	0.00202852435316	-0.199014141168	0.0182131229879	-0.349984327936	-0.0814940828313	-0.0835532392247	0.395419699254	0.264479154123	-0.0789789264286	0.00297390402469	0.0202067851155	-0.0997525877342	-0.165629183294	-0.157206130984	-0.179488841984	-0.00174835308197	0.62307688083	5.46776311188e-05	0.173276101061	-0.184792331479	0.0693297027481	0.129530129371	-0.0508448388446	-0.0424490495928	0.084037699638	-0.079559966365	-0.0235823672827	0.00261719927611	-0.0298119382041	-0.037628121725	-0.0229860805922	0.0386945483719	0.00372319050762	10.8105936398
15	0.00373469807472	0.00915784153081	0.0310344554721	0.308299801822	0.0177553704505	0.029433708486	-0.350366255297	0.0451517852382	-0.104309979155	0.148080589339	0.0373902562129	-0.0897407646128	-0.0409581561419	0.17269845083	-0.436333803703	-0.0227320720972	-0.045660998632	0.0864384687225	0.504698886857	-0.42477475978	0.0920680751146	0.185658860319	-0.0163146314642	-0.0282929869452	-0.0537710678304	0.106237603176	-0.0198828069532	0.0429047676162	-0.0403673962404	-0.0606561158236	-0.0264924735377	0.0431020070673	-0.0155444525129	9.10869956385
16	0.0140480390118	0.0651785925243	0.228749474652	-0.0995073643484	-0.0840612674746	-0.0104589178728	-0.0211574810619	0.0880988885773	0.0651927823401	-0.0259820220844	-0.109655548769	-0.114242423337	-0.494527034434	0.557440788968	0.15833089611	-0.210408780199	0.0913449773169	0.00405205062089	-0.122405453283	0.0305035486606	-0.0394365799176	-0.048482643395	-0.134798192323	-0.0543350083578	-0.226427781206	0.391417719914	0.00844735045353	-0.012899885631	-0.0434568963487	0.0219378213221	0.035847198542	0.0364813759098	0.0655719701478	7.02456302898
17	-0.00697610442391	0.0697094549688	0.284512218461	0.0501136498593	-0.72897115094	-0.00773766796526	-0.0437076758819	-0.0637206312351	0.05801632966	-0.285334711649	0.194136298438	-0.00464752543341	-0.0602644384454	0.0101749049834	-0.0747403908187	0.152100477892	-0.0383103964976	-0.161005914643	0.0517664260659	0.106463307099	0.0785978426656	0.0568603284235	0.144389046732	0.277770187621	0.125918899878	-0.0294947765572	-0.0145519648401	0.0868215638034	0.043597514671	-0.162208744161	-0.0965018672189	0.014409107738	-0.0907064478353	4.00184169638
18	-0.0461657638643	-0.0382443564685	0.149475064086	0.0197064160902	-0.380247690606	0.0387707007572	0.000838847419569	0.0142399461176	-0.231364578388	0.574980947589	0.168439031385	0.0315056760189	0.0901966936513	0.0200969724415	0.188983792003	-0.0729888947098	0.0302281417881	0.0550033989354	-0.00517807188585	-0.0910789596749	-0.160961867065	-0.0994557219462	-0.119727076751	-0.109490127728	-0.107920343762	-0.187699976489	0.177446502598	0.0359497162527	0.0453096095539	0.208408173924	0.24671056476	-0.295564367651	-0.128640056838	2.92544378977
19	0.0116688858613	0.071840189762	0.348658239242	0.0452261746382	-0.0170019444372	-0.00425256076505	-0.0279164917937	-0.090840652462	-0.293283933063	0.00571179818505	-0.0710067040155	-0.0423404525214	-0.0056493773427	-0.520153850871	0.0741563884604	0.215264873908	0.0219767647678	0.151864780813	0.00485217327066	-0.0454779699003	-0.102486808483	-0.124514154218	0.0418604549491	-0.0606515102077	-0.0245341453956	0.549397862693	-0.0588092109051	-0.110433238324	-0.20388167255	0.0397668614597	0.0399163730617	0.0613778870752	0.150877250784	2.52121395155
20	0.0194235270761	0.01019699576	0.10791185026	0.0541537540552	0.102454318693	-0.00481597726333	-0.0621464666001	-0.0102636307153	-0.168263042797	-0.256787118201	0.0557248037353	-0.0447176155264	-0.290247855887	0.21243245711	-0.0262593525416	0.556028670374	-0.00894889665074	0.123851809793	-0.0254299565633	0.00204625309139	-0.0414530194743	-0.0332155655094	0.105780940739	-0.32274488449	0.165499808301	-0.346008383533	0.146835384504	-0.12343337903	-0.139035770178	0.291386047854	0.0386720058597	-0.0822476459632	0.0348803542179	2.08319239514
21	0.00449618780318	-0.0149670228261	0.307839434244	-0.0565977900881	0.135981504623	-0.0292383266372	0.0467980408918	0.0473717270916	-0.372023872361	-0.389796018743	0.182506130789	0.0394279309727	0.260224801713	0.108045306662	-0.127146627021	-0.55298272529	-0.0464869833041	0.0364482103488	-0.0227198731971	0.0392464971404	0.0376670548954	0.0482461184472	0.205709052753	-0.112581086825	0.139916247755	0.0107017075325	0.0268785433905	-0.0598767593616	0.0485540239019	0.160436596511	0.103042065894	-0.142998358973	-0.0633178980933	1.7540894595
22	0.0137438924278	0.0436539953865	-0.21866568181	-0.00890772291429	-0.0880728710985	-0.0177268061212	0.00772289194493	-0.0255740865667	0.425386783696	-0.247103812338	0.0479572904234	-0.0198564459353	-0.0464771978681	-0.20608245016	-0.123567444573	0.0413363544349	0.00745738412259	0.00407289079898	0.0471226664073	-0.0497385931796	0.0135166754401	0.127454372915	0.00025051423366	-0.253580670857	-0.0963750074667	0.338228707602	0.154678648302	0.0358454778598	0.204697639362	0.258831083766	0.262605131791	-0.387740238365	-0.268919243236	1.24299583458
23	0.000686139552757	0.00415922415581	0.142755417216	0.0154330632519	0.265586047405	0.0138892130992	-0.0147166435728	-0.025404938682	-0.191897348425	-0.26421535763	0.117785948253	-0.0152895669955	-0.057497546366	-0.0234495508651	0.358731391488	0.165953929382	0.0113802054751	-0.158568585962	0.175369751334	-0.248677766304	-0.0892093816621	-0.106680905946	-0.373760317468	0.137475937295	0.00703515236753	-0.0296499931134	-0.0856385004853	0.25360013544	0.391551104468	-0.213434649518	0.120156207315	-0.0752913768464	-0.198984755812	1.02139889202
24	0.024625411418	0.0252234065144	0.159933760966	0.0555456709177	0.0576112733363	-0.027923301058	-0.0467070102515	-0.0331538059518	-0.221813568598	0.197844785097	-0.159750972493	-0.0204075833686	-0.0459649024773	-0.0384098675348	-0.225181762408	0.148822860802	-0.0190407126916	-0.211205440035	-0.481255344396	0.08309815187	0.362946015517	0.475893990586	-0.168671676052	-0.07737477156	0.021787559085	0.0285383379896	-0.122421223205	-0.000993463844827	0.25699660697	-0.0338251354834	0.0804728941627	-0.0423574515481	-0.064243517928	0.911158338501
25	0.00796203910183	0.00701706580353	-0.0756903269643	0.0259478048237	0.0854296884008	-0.00527995408436	-0.0212599642111	-0.0143013493628	0.0193266567804	-0.0926534389739	0.523744454355	0.00130175787907	0.0465787256109	-0.062227206628	0.149062365297	-0.0208195800988	-0.00536260781292	-0.28785763854	-0.125761070049	-0.137049715093	0.164328011598	0.248069977056	-0.271886258328	0.0602475012682	-0.173883961535	0.0398139760778	0.305165780051	-0.0279643555107	-0.495364550691	0.0425133623531	-0.064302588454	0.0410965863711	0.105876239437	0.846432272382
26	-0.0159984334956	-0.00157109908202	0.0151289793504	0.00286158783314	-0.0306091770021	0.0368044351241	0.00166576186623	-0.0275973481595	0.0172497463029	0.0507941393264	-0.330599433415	0.00707671425997	0.0232864974595	0.0147681650775	0.383422598646	-0.0372082674366	-0.0111070304532	-0.609691763575	0.234138187795	-0.205092180698	0.137514318169	0.101103872495	0.378076000214	-0.182231202542	0.0984464536838	-0.00724985357173	-0.100515763422	-0.0788275153769	-0.126438110762	0.0873626180256	0.103965384949	-0.0163146932241	0.0172988140268	0.531845663399
27	-0.0155694648215	0.00103473845068	-0.089612665309	0.00489211662585	-0.0934541432282	0.0154321840361	-0.0103478571253	0.00123009283941	0.079365347195	-0.000902772624949	0.337502819414	-0.00219238213077	-0.00537615231469	0.0045024806855	0.227987693176	0.000798002750567	0.0052433912908	0.209113517218	-0.276202701962	-0.490950873528	0.034043534069	0.0746560488861	0.280769041169	-0.085147915147	-0.101205875568	0.00855622578331	-0.274156905944	-0.235140504074	0.353068269977	0.0832634935281	-0.201324337727	0.135896774652	0.158530775937	0.256814589568
28	-0.00634461768086	-0.0071274950043	-0.0338988763897	0.00385253135362	0.0175053425512	-0.00717317923046	-2.15181735395e-05	0.014641240242	0.0831084198138	-0.0924000579855	-0.0636087811067	0.00546208551851	-0.0130093710554	0.0554427778898	-0.0111881298141	0.030645287144	0.00485349860891	0.205790504774	-0.178697794268	-0.215485122512	0.00408814028698	0.0786656715776	0.0978173722134	0.375240571036	0.00512508796805	-0.113454383719	-0.319680976124	0.03077772407	-0.328593035012	-0.110269080145	0.642887601837	-0.188979199143	0.108785088053	0.230449996584
29	-0.00840979044294	-0.000595690483291	0.0562975276633	-0.00712996421509	0.0398370934323	0.00803047605196	0.00470850289006	0.00345091247999	-0.0201298547413	-0.032560273974	-0.384002768937	-4.16568925424e-05	0.00101655525971	-0.00525189674432	0.090796696656	-0.0213553869328	0.00650654861477	0.186413824431	-0.203347164238	-0.377243648491	0.130363924669	-2.21606259367e-05	0.103848699383	0.392043246565	0.123725214954	0.0195009502325	0.530462732297	0.0185891595132	-0.0221303239749	0.074564682617	-0.268757430237	-0.154015041099	-0.194969420714	0.1467767105
30	-0.000646783866257	-0.00322664396033	-0.022762849265	-0.00358285942031	-0.0152330758034	-0.00112868852872	-0.00313509453822	0.00945631257582	-0.00398716603675	0.040031911935	0.0902977284345	-0.00435695525009	0.000510248083468	-0.00872342963531	0.0157735794411	-0.0058973439781	0.00416196595487	0.128446535686	-0.169964709118	-0.0882371686541	0.46153723135	-0.363660585123	0.184190986728	-0.341537463395	-0.018629355097	0.0241150777975	0.00380808073215	0.495173530501	-0.170589940173	-0.193726453331	0.0809560373085	0.208803466806	-0.277527614094	0.0987275143651
31	-0.00112516115857	0.00104148664858	0.00691465394829	0.000232624350937	0.0192648651742	0.00405105527533	-0.0018400319813	-0.000949334037709	-0.0187709059607	0.00411453954367	-0.0290063151083	0.00204028463189	-0.00209409580449	-0.00110449310194	0.0894856527619	-0.0108314187402	-0.00198690169888	0.084194609903	-0.119641609552	-0.0147750108185	-0.577256942637	0.502283635654	0.191412189544	-0.138242065905	0.0200952523415	0.012926067116	-0.0427780683592	0.490529967367	-0.152429642459	-0.0485855646589	-0.138802626159	0.104426168091	-0.168927964322	0.0450777603673
32	-0.00129167847966	-0.000562944887006	0.00334227996255	0.00250966091229	-0.00191478279441	-0.00182773712425	0.00622399277128	-0.00489866480022	-0.000401860788567	-0.00696451731523	-0.0236360182163	-0.000873226177677	0.000831655097543	-0.00353019043632	-0.022712494501	-0.00534192436496	0.00355173265372	-0.0317768881199	0.0154909255001	-0.00588613032044	0.155496122818	-0.101207887589	-0.0852345344305	0.0674014122457	0.0137350687165	0.00718003852827	-0.31513064945	0.472093549904	-0.0609943235497	0.339338276035	-0.361723260326	-0.468270790557	0.399757843962	0.022767625778
33	-0.000731070536087	-0.00234386952369	-0.000890537251375	0.00341635811031	0.000888854484673	-0.000357712303438	-0.00125503816078	0.000994866650897	0.00133660424378	-0.00633903506522	0.0081102388889	-0.000229785251058	-0.00137045829862	0.00171319128466	0.00734387950747	0.00101007860534	0.00269889316711	0.0166256736804	-0.025538606916	-0.00565519667858	-0.0378966469167	0.0409742503733	0.160708483657	-0.250791377331	-0.00148060779544	-0.00402453280418	0.347602990911	0.0420067386495	0.132076902135	-0.620638667276	0.0448993424594	-0.349325676005	0.507653570396	0.0128961696222
