Data File Name,2100 expert_High Sensitivity DNA Assay_DE13807144_2017-08-04_14-04-08.xad
70.1,354.4916
70.15,345.6804
70.2,336.2773
70.25,326.3926
70.3,315.7722
70.35,305.3574
70.4,293.561
70.45,281.6336
70.5,270.8475
70.55,260.5627
70.6,251.2001
70.65,241.9484
70.7,233.6336
70.75,224.0197
70.8,214.9426
70.85,206.8455
70.9,198.694
70.95,189.9128
71,181.3817
71.05,173.5629
71.1,166.0048
71.15,159.6217
71.2,153.6531
71.25,148.1043
71.3,142.3813
71.35,137.2763
71.4,131.5991
71.45,125.6859
71.5,120.5733
71.55,115.5074
71.6,111.4368
71.65,107.0334
71.7,102.4703
71.75,97.99677
71.8,94.08314
71.85,90.79092
71.9,87.18314
71.95,84.11716
72,80.89951
72.05,78.05456
72.1,75.62787
72.15,72.90732
72.2,70.31779
72.25,67.48978
72.3,64.93706
72.35,62.41669
72.4,60.53376
72.45,58.43468
72.5,56.57493
72.55,55.2604
72.6,53.44002
72.65,51.68863
72.7,50.41765
72.75,49.38601
72.8,47.93404
72.85,46.70856
72.9,45.52082
72.95,43.86003
73,42.6755
73.05,41.61942
73.1,40.29017
73.15,38.88292
73.2,37.80807
73.25,36.88794
73.3,36.17443
73.35,35.79552
73.4,35.09376
73.45,34.075
73.5,32.87286
73.55,31.94799
73.6,31.26395
73.65,30.98992
73.7,30.79317
73.75,30.51304
73.8,30.06044
73.85,29.77119
73.9,29.00505
73.95,27.87122
74,26.83294
74.05,26.13012
74.1,25.80011
74.15,25.85407
74.2,26.04702
74.25,25.97341
74.3,25.70119
74.35,25.2412
74.4,24.75405
74.45,24.37825
74.5,24.02114
74.55,24.01262
74.6,24.29546
74.65,24.34046
74.7,24.2551
74.75,24.02424
74.8,23.66569
74.85,23.10302
74.9,22.65675
74.95,22.27481
75,21.82367
75.05,21.75934
75.1,22.1672
75.15,22.51351
75.2,22.70679
75.25,22.8617
75.3,22.91626
75.35,23.24464
75.4,23.71823
75.45,24.15141
75.5,24.41688
75.55,24.28293
75.6,23.84049
75.65,23.46291
75.7,23.63278
75.75,24.05896
75.8,24.40264
75.85,24.74772
75.9,25.00383
75.95,25.52642
76,25.95016
76.05,26.47406
76.1,26.59982
76.15,26.36829
76.2,26.36787
76.25,26.96691
76.3,27.90294
76.35,29.00147
76.4,30.02955
76.45,30.36507
76.5,30.77882
76.55,31.26423
76.6,32.0682
76.65,32.95039
76.7,34.03987
76.75,35.07972
76.8,36.08595
76.85,37.68864
76.9,39.17943
76.95,40.0799
77,40.7835
77.05,41.54258
77.1,42.57088
77.15,43.92266
77.2,45.60337
77.25,47.15968
77.3,48.71476
77.35,50.64703
77.4,53.01056
77.45,55.62294
77.5,57.73743
77.55,59.74706
77.6,61.83492
77.65,63.44781
77.7,64.9222
77.75,67.11597
77.8,69.71669
77.85,72.89698
77.9,76.12569
77.95,79.2168
78,81.8738
78.05,84.4678
78.1,87.74097
78.15,91.03175
78.2,94.00754
78.25,98.02764
78.3,102.3786
78.35,105.9402
78.4,108.7085
78.45,112.065
78.5,115.2851
78.55,118.4176
78.6,122.2744
78.65,125.8503
78.7,129.9442
78.75,134.2355
78.8,139.1865
78.85,143.4816
78.9,147.5586
78.95,151.0652
79,153.5824
79.05,155.8924
79.1,159.1542
79.15,163.578
79.2,167.5839
79.25,171.4559
79.3,175.0575
79.35,177.7311
79.4,179.8573
79.45,182.5098
79.5,184.912
79.55,187.5174
79.6,190.7203
79.65,193.0477
79.7,194.6381
79.75,196.4441
79.8,197.5254
79.85,197.7495
79.9,198.2264
79.95,198.4958
80,198.6712
80.05,200.0277
80.1,200.2862
80.15,197.816
80.2,195.1032
80.25,193.441
80.3,191.6097
80.35,189.8426
80.4,187.6519
80.45,185.3681
80.5,183.5347
80.55,181.9012
80.6,179.6386
80.65,177.3169
80.7,175.0876
80.75,172.0089
80.8,168.1785
80.85,163.3139
80.9,158.8164
80.95,155.1189
81,152.5259
81.05,149.261
81.1,145.6967
81.15,142.5013
81.2,139.9077
81.25,137.7823
81.3,134.2099
81.35,128.3704
81.4,123.2558
81.45,119.7544
81.5,117.0193
81.55,114.225
81.6,111.1326
81.65,107.3235
81.7,103.831
81.75,101.3044
81.8,98.59586
81.85,95.01797
81.9,91.1072
81.95,87.61694
82,84.51176
82.05,81.78596
82.1,78.9708
82.15,76.15594
82.2,73.57364
82.25,71.58422
82.3,69.37965
82.35,67.1099
82.4,65.22548
82.45,63.28391
82.5,61.47768
82.55,59.84528
82.6,57.63816
82.65,54.9108
82.7,52.32315
82.75,50.62319
82.8,49.166
82.85,47.86558
82.9,46.7753
82.95,45.48206
83,43.84701
83.05,41.79856
83.1,40.75243
83.15,39.59871
83.2,38.39397
83.25,37.25375
83.3,35.96016
83.35,34.3921
83.4,33.06776
83.45,32.60159
83.5,32.17488
83.55,31.25539
83.6,30.12334
83.65,29.04608
83.7,28.03058
83.75,27.00554
83.8,25.79154
83.85,24.88342
83.9,23.9247
83.95,23.31643
84,23.11637
84.05,22.67371
84.1,22.03792
84.15,21.49038
84.2,21.43437
84.25,21.21301
84.3,20.78417
84.35,20.45393
84.4,20.21252
84.45,20.04145
84.5,19.67513
84.55,19.13564
84.6,18.27766
84.65,17.53121
84.7,17.40655
84.75,17.53024
84.8,17.4856
84.85,17.4133
84.9,17.27773
84.95,16.74929
85,16.62259
85.05,16.75053
85.1,16.92306
85.15,17.17678
85.2,17.421
85.25,17.36254
85.3,16.99598
85.35,17.36546
85.4,17.59249
85.45,17.63816
85.5,17.39831
85.55,17.15922
85.6,17.16931
85.65,17.73121
85.7,18.53583
85.75,18.91445
85.8,18.63965
85.85,18.09632
85.9,17.56303
85.95,17.56421
86,17.91288
86.05,18.10053
86.1,18.40156
86.15,18.50743
86.2,18.65858
86.25,19.14013
86.3,19.91221
86.35,20.41551
86.4,20.99867
86.45,21.3102
86.5,20.9038
86.55,20.31662
86.6,19.86272
86.65,19.67004
86.7,20.10352
86.75,21.16623
86.8,21.76245
86.85,22.09092
86.9,22.6314
86.95,23.43724
87,24.404
87.05,24.79907
87.1,24.53021
87.15,23.82341
87.2,22.9959
87.25,22.41101
87.3,22.44871
87.35,22.81835
87.4,22.89789
87.45,22.89893
87.5,22.24615
87.55,21.42837
87.6,20.8846
87.65,20.9069
87.7,20.95437
87.75,20.90199
87.8,20.72786
87.85,20.36047
87.9,20.31354
87.95,20.39222
88,19.99468
88.05,19.1519
88.1,18.29018
88.15,17.55905
88.2,17.29148
88.25,17.03958
88.3,16.23369
88.35,15.43355
88.4,15.33545
88.45,15.25383
88.5,15.05735
88.55,14.89423
88.6,14.3165
88.65,13.70223
88.7,13.46147
88.75,12.96732
88.8,12.24643
88.85,11.67629
88.9,11.2191
88.95,10.6534
89,10.07421
89.05,9.362951
89.1,8.69642
89.15,8.384014
89.2,8.262605
89.25,7.893851
89.3,7.623709
89.35,7.356517
89.4,7.118148
89.45,7.027163
89.5,6.921333
89.55,6.631768
89.6,6.071668
89.65,5.456053
89.7,4.801747
89.75,4.404929
89.8,4.262205
89.85,4.15294
89.9,3.892609
89.95,3.482439
90,2.979906
90.05,2.444906
90.1,2.196921
90.15,2.010908
90.2,1.886195
90.25,1.589517
90.3,1.185622
90.35,0.9132583
90.4,0.818019
90.45,0.8363304
90.5,0.9469752
90.55,1.176376
90.6,0.902683
90.65,0.5879063
90.7,0.5297886
90.75,0.3195564
90.8,0.105522
90.85,5.002641E-02
90.9,-0.1717557
90.95,-0.6307268
91,-0.9980665
91.05,-1.337055
91.1,-1.611003
91.15,-1.661838
91.2,-1.648743
91.25,-1.759264
91.3,-1.951758
91.35,-2.155061
91.4,-2.292971
91.45,-2.142178
91.5,-1.853213
91.55,-1.527324
91.6,-1.627598
91.65,-1.967922
91.7,-2.430745
91.75,-2.862177
91.8,-3.072667
91.85,-3.113307
91.9,-2.940134
91.95,-2.757212
92,-2.571687
92.05,-2.552474
92.1,-2.714021
92.15,-3.055503
92.2,-3.32486
92.25,-3.306174
92.3,-3.331218
92.35,-3.468141
92.4,-3.593124
92.45,-3.676595
92.5,-3.690602
92.55,-3.576165
92.6,-3.46824
92.65,-3.481013
92.7,-3.611022
92.75,-3.666757
92.8,-3.653472
92.85,-3.672468
92.9,-3.704842
92.95,-3.668403
93,-3.654067
93.05,-3.676168
93.1,-3.705869
93.15,-4.000998
93.2,-4.233224
93.25,-4.280569
93.3,-4.181072
93.35,-4.048576
93.4,-3.923149
93.45,-3.932738
93.5,-3.994467
93.55,-4.036702
93.6,-4.000994
93.65,-4.01953
93.7,-4.050752
93.75,-4.090844
93.8,-4.18946
93.85,-4.286498
93.9,-4.376957
93.95,-4.381185
94,-4.403423
94.05,-4.339085
94.1,-4.234758
94.15,-4.188225
94.2,-4.212372
94.25,-4.25527
94.3,-4.329203
94.35,-4.328297
94.4,-4.189008
94.45,-4.237968
94.5,-4.194007
94.55,-4.217066
94.6,-4.131629
94.65,-4.050536
94.7,-4.043051
94.75,-4.030023
94.8,-4.059109
94.85,-3.978186
94.9,-4.017858
94.95,-3.99168
95,-4.044976
95.05,-4.068179
95.1,-4.021962
95.15,-3.961474
95.2,-3.94958
95.25,-3.987339
95.3,-3.97077
95.35,-3.92154
95.4,-3.805017
95.45,-3.625414
95.5,-3.54521
95.55,-3.557248
95.6,-3.654484
95.65,-3.725786
95.7,-3.751502
95.75,-3.73973
95.8,-3.635812
95.85,-3.486467
95.9,-3.458312
95.95,-3.590618
96,-3.746538
96.05,-3.903315
96.1,-3.997315
96.15,-3.73538
96.2,-3.500955
96.25,-3.366257
96.3,-3.318697
96.35,-3.351466
96.4,-3.415894
96.45,-3.469821
96.5,-3.47866
96.55,-3.560695
96.6,-3.572476
96.65,-3.575408
96.7,-3.559754
96.75,-3.483798
96.8,-3.366625
96.85,-3.281434
96.9,-3.164102
96.95,-3.137166
97,-3.134876
97.05,-3.269633
97.1,-3.419701
97.15,-3.509246
97.2,-3.534606
97.25,-3.419899
97.3,-3.2754
97.35,-3.141316
97.4,-3.228643
97.45,-3.383949
97.5,-3.419502
97.55,-3.270894
97.6,-2.983975
97.65,-2.797653
97.7,-2.833843
97.75,-3.078408
97.8,-3.323542
97.85,-3.467115
97.9,-3.427414
97.95,-3.357533
98,-3.157467
98.05,-3.010498
98.1,-2.898845
98.15,-2.766479
98.2,-2.769917
98.25,-2.826509
98.3,-2.9247
98.35,-3.091067
98.4,-3.268396
98.45,-3.332799
98.5,-3.271162
98.55,-3.120993
98.6,-3.068741
98.65,-3.033569
98.7,-3.057998
98.75,-3.052985
98.8,-2.982871
98.85,-2.92868
98.9,-2.911237
98.95,-3.017457
99,-2.996167
99.05,-2.896592
99.1,-2.735326
99.15,-2.59411
99.2,-2.568953
99.25,-2.694767
99.3,-2.951943
99.35,-3.160007
99.4,-3.200984
99.45,-3.264235
99.5,-3.223549
99.55,-3.119082
99.6,-3.037733
99.65,-3.011463
99.7,-3.064698
99.75,-3.202079
99.8,-3.363089
99.85,-3.267172
99.9,-2.926462
99.95,-2.706581
100,-2.615711
100.05,-2.717643
100.1,-2.986086
100.15,-3.149508
100.2,-3.100765
100.25,-2.954958
100.3,-2.817228
100.35,-2.866225
100.4,-2.995106
100.45,-3.133249
100.5,-3.147869
100.55,-3.126441
100.6,-3.134288
100.65,-2.975262
100.7,-2.887178
100.75,-2.553499
100.8,-2.376988
100.85,-2.518347
100.9,-2.731814
100.95,-2.957617
101,-3.038685
101.05,-3.009536
101.1,-2.941839
101.15,-3.046115
101.2,-3.07187
101.25,-3.07998
101.3,-3.147361
101.35,-3.205961
101.4,-3.208345
101.45,-3.207688
101.5,-3.174013
101.55,-3.111832
101.6,-3.240395
101.65,-3.245474
101.7,-3.210382
101.75,-3.222768
101.8,-3.169187
101.85,-3.051763
101.9,-2.977371
101.95,-2.949906
