## htsjdk.samtools.metrics.StringHeader
# CollectBaseDistributionByCycle ALIGNED_READS_ONLY=false PF_READS_ONLY=false ASSUME_SORTED=true STOP_AFTER=0 VERBOSITY=INFO QUIET=false VALIDATION_STRINGENCY=STRICT COMPRESSION_LEVEL=5 MAX_RECORDS_IN_RAM=500000 CREATE_INDEX=false CREATE_MD5_FILE=false GA4GH_CLIENT_SECRETS=client_secrets.json USE_JDK_DEFLATER=false USE_JDK_INFLATER=false
## htsjdk.samtools.metrics.StringHeader
## METRICS CLASS	picard.analysis.BaseDistributionByCycleMetrics
READ_END	CYCLE	PCT_A	PCT_C	PCT_G	PCT_T	PCT_N
1	72	24.222819	25.758813	26.337845	23.680405	0.000118
1	73	24.220411	25.764741	26.348033	23.666815	0.000000
1	74	24.305624	25.685641	26.249471	23.758778	0.000486
1	75	24.221960	25.755229	26.350136	23.645280	0.027395
1	76	24.209074	25.790583	26.349177	23.651166	0.000000
1	77	24.281560	25.709155	26.283185	23.726099	0.000000
1	78	24.186646	25.795167	26.370196	23.647825	0.000167
1	79	24.186611	25.793400	26.374195	23.645794	0.000000
1	80	24.270623	25.686926	26.302287	23.732822	0.007342
1	81	24.200587	25.796676	26.370541	23.632176	0.000020
1	82	24.210150	25.777648	26.375484	23.636718	0.000000
1	83	24.268587	25.710469	26.296925	23.716716	0.007303
1	84	24.180397	25.797078	26.396408	23.625870	0.000247
1	85	24.179530	25.812110	26.395936	23.612418	0.000006
1	86	24.266287	25.730818	26.310058	23.692837	0.000000
1	87	24.162370	25.813776	26.406775	23.617079	0.000000
1	88	24.159636	25.813659	26.422865	23.603833	0.000006
1	89	24.235670	25.739663	26.353607	23.671019	0.000040
1	90	24.172947	25.787901	26.412507	23.626646	0.000000
1	91	24.180534	25.810092	26.396785	23.612577	0.000012
1	92	24.252642	25.734206	26.314577	23.698575	0.000000
1	93	24.187551	25.788127	26.410782	23.613483	0.000058
1	94	24.163683	25.808104	26.412514	23.615698	0.000000
1	95	24.255751	25.727749	26.334413	23.682056	0.000032
1	96	24.158908	25.815987	26.425134	23.599971	0.000000
1	97	24.163274	25.817816	26.418858	23.600052	0.000000
1	98	24.241461	25.740826	26.339426	23.678287	0.000000
1	99	24.150522	25.811948	26.430114	23.607416	0.000000
1	100	24.142737	25.836626	26.433913	23.586724	0.000000
1	101	24.226491	25.751198	26.356456	23.665852	0.000003
1	102	24.158223	25.823259	26.431650	23.586868	0.000000
1	103	24.144249	25.824713	26.425268	23.605770	0.000000
1	104	24.226762	25.768541	26.348097	23.656600	0.000000
1	105	24.151278	25.842113	26.423396	23.583214	0.000000
1	106	24.145256	25.833752	26.420247	23.600745	0.000000
1	107	24.214601	25.761549	26.370206	23.653644	0.000000
1	108	24.137983	25.815814	26.461126	23.585077	0.000000
1	109	24.146058	25.834847	26.433693	23.585402	0.000000
1	110	24.234185	25.752772	26.368869	23.644175	0.000000
1	111	24.149527	25.838014	26.427260	23.585200	0.000000
1	112	24.133053	25.854454	26.443841	23.568652	0.000000
1	113	24.211591	25.767102	26.366110	23.655197	0.000000
1	114	24.139545	25.850583	26.424504	23.585368	0.000000
1	115	24.137527	25.843610	26.442064	23.576799	0.000000
1	116	24.204826	25.767748	26.382941	23.644485	0.000000
1	117	24.140069	25.824223	26.443100	23.587599	0.005010
1	118	24.142375	25.817114	26.448322	23.592188	0.000000
1	119	24.210187	25.763366	26.369453	23.656994	0.000000
1	120	24.144455	25.822339	26.432488	23.600719	0.000000
1	121	24.133025	25.825433	26.457382	23.584161	0.000000
1	122	24.210091	25.776523	26.362414	23.650971	0.000000
1	123	24.138909	25.824836	26.444959	23.591296	0.000000
1	124	24.147951	25.823383	26.447836	23.580830	0.000000
1	125	24.197606	25.778087	26.393740	23.630567	0.000000
1	126	24.132220	25.828919	26.452502	23.586356	0.000003
1	127	24.123894	25.859939	26.442094	23.574074	0.000000
1	128	24.189569	25.776376	26.386322	23.647733	0.000000
1	129	24.143713	25.832377	26.440966	23.582944	0.000000
1	130	24.143525	25.841225	26.434376	23.580875	0.000000
1	131	24.217099	25.769611	26.376343	23.636946	0.000000
1	132	24.157883	25.816892	26.439137	23.585426	0.000663
1	133	24.151663	25.853499	26.431889	23.562715	0.000233
1	134	24.220645	25.763544	26.352650	23.663161	0.000000
1	135	24.150230	25.826088	26.438746	23.584936	0.000000
1	136	24.153970	25.819624	26.442833	23.583573	0.000000
1	137	24.193916	25.754871	26.384957	23.666256	0.000000
1	138	24.161213	25.800691	26.429071	23.605394	0.003631
1	139	24.150254	25.815062	26.436371	23.598312	0.000000
1	140	24.207336	25.769804	26.360170	23.662690	0.000000
1	141	24.178087	25.797773	26.401475	23.622665	0.000000
1	142	24.176011	25.804595	26.414460	23.604934	0.000000
1	143	24.235324	25.741733	26.352964	23.669979	0.000000
1	144	24.179839	25.817498	26.395815	23.606848	0.000000
1	145	24.169093	25.807127	26.424591	23.599188	0.000000
1	146	24.206668	25.765572	26.387899	23.639861	0.000000
1	147	24.070735	25.898054	26.511464	23.519747	0.000000
1	148	23.647415	26.300944	26.925164	23.126478	0.000000
1	149	22.260042	27.691348	28.352705	21.695905	0.000000
1	150	17.689875	32.438571	33.262801	16.608753	0.000000
2	151	24.838405	25.422287	25.541800	24.192355	0.005153
2	152	26.069279	23.946426	24.348659	25.633116	0.002520
2	153	24.702905	25.288980	25.617451	24.390665	0.000000
2	154	24.146663	25.839759	26.152904	23.860674	0.000000
2	155	24.607442	25.363258	25.697944	24.329020	0.002337
2	156	24.364493	25.622569	25.928870	24.075450	0.008618
2	157	24.386215	25.607837	25.960688	24.045260	0.000000
2	158	24.931578	25.042244	25.406475	24.619702	0.000000
2	159	24.718840	25.249899	25.635139	24.396122	0.000000
2	160	24.650209	25.335068	25.710460	24.304264	0.000000
2	161	24.792733	25.178129	25.598978	24.430159	0.000000
2	162	24.698375	25.274075	25.712836	24.313542	0.001171
2	163	24.771967	25.202498	25.669848	24.355686	0.000000
2	164	24.809455	25.172405	25.626625	24.391514	0.000000
2	165	24.681780	25.289689	25.760934	24.267597	0.000000
2	166	24.665127	25.328497	25.802711	24.203665	0.000000
2	167	24.716110	25.243758	25.765573	24.274559	0.000000
2	168	24.598144	25.373468	25.870125	24.158260	0.000003
2	169	24.551326	25.426285	25.923149	24.099239	0.000000
2	170	24.662463	25.311876	25.829505	24.196155	0.000000
2	171	24.565863	25.402103	25.915857	24.116176	0.000000
2	172	24.522089	25.430830	25.954215	24.092867	0.000000
2	173	24.627671	25.325359	25.884355	24.162615	0.000000
2	174	24.519330	25.448364	25.981081	24.051225	0.000000
2	175	24.505146	25.447089	26.000814	24.046951	0.000000
2	176	24.582608	25.353879	25.929809	24.133704	0.000000
2	177	24.481725	25.473083	26.044752	24.000440	0.000000
2	178	24.458145	25.491842	26.072666	23.977346	0.000000
2	179	24.544669	25.426802	25.984285	24.044235	0.000009
2	180	24.462244	25.506526	26.074894	23.956336	0.000000
2	181	24.410042	25.553576	26.105845	23.930537	0.000000
2	182	24.529441	25.431160	26.032489	24.006911	0.000000
2	183	24.420075	25.535677	26.151744	23.892504	0.000000
2	184	24.396303	25.572410	26.144559	23.886728	0.000000
2	185	24.502393	25.477653	26.063957	23.955997	0.000000
2	186	24.389007	25.573964	26.153876	23.883152	0.000000
2	187	24.390367	25.602404	26.172447	23.834781	0.000000
2	188	24.471106	25.506119	26.104357	23.918418	0.000000
2	189	24.383647	25.581367	26.192612	23.842375	0.000000
2	190	24.335533	25.622255	26.223905	23.818307	0.000000
2	191	24.451016	25.514376	26.128476	23.906132	0.000000
2	192	24.357384	25.617621	26.220972	23.804023	0.000000
2	193	24.337259	25.639604	26.233450	23.789687	0.000000
2	194	24.427366	25.536418	26.141709	23.894507	0.000000
2	195	24.328152	25.631888	26.227465	23.812495	0.000000
2	196	24.331610	25.659324	26.236986	23.772080	0.000000
2	197	24.393984	25.568749	26.157180	23.880086	0.000000
2	198	24.313736	25.657392	26.259085	23.769786	0.000000
2	199	24.302601	25.671792	26.266571	23.759035	0.000000
2	200	24.409619	25.567798	26.175594	23.846989	0.000000
2	201	24.286433	25.654889	26.283527	23.775151	0.000000
2	202	24.277249	25.686154	26.288478	23.748119	0.000000
2	203	24.381591	25.597979	26.194782	23.825647	0.000000
2	204	24.293265	25.685039	26.280147	23.741549	0.000000
2	205	24.277706	25.695785	26.300370	23.726098	0.000040
2	206	24.350462	25.624690	26.219171	23.805677	0.000000
2	207	24.278615	25.712493	26.286138	23.722754	0.000000
2	208	24.259271	25.715658	26.317706	23.707365	0.000000
2	209	24.342728	25.638500	26.223083	23.795690	0.000000
2	210	24.266449	25.710959	26.293234	23.729357	0.000000
2	211	24.245794	25.725917	26.336247	23.692042	0.000000
2	212	24.345164	25.638206	26.236162	23.780468	0.000000
2	213	24.226897	25.726895	26.335222	23.710986	0.000000
2	214	24.238513	25.742717	26.344975	23.673795	0.000000
2	215	24.323667	25.668421	26.241586	23.766325	0.000000
2	216	24.238253	25.716946	26.339290	23.705511	0.000000
2	217	24.218743	25.776654	26.361257	23.643346	0.000000
2	218	24.312337	25.664315	26.279259	23.744090	0.000000
2	219	24.205848	25.761032	26.356586	23.676535	0.000000
2	220	24.200579	25.759009	26.373594	23.666819	0.000000
2	221	24.296042	25.673879	26.287869	23.742210	0.000000
2	222	24.216094	25.760938	26.359716	23.663020	0.000233
2	223	24.208344	25.768306	26.386183	23.637167	0.000000
2	224	24.283139	25.679699	26.295110	23.742006	0.000046
2	225	24.208463	25.773994	26.376264	23.641279	0.000000
2	226	24.190039	25.780063	26.385312	23.644586	0.000000
2	227	24.267286	25.701122	26.313844	23.717748	0.000000
2	228	24.188148	25.782937	26.400049	23.628867	0.000000
2	229	24.200331	25.776784	26.389946	23.632939	0.000000
2	230	24.260920	25.708088	26.330669	23.700323	0.000000
2	231	24.185871	25.780456	26.390542	23.643131	0.000000
2	232	24.176183	25.793929	26.396790	23.633097	0.000000
2	233	24.263399	25.706730	26.330778	23.699094	0.000000
2	234	24.178087	25.795086	26.415323	23.611504	0.000000
2	235	24.168031	25.802332	26.427015	23.602622	0.000000
2	236	24.252300	25.720096	26.348428	23.679177	0.000000
2	237	24.165942	25.817695	26.413538	23.602825	0.000000
2	238	24.141969	25.836827	26.427315	23.593888	0.000000
2	239	24.211658	25.758491	26.368580	23.661271	0.000000
2	240	24.155224	25.815891	26.429604	23.599281	0.000000
2	241	24.144558	25.822950	26.442849	23.589643	0.000000
2	242	24.231790	25.729647	26.375109	23.663455	0.000000
2	243	24.152978	25.812848	26.431008	23.603122	0.000043
2	244	24.131860	25.838166	26.448042	23.581932	0.000000
2	245	24.205261	25.768882	26.372005	23.653851	0.000000
2	246	24.157164	25.831072	26.436286	23.575478	0.000000
2	247	24.143195	25.818530	26.456983	23.581293	0.000000
2	248	24.207210	25.756329	26.385284	23.651177	0.000000
2	249	24.130922	25.828999	26.469994	23.570086	0.000000
2	250	24.121891	25.855596	26.462327	23.560187	0.000000
2	251	24.199753	25.793682	26.371762	23.634802	0.000000
2	252	24.142070	25.844547	26.460158	23.553225	0.000000
2	253	24.136754	25.849828	26.451299	23.562119	0.000000
2	254	24.186684	25.783129	26.396836	23.633351	0.000000
2	255	24.115775	25.848140	26.479060	23.557024	0.000000
2	256	24.117263	25.842469	26.471472	23.568795	0.000000
2	257	24.195161	25.781324	26.392654	23.630841	0.000020
2	258	24.115032	25.846732	26.467151	23.571085	0.000000
2	259	24.128227	25.863228	26.483214	23.525331	0.000000
2	260	24.181824	25.786308	26.404703	23.627165	0.000000
2	261	24.106013	25.847864	26.489113	23.557011	0.000000
2	262	24.103054	25.886461	26.462788	23.547696	0.000000
2	263	24.183924	25.800165	26.396600	23.619311	0.000000
2	264	24.136138	25.841919	26.452681	23.569263	0.000000
2	265	24.105930	25.857331	26.484638	23.552101	0.000000
2	266	24.166117	25.814719	26.416337	23.602827	0.000000
2	267	24.100173	25.852357	26.495622	23.551848	0.000000
2	268	24.113018	25.858254	26.481010	23.547717	0.000000
2	269	24.160422	25.821445	26.416323	23.601810	0.000000
2	270	24.104209	25.863195	26.479722	23.552875	0.000000
2	271	24.099449	25.872957	26.471858	23.555736	0.000000
2	272	24.159252	25.810468	26.422406	23.607874	0.000000
2	273	24.099457	25.871734	26.478020	23.550789	0.000000
2	274	24.095228	25.873399	26.486282	23.545090	0.000000
2	275	24.142967	25.827358	26.430170	23.599505	0.000000
2	276	24.097295	25.878620	26.478612	23.545473	0.000000
2	277	24.106516	25.880573	26.472306	23.540606	0.000000
2	278	24.151500	25.815434	26.430442	23.602625	0.000000
2	279	24.098037	25.894925	26.460186	23.546851	0.000000
2	280	24.099213	25.883233	26.477238	23.540316	0.000000
2	281	24.153729	25.829746	26.411856	23.604670	0.000000
2	282	24.097371	25.884753	26.483065	23.534811	0.000000
2	283	24.114373	25.876615	26.475627	23.533386	0.000000
2	284	24.153722	25.843857	26.416939	23.585482	0.000000
2	285	24.100531	25.873062	26.464354	23.562053	0.000000
2	286	24.087668	25.874267	26.485409	23.552655	0.000000
2	287	24.149050	25.814871	26.434245	23.601834	0.000000
2	288	24.097870	25.861481	26.468685	23.571964	0.000000
2	289	24.090071	25.874062	26.474319	23.561548	0.000000
2	290	24.147692	25.816211	26.419182	23.616916	0.000000
2	291	24.132691	25.858505	26.449362	23.559442	0.000000
2	292	24.114067	25.879653	26.461457	23.544823	0.000000
2	293	24.154808	25.819850	26.414696	23.610646	0.000000
2	294	24.110901	25.861714	26.453770	23.573616	0.000000
2	295	24.115697	25.876278	26.460110	23.547915	0.000000
2	296	24.144609	25.830973	26.429870	23.594548	0.000000
2	297	23.975516	25.983491	26.550987	23.490006	0.000000
2	298	23.535380	26.404613	26.969377	23.090631	0.000000
2	299	21.959324	27.883657	28.391276	21.765743	0.000000
2	300	16.888961	32.780160	33.132862	17.198017	0.000000
