CTRL-rep1	CTRL-rep2	CTRL-rep3	ESRP-DKO-rep1	ESRP-DKO-rep2	ESRP-DKO-rep3	
7.942	9.289	8.375	7.993	9.972	9.176	
7.956	9.294	8.402	7.989	9.971	9.219	
7.956	9.288	8.429	8.031	10.005	9.222	
8.005	9.293	8.418	8.089	10.043	9.214	
8.037	9.267	8.441	8.135	10.043	9.143	
8.046	9.286	8.502	8.115	10.113	9.14	
8.105	9.309	8.563	8.161	10.152	9.146	
8.119	9.293	8.571	8.201	10.184	9.17	
8.131	9.283	8.589	8.234	10.202	9.201	
8.16	9.294	8.597	8.257	10.251	9.239	
8.204	9.255	8.586	8.273	10.287	9.235	
8.223	9.267	8.618	8.29	10.285	9.269	
8.278	9.233	8.63	8.305	10.301	9.248	
8.26	9.182	8.636	8.338	10.271	9.317	
8.29	9.163	8.648	8.341	10.305	9.29	
8.325	9.157	8.662	8.356	10.302	9.305	
8.328	9.14	8.664	8.374	10.32	9.3	
8.351	9.132	8.682	8.387	10.347	9.369	
8.323	9.139	8.715	8.415	10.36	9.377	
8.328	9.154	8.75	8.463	10.258	9.395	
8.327	9.159	8.784	8.519	10.3	9.422	
8.259	9.196	8.82	8.541	10.339	9.419	
8.275	9.199	8.88	8.616	10.395	9.456	
8.271	9.205	8.902	8.608	10.408	9.449	
8.276	9.224	8.889	8.621	10.473	9.479	
8.297	9.279	8.914	8.669	10.496	9.501	
8.369	9.29	8.939	8.723	10.484	9.55	
8.368	9.29	8.959	8.749	10.531	9.553	
8.396	9.275	8.996	8.811	10.524	9.559	
8.406	9.244	9.019	8.862	10.599	9.543	
8.422	9.255	9.066	8.923	10.627627	9.61	
8.467	9.254	9.082	8.951	10.628629	9.635	
8.506	9.253	9.097	8.974	10.695696	9.619	
8.483	9.23	9.115	8.97	10.700701	9.625	
8.495	9.201	9.129	8.979	10.692693	9.608	
8.507	9.259	9.125	8.978	10.742743	9.658	
8.489	9.261	9.161	9.051	10.752752	9.639	
8.495	9.193	9.162	9.019	10.773774	9.632	
8.537	9.198	9.18	9.046	10.773774	9.657	
8.541	9.176	9.139	9.023	10.80981	9.662	
8.533	9.156	9.148	9.022	10.813814	9.705	
8.555	9.155	9.116	9.017	10.810811	9.672	
8.565565	9.14	9.127	9.11	10.857858	9.769	
8.605606	9.155	9.159	9.126	10.954955	9.77	
8.611611	9.125	9.165	9.139	10.801802	9.777	
8.6786785	9.147	9.132	9.155	10.798799	9.758	
8.692693	9.11	9.118	9.139	10.790791	9.687	
8.704704	9.088	9.116	9.13	10.830831	9.645646	
8.698699	9.107	9.137	9.144	10.830831	9.627627	
8.72072	9.117	9.136	9.203	10.871872	9.657658	
8.722723	9.132	9.171	9.209	10.890891	9.6866865	
8.737738	9.137	9.172	9.202	10.864865	9.68969	
8.762763	9.11	9.266	9.189	10.852853	9.6866865	
8.744744	9.184	9.323	9.181	10.875875	9.704704	
8.734735	9.223	9.305	9.158	10.873874	9.68068	
8.754755	9.201	9.355	9.175	10.896897	9.68969	
8.744744	9.211	9.368	9.162	10.894895	9.696696	
8.755755	9.219	9.397	9.235	10.893894	9.712712	
8.764765	9.281	9.394394	9.248	10.871872	9.698699	
8.787787	9.304	9.420421	9.289	10.849699	9.794795	
8.800801	9.271	9.4094095	9.324	10.8727455	9.76076	
8.825826	9.281	9.450451	9.316	10.868737	9.80981	
8.842843	9.266	9.438438	9.315	10.869609	9.815816	
8.871872	9.316	9.463464	9.307	10.732197	9.874875	
8.881882	9.331	9.517517	9.345	10.761284	9.872873	
8.90481	9.344	9.503006	9.401	10.760281	9.892893	
8.937876	9.416	9.516032	9.449	10.74323	9.935936	
8.948897	9.421	9.5230465	9.483	10.739218	9.952953	
8.887775	9.394	9.461924	9.501	10.659638	9.904905	
8.837675	9.361	9.487976	9.524	10.657631	9.9079075	
8.828657	9.344	9.503006	9.51952	10.651607	9.863864	
8.781344	9.297	9.502004	9.536536	10.668008	9.9079075	
8.766299	9.331	9.498998	9.55055	10.695171	9.881882	
8.776329	9.305	9.490982	9.631632	10.708962	9.898899	
8.792377	9.32	9.486974	9.648648	10.687815	9.886887	
8.8284855	9.339	9.502507	9.641283	10.711694	9.851851	
8.786144	9.269269	9.52658	9.587349	10.7026205	9.816817	
8.766065	9.261261	9.5215645	9.6074295	10.729566	9.853854	
8.776104	9.244245	9.510531	9.616466	10.730576	9.927928	
8.752008	9.282282	9.527583	9.664659	10.744702	9.904905	
8.759036	9.351352	9.554664	9.657631	10.819192	9.94995	
8.794177	9.336336	9.541625	9.660643	10.828282	9.943944	
8.789157	9.324325	9.527583	9.684739	10.823233	9.914829	
8.820281	9.323323	9.553661	9.696787	10.823233	9.951903	
8.824297	9.099099	9.554664	9.648594	10.797979	9.963928	
8.793173	9.066066	9.531595	9.613454	10.796969	9.957916	
8.799197	9.081081	9.580321	9.584337	10.810101	9.958918	
8.816265	9.085085	9.550754	9.601406	10.814141	9.956914	
8.758032	9.065065	9.519598	9.693775	10.684849	9.985972	
8.758032	9.0360365	9.464321	9.756024	10.658586	9.995992	
8.716867	9.018018	9.473367	9.802209	10.633333	9.996994	
8.693775	9.0040045	9.471356	9.808233	10.640404	9.970942	
8.705823	9.0200205	9.492462	9.79016	10.611111	9.887775	
8.697791	9.058058	9.438191	9.823293	10.585858	9.849699	
8.682731	9.003003	9.479397	9.815261	10.587879	9.858717	
8.701807	8.988989	9.481407	9.828313	10.620202	9.835671	
8.745984	9.073073	9.330653	9.865462	10.5525255	9.816633	
8.730924	9.041041	9.342713	9.86747	10.5	9.783567	
8.712852	9.075075	9.336683	9.851406	10.453535	9.758517	
8.712852	9.104104	9.381909	9.863454	10.451515	9.760521	
8.714859	9.091091	9.37789	9.854418	10.439394	9.783567	
8.740964	9.09009	9.39598	9.855422	10.428283	9.740481	
8.746988	9.106106	9.378895	9.812249	10.435353	9.775551	
8.79016	9.098098	9.365829	9.810241	10.364647	9.808618	
8.782128	9.097097	9.3547735	9.833333	10.190909	9.827655	
8.79518	9.112112	9.323618	9.848393	10.155556	9.861724	
8.842369	9.147147	9.344724	9.874498	10.143435	9.856713	
8.823115	9.118355	9.361809	9.859438	10.130303	9.831663	
8.859297	9.172518	9.376884	9.864458	10.181818	9.833668	
8.872362	9.198596	9.378895	9.871486	10.157576	9.796593	
8.901507	9.217872	9.379899	9.899598	10.132457	9.795386	
8.911558	9.279117	9.392964	9.943775	10.156724	9.790371	
8.947634	9.277108	9.300503	9.948795	10.161779	9.806225	
8.925478	9.237952	9.346734	9.947791	10.156724	9.837349	
8.929506	9.227912	9.332664	9.955823	10.123357	9.848393	
8.948641	9.256024	9.318593	9.928643	10.086957	9.859438	
8.903323	9.211847	9.324623	9.9638195	10.07179	9.861445	
8.869083	9.23996	9.327639	9.972837	10.057634	9.873494	
8.872105	9.237952	9.345729	9.977867	10.036401	9.851406	
8.868076	9.232932	9.360161	9.940644	10.022244	9.851406	
8.8459215	9.25	9.399396	9.93662	10.064712	9.890562	
8.840886	9.243976	9.376258	9.98994	10.121335	9.891566	
8.840886	9.245984	9.431589	9.992958	10.12639	9.914659	
8.843907	9.195783	9.455734	9.971831	10.110212	9.893575	
8.855992	9.20482	9.4346075	10.001006	10.184024	9.899598	
8.871098	9.210843	9.477867	9.962776	10.109201	9.914659	
8.8429	9.210843	9.465795	9.971831	10.121335	9.888555	
8.821753	9.215863	9.4959755	9.951711	10.1435795	9.888555	
8.838872	9.224899	9.502012	9.998994	10.109201	9.940763	
8.825781	9.29518	9.527163	10.009054	10.149646	9.88755	
8.801611	9.278112	9.536218	10.206238	10.247725	9.88755	
8.786506	9.283133	9.556338	10.176056	10.231547	9.939759	
8.756294	9.283133	9.587525	10.139839	10.233569	9.915663	
8.758064	9.311245	9.591549	10.151912	10.182002	9.915663	
8.75504	9.305221	9.576459	10.167002	10.151669	9.935743	
8.745968	9.301205	9.581489	10.140845	10.146613	9.908634	
8.756048	9.292169	9.579477	9.949698	10.170879	9.88755	
8.75	9.258291	9.557344	9.917505	10.159919	9.884538	
8.745968	9.327639	9.525151	9.898391	10.187247	9.933735	
8.726814	9.307538	9.498994	9.859155	10.187247	9.846386	
8.75	9.328643	9.54326	9.880281	10.160932	9.866466	
8.767138	9.337688	9.541247	9.8883295	10.148786	9.861445	
8.78002	9.344724	9.561368	9.939638	10.128543	9.87751	
8.7921295	9.368844	9.567405	9.932528	10.115385	9.845382	
8.81332	9.287437	9.599598	9.862904	10.102226	9.822289	
8.811302	9.257286	9.6036215	9.867944	10.114372	9.821106	
8.869828	9.303517	9.59658	9.88004	10.165992	9.829145	
8.855701	9.2934675	9.584088	9.851814	10.208502	9.81809	
8.845611	9.279397	9.593152	9.836694	10.182371	9.798995	
8.826438	9.41407	9.611279	9.8286295	10.198582	9.850251	
8.82442	9.467337	9.582074	9.780242	10.202634	9.864322	
8.886983	9.527638	9.694864	9.8901205	10.236069	9.891458	
8.915237	9.546734	9.701914	9.900202	10.279635	9.896482	
8.939455	9.5055275	9.708962	9.90625	10.280648	9.873367	
8.9727545	9.530181	9.691843	9.9375	10.27789	9.861306	
9.012109	9.518108	9.693857	9.961694	10.287018	9.864322	
9.014127	9.560362	9.702921	9.9848795	10.3377285	9.891458	
9.0111	9.589538	9.695871	9.972782	10.39148	10.091457	
9.007064	9.554884	9.702921	9.971774	10.38641	10.048242	
9.0272455	9.642497	9.700907	9.980846	10.398581	10.042211	
9.012109	9.637463	9.70867	9.934476	10.403651	9.961809	
9.056509	9.650554	9.721774	9.917338	10.382353	9.946733	
9.03229	9.634441	9.684476	9.910282	10.385396	9.948744	
9.021191	9.657603	9.690524	9.8598795	10.41075	9.983919	
9.014127	9.693857	9.690524	9.883064	10.438134	10.009054	
9.0222	9.712991	9.660282	9.934476	10.488844	10.041247	
8.989909	9.726083	9.642138	9.910192	10.492901	10.0653925	
8.994955	9.710977	9.65625	9.893038	10.512171	10.038229	
9.014127	9.717019	9.648186	9.868819	10.536511	10.045272	
9.044399	9.719033	9.688508	9.855701	10.577665	10.060362	
9.047427	9.752266	9.705646	9.843593	10.543147	10.016096	
9.026262	9.763344	9.710394	9.862765	10.532995	10.001006	
9.003031	9.729104	9.693939	9.869828	10.537056	10.008048	
9.028283	9.72709	9.647474	9.905147	10.530965	10.033233	
9.045455	9.768378	9.654196	9.974773	10.596954	10.025176	
8.995955	9.736153	9.65824	9.964683	10.568528	9.991943	
8.997975	9.727822	9.652174	9.996973	10.538071	9.994965	
9.024291	9.732862	9.62993	10.001009	10.556345	9.976838	
9.030364	9.747984	9.643074	9.80222	10.527919	9.963746	
9.031377	9.743952	9.644085	9.786075	10.479188	9.983888	
9.063766	9.748992	9.647774	9.778002	10.485279	10.037261	
9.013158	9.799396	9.678138	9.782039	10.524873	10.076536	
8.947369	9.831654	9.677126	9.767676	10.537056	10.072508	
8.954453	9.83367	9.673077	9.782828	10.55533	10.029204	
8.933198	9.81754	9.691296	9.890909	10.554315	10.02719	
8.915992	9.774194	9.7712555	10.041414	10.580284	10.050352	
8.955465	9.799396	9.752025	10.020202	10.632113	10.03629	
8.939271	9.784274	9.770243	10.023232	10.630081	10.008064	
8.900809	9.800404	9.748988	10.049495	10.645326	10.03125	
8.894737	9.818365	9.687247	10.019192	10.628049	9.992944	
8.904859	9.7941475	9.733806	10.120202	10.635162	10.069697	
8.914893	9.797174	9.736842	10.120202	10.569106	10.020202	
8.938134	9.7921295	9.77834	10.141414	10.502032	10.024242	
8.953347	9.748485	9.806484	10.08999	10.392277	10.016162	
8.989858	9.756319	9.808511	10.137512	10.390244	10.035354	
9.009128	9.781597	9.791286	10.148635	10.376017	10.022244	
8.9827585	9.817998	9.7629175	10.167847	10.354674	10.065723	
8.947262	9.816987	9.785208	10.158907	10.308943	10.088979	
8.981745	9.800608	9.841946	10.124494	10.320122	10.147774	
8.973631	9.76417	9.783181	10.119433	10.331637	10.174089	
8.996958	9.758097	9.756839	10.169028	10.338758	10.190284	
8.981745	9.77834	9.747464	10.196356	10.322482	10.175101	
8.949239	9.737854	9.776649	10.192307	10.371312	10.181174	
8.95533	9.738867	9.838414	10.202429	10.397762	10.163968	
9.053807	9.725709	9.816057	10.152834	10.397149	10.260121	
9.034518	9.751773	9.827236	10.050608	10.368635	10.253293	
9.028426	9.719352	9.771109	10.015198	10.405295	10.25532	
8.995939	9.714286	9.807732	10.0172415	10.415479	10.314402	
8.972589	9.742655	9.781281	9.979716	10.447047	10.333672	
8.970558	9.721378	9.775178	9.9371195	10.450102	10.343813	
8.943148	9.690983	9.739573	9.921906	10.416497	10.370183	
8.941116	9.674772	9.791454	9.899594	10.417515	10.342799	
8.88528	9.691996	9.78942	9.90568	10.429735	10.348885	
8.873096	9.673428	9.806714	9.8954315	10.410387	10.20284	
8.855838	9.602434	9.761953	9.891371	10.443992	10.188641	
8.900407	9.590263	9.757637	9.84467	10.46945	10.133874	
8.873983	9.61359	9.728106	9.835533	10.464358	10.191684	
8.817904	9.616243	9.695519	9.828426	10.430173	10.147208	
8.832147	9.629441	9.730143	9.839594	10.525994	10.138071	
8.786368	9.628427	9.700611	9.836548	10.515306	10.111675	
8.835198	9.604061	9.690428	9.843655	10.495918	10.137055	
8.85351	9.603045	9.643584	9.867887	10.506123	10.15533	
8.871821	9.635533	9.639511	9.889228	10.513266	10.15939	
8.868769	9.627032	9.634419	9.846544	10.443877	10.191878	
8.881994	9.644309	9.58554	9.827236	10.483673	10.167513	
8.871821	9.596544	9.604888	9.763211	10.481632	10.15533	
8.880977	9.584944	9.535642	9.773374	10.566326	10.169543	
8.869786	9.561546	9.568228	9.803862	10.585291	10.121827	
8.871821	9.542769	9.556008	9.769074	10.577709	10.117766	
8.904374	9.541752	9.553971	9.803662	10.607362	10.13198	
8.889115	9.549898	9.572302	9.808749	10.565439	10.095529	
8.880977	9.551935	9.525994	9.825026	10.556237	10.049797	
8.915479	9.532586	9.531091	9.808749	10.657464	10.1517315	
8.962322	9.546844	9.495413	9.91446	10.632548	10.132383	
8.9551935	9.559633	9.465306	9.917515	10.635246	10.118126	
8.959267	9.577982	9.45	10.041752	10.616803	10.117108	
8.910387	9.600408	9.476531	10.042769	10.623976	10.08554	
8.884929	9.595311	9.503061	10.038696	10.642418	10.084521	
8.850306	9.577982	9.530612	10.040733	10.623976	10.087576	
8.816701	9.519877	9.554082	9.99389	10.57582	10.070265	
8.807535	9.535169	9.506123	9.995927	10.555327	10.063136	
8.819756	9.56473	9.503061	9.983706	10.555327	10.039715	
8.812627	9.61264	9.493877	10.016294	10.544058	10.03666	
8.769623	9.660204	9.443877	10.032586	10.554872	10.064155	
8.778797	9.704082	9.434694	10.031569	10.561026	10.10998	
8.786517	9.705102	9.441836	10.010194	10.564682	10.108961	
8.81001	9.739796	9.421429	9.940877	10.540041	10.101833	
8.789581	9.711225	9.421859	9.948012	10.544239	10.099898	
8.779141	9.729316	9.391215	9.976555	10.512874	10.057085	
8.85276	9.6884575	9.385087	9.97449	10.478888	10.056123	
8.859919	9.683351	9.389173	9.929592	10.432544	10.061225	
8.867076	9.611849	9.383044	9.949949	10.341915	10.071502	
8.86503	9.587334	9.358529	9.955056	10.352214	10.084781	
8.858895	9.61043	9.33095	9.905005	10.332301	10.092952	
8.87001	9.6227	9.322779	9.855828	10.320248	10.059304	
8.8741045	9.664621	9.310521	9.882413	10.352637	10.077789	
8.885364	9.623722	9.316974	9.819302	10.341262	10.167008	
8.900717	9.601227	9.304704	9.89733	10.32058	10.193846	
8.8862705	9.597137	9.280164	9.87885	10.36091	10.181539	
8.855533	9.588957	9.2484665	9.879877	10.346433	10.196098	
8.807377	9.61043	9.291411	9.87256	10.323682	10.168378	
8.788935	9.574206	9.289366	9.908436	10.288521	10.170782	
8.796106	9.561476	9.287321	9.87963	10.301965	10.142121	
8.773334	9.553279	9.320041	9.950566	10.323682	10.143299	
8.8	9.530256	9.329244	9.96904	10.310238	10.120619	
8.788501	9.638604	9.324463	9.898761	10.24819	10.18679	
8.756423	9.646454	9.321392	9.876939	10.086866	10.166151	
8.7636175	9.668037	9.296827	9.847983	10.1057	10.136364	
8.784173	9.708119	9.289662	9.82213	10.068464	10.141529	
8.71502	9.676622	9.283521	9.807652	10.083074	10.176653	
8.725308	9.680412	9.305016	9.798346	10.143451	10.188017	
8.617131	9.654639	9.277664	9.805383	10.148648	10.06515	
8.633643	9.6945305	9.287769	9.824017	10.155046	10.062048	
8.623967	9.636739	9.284686	9.779503	10.101977	10.040331	
8.604964	9.632232	9.294964	9.76501	10.104058	9.989658	
8.67942	9.6515	9.285714	9.815735	10.135276	10.004141	
8.680455	9.656671	9.274409	9.863354	10.163371	10.005176	
8.702899	9.646329	9.305242	9.802278	10.16025	10.009316	
8.706004	9.595656	9.268243	9.829192	10.134235	10.034197	
8.683229	9.603108	9.263374	9.813472	10.102083	10.074612	
8.691511	9.53057	9.279836	9.78342	10.023958	10.070539	
8.649068	9.552904	9.263374	9.813278	10.016684	10.063344	
8.644928	9.512448	9.265705	9.851505	10.080628	10.077963	
8.726425	9.524403	9.264675	9.829699	10.115425	10.083246	
8.720207	9.493763	9.335052	9.814122	10.10808	10.10718	
8.757261	9.609781	9.328174	9.776739	10.149003	10.092612	
8.754932	9.6077	9.313017	9.767152	10.241053	10.123829	
8.778586	9.598958	9.339876	9.77027	10.272439	10.172737	
8.770031	9.658334	9.309204	9.704474	10.266104	10.18125	
8.779396	9.644792	9.32058	9.698231	10.253432	10.15625	
8.767709	9.609375	9.3147	9.674297	10.255544	10.136458	
8.662839	9.612096	9.360996	9.678832	10.267442	10.10334	
8.638831	9.607924	9.295834	9.655532	10.286469	10.111808	
8.636364	9.612735	9.312109	9.646443	10.316402	10.121466	
8.6628275	9.617954	9.349008	9.638075	10.349206	10.151833	
8.686583	9.574113	9.371339	9.667715	10.450793	10.124738	
8.714286	9.596234	9.385341	9.683106	10.438095	10.137317	
8.715336	9.587866	9.397905	9.706625	10.43644	10.181342	
8.689075	9.568586	9.402515	9.693685	10.443856	10.169811	
8.690526	9.583858	9.41195	9.735232	10.430998	10.161595	
8.699684	9.619748	9.349056	9.754757	10.40851	10.131165	
8.725739	9.681052	9.362015	9.766702	10.42705	10.155462	
8.737288	9.544397	9.361433	9.757962	10.454158	10.120925	
8.726695	9.587301	9.342465	9.771762	10.445629	10.098844	
8.681144	9.606992	9.337909	9.771762	10.475428	10.107256	
8.699894	9.633086	9.286469	9.806794	10.425669	10.069401	
8.698194	9.592789	9.3005295	9.762208	10.429796	10.060988	
8.718385	9.593418	9.31356	9.751593	10.416935	10.069473	
8.741764	9.63018	9.399788	9.794681	10.4748125	10.071579	
8.761955	9.623003	9.415694	9.878335	10.465665	10.033755	
8.782979	9.609808	9.410393	9.865385	10.427341	10.048626	
8.774228	9.618997	9.414453	9.910849	10.453176	10.107937	
8.685836	9.634615	9.371277	9.919354	10.474649	10.120763	
8.674122	9.620321	9.358511	9.9375	10.489201	10.121951	
8.739594	9.61349	9.382978	9.934196	10.532397	10.164369	
8.720385	9.594218	9.385516	10.018378	10.504319	10.177471	
8.701174	9.590568	9.369936	10.017298	10.536717	10.172157	
8.697972	9.609442	9.372465	9.912433	10.509719	10.15	
8.699039	9.601932	9.325854	9.876623	10.49676	10.207044	
8.708645	9.622317	9.343315	9.908009	10.327214	10.041622	
8.704375	9.633727	9.368703	9.938178	10.279697	10.05016	
8.67094	9.627282	9.350482	9.91413	10.286797	10.073718	
8.639572	9.664516	9.33871	9.958695	10.268398	10.033119	
8.6481285	9.643011	9.333333	9.995652	10.233767	10.019231	
8.627808	9.713979	9.328664	10.036997	10.263272	10.03953	
8.628877	9.746237	9.3125	10.054585	10.281216	10.055615	
8.714286	9.77718	9.300647	10.096175	10.446254	10.071734	
8.705377	9.745689	9.270474	10.089716	10.387622	10.0674515	
8.631183	9.698276	9.273706	10.059211	10.41939	10.12661	
8.639785	9.710896	9.25162	10.061471	10.408942	10.108369	
8.67742	9.703464	9.262419	10.048299	10.528898	10.095699	
8.6846075	9.683983	9.231602	10.003293	10.523446	10.084947	
8.653017	9.685065	9.281385	10.021954	10.553981	10.077502	
8.723061	9.661256	9.30303	10.048351	10.659389	10.113147	
8.740302	9.666306	9.199134	9.967033	10.669214	10.108836	
8.746221	9.654387	9.19935	9.98022	10.668122	10.117456	
8.713823	9.611051	9.206074	9.9956045	10.706332	10.081897	
8.722463	9.579632	9.208243	9.977998	10.723195	10.13808	
8.698704	9.597614	9.184582	9.971397	10.7724285	10.127293	
8.694054	9.617806	9.179153	9.926211	10.726477	10.216828	
8.661256	9.594124	9.288043	9.9163	10.734136	10.174946	
8.719394	9.624592	9.282609	9.914097	10.729967	10.160907	
8.750543	9.665577	9.321001	9.933921	10.7047205	10.161987	
8.7396965	9.667756	9.348584	9.970264	10.77168	10.137149	
8.779826	9.69256	9.396514	9.962514	10.774973	10.155676	
8.773319	9.696605	9.412854	9.965821	10.778022	10.136216	
8.812365	9.686403	9.412854	9.964719	10.826182	10.137445	
8.809989	9.683114	9.417212	9.929282	10.820683	10.07584	
8.827174	9.705044	9.41939	9.912707	10.831683	10.0065	
8.867392	9.744517	9.454743	9.903761	10.845984	9.979393	
8.821739	9.800439	9.520742	9.930155	10.859978	9.926087	
8.823913	9.78595	9.522925	9.958889	10.850829	9.931447	
8.791939	9.773377	9.55847	9.96882	10.826135	9.926006	
8.769063	9.750275	9.569399	9.967706	10.811739	9.929271	
8.777778	9.711453	9.589716	9.956473	10.840355	9.922742	
8.742919	9.668502	9.542669	9.901676	10.860155	9.921654	
8.799127	9.6276245	9.54874	9.909497	10.864594	9.918389	
8.815301	9.663344	9.515351	9.893855	10.866667	9.95098	
8.772677	9.641196	9.489035	9.9025755	10.823334	9.930284	
8.755751	9.669256	9.451153	9.895623	10.803333	9.928026	
8.766704	9.708565	9.496703	9.880898	10.773942	9.928026	
8.787514	9.6396	9.535753	9.869516	10.781494	10.009826	
8.797149	9.628062	9.484049	9.920135	10.752233	10.010953	
8.743139	9.659978	9.482379	9.944881	10.762277	9.998903	
8.713502	9.616759	9.454845	9.914414	10.750838	10.020856	
8.723077	9.624581	9.4922905	9.873732	10.739373	10.069231	
8.70989	9.62374	9.496141	9.8444195	10.712528	10.067106	
8.737363	9.590145	9.532525	9.780158	10.770436	10.104626	
8.770673	9.594171	9.562914	9.773138	10.786277	10.117842	
8.775691	9.586516	9.735911	9.78781	10.777027	10.150881	
8.808416	9.696288	9.744751	9.79661	10.770011	10.186123	
8.774445	9.61443	9.697675	9.816949	10.735891	10.266813	
8.753333	9.61851	9.842747	9.986441	10.740951	10.310841	
8.734445	9.5807905	9.842747	10.001133	10.711538	10.289357	
8.694104	9.541243	9.871111	9.976191	10.680996	10.257206	
8.724944	9.6	9.952222	9.996594	10.674208	10.260532	
8.691537	9.570782	9.967742	9.975028	10.658371	10.286348	
8.697545	9.586167	10.006681	9.897611	10.626985	10.240267	
8.654749	9.673099	10.040223	9.897611	10.650794	10.224694	
8.638298	9.677639	10.040223	9.918858	10.6875	10.200892	
8.651686	9.6875	10.010067	9.931429	10.687144	10.189733	
8.722472	9.706819	10.042505	9.662472	10.686789	10.183036	
8.729425	9.718182	10.029148	9.668192	10.660592	10.196868	
8.698985	9.675	10.043771	9.6807785	10.67845	10.172452	
8.683973	9.641638	10.048369	9.66055	10.667809	10.174888	
8.695702	9.639363	9.985376	9.671265	10.667429	10.133409	
8.643262	9.6731205	9.988701	9.653625	10.696796	10.242152	
8.776644	9.6613455	10.00453	9.808756	10.65711	10.213004	
8.692743	9.629418	9.982993	9.803922	10.534404	10.206278	
8.6587305	9.619429	10.005675	9.792148	10.536165	10.190583	
8.6901245	9.605956	9.978409	9.792148	10.522388	10.219731	
8.673099	9.616532	9.988636	9.834873	10.602992	10.222222	
8.692045	9.597015	9.945393	9.789839	10.64672	10.244669	
8.6905575	9.587357	9.938566	9.849537	10.64672	10.236813	
8.686789	9.563218	9.93508	9.823871	10.608746	10.194601	
8.658315	9.544827	9.973684	9.832947	10.621684	10.187852	
8.668187	9.51954	10.08945	9.899072	10.644676	10.182432	
8.670092	9.540852	10.127586	9.947796	10.649652	10.156885	
8.68379	9.517282	10.114943	9.97093	10.651972	10.08258	
8.691781	9.928407	10.105747	9.990686	10.674797	10.084938	
8.680366	9.950289	10.150748	9.949883	10.635307	10.071347	
8.652968	9.911935	10.133487	9.939323	10.656977	10.003406	
8.652968	9.887471	10.138409	9.920467	10.651515	10.019362	
8.625858	9.869919	10.066897	9.806791	10.528588	10.026256	
8.631579	9.881533	10.055364	9.802108	10.557759	10.012571	
8.640732	9.83856	10.06805	9.79367	10.533256	10.052631	
