CTRL-rep1	CTRL-rep2	CTRL-rep3	ESRP-DKO-rep1	ESRP-DKO-rep2	ESRP-DKO-rep3	
0	5	3	0	0	0	
0	1	1	1	0	0	
0	2	0	0	2	3	
1	1	3	0	0	0	
0	0	3	1	1	1	
0	0	0	0	1	0	
3	1	1	0	1	2	
4	0	3	0	0	1	
1	0	1	0	1	1	
1	0	0	0	1	1	
0	1	4	0	3	1	
1	1	0	0	0	1	
0	0	1	0	0	0	
2	0	0	1	1	1	
0	0	0	0	2	1	
0	0	0	1	3	0	
1	0	0	2	2	1	
0	0	0	0	2	0	
0	0	3	0	0	0	
2	1	2	1	1	1	
0	0	0	2	0	0	
2	0	0	1	2	1	
0	1	1	3	0	1	
1	0	0	0	0	0	
1	1	0	2	0	2	
2	0	1	1	1	1	
1	0	0	1	1	3	
0	1	1	0	0	2	
0	0	2	0	1	1	
1	0	1	0	0	1	
1	0	1	0	0	1	
0	0	0	0	1	2	
0	1	1	1	2	0	
1	0	0	2	0	0	
0	1	0	0	1	0	
0	0	1	2	1	0	
0	1	0	2	0	0	
0	1	0	0	0	1	
0	0	0	0	0	1	
1	1	1	0	0	1	
0	1	1	2	0	0	
0	1	0	1	0	1	
2	0	0	1	1	1	
0	0	0	0	0	1	
1	0	1	1	1	1	
1	0	2	0	1	0	
1	1	0	0	3	1	
0	1	2	0	1	0	
1	0	0	0	2	0	
0	0	2	2	3	2	
0	1	0	0	0	1	
1	1	0	1	0	0	
2	0	1	0	0	0	
1	1	2	1	0	0	
0	0	0	0	1	0	
2	0	1	1	1	0	
0	2	2	0	0	1	
0	0	0	0	0	0	
0	1	0	0	0	0	
2	1	2	0	0	1	
0	1	0	1	0	0	
0	1	1	0	0	1	
0	0	1	0	0	0	
0	0	0	0	1	0	
1	1	0	0	1	1	
0	0	1	0	1	0	
1	0	1	0	0	0	
0	0	1	0	0	1	
0	0	0	0	0	1	
1	0	2	2	1	1	
1	0	1	1	1	0	
1	0	1	0	1	0	
0	0	0	0	0	1	
1	0	0	0	0	0	
0	0	1	2	1	0	
0	1	0	0	0	0	
1	0	0	1	1	0	
0	0	1	1	0	0	
1	0	3	1	1	2	
0	1	0	1	0	0	
0	0	0	2	1	0	
0	0	0	1	1	0	
0	0	1	1	0	0	
0	0	0	0	0	0	
1	0	0	1	0	0	
1	0	0	1	0	0	
1	0	0	0	1	0	
0	0	0	0	0	1	
1	0	2	0	0	1	
0	2	0	0	1	0	
3	0	1	1	1	2	
0	2	0	0	0	0	
0	2	0	0	0	0	
0	0	0	0	0	0	
0	0	0	0	2	1	
0	0	0	0	0	1	
0	0	0	0	0	0	
0	2	1	0	2	2	
0	0	0	0	0	0	
0	0	0	0	0	1	
1	2	1	1	0	0	
0	0	2	2	0	0	
1	1	0	0	1	0	
0	1	0	0	0	0	
1	0	0	0	0	0	
1	1	0	0	0	0	
0	0	1	0	0	0	
0	0	1	0	0	0	
1	0	0	1	1	1	
0	0	1	1	1	0	
0	1	0	1	0	1	
0	0	1	0	0	1	
0	0	0	1	0	1	
0	3	1	0	0	0	
1	0	0	1	1	0	
0	0	0	1	1	1	
1	1	1	1	1	0	
1	0	0	0	2	0	
1	0	0	2	1	0	
0	1	0	0	0	0	
0	0	1	3	1	1	
0	1	0	0	1	2	
1	0	0	1	0	2	
1	0	0	0	2	1	
0	1	0	1	1	0	
1	0	1	1	0	2	
0	0	3	0	0	0	
1	1	1	1	0	0	
0	1	0	1	0	1	
0	1	0	0	0	0	
0	3	0	0	0	1	
0	1	1	0	0	0	
0	0	1	0	0	0	
0	1	0	1	0	0	
0	0	0	0	0	0	
2	2	1	0	0	2	
0	0	0	0	0	1	
0	1	0	1	1	0	
1	1	0	0	0	1	
0	0	0	2	0	1	
1	0	0	3	0	1	
0	0	0	0	1	0	
0	0	1	0	0	0	
5	0	1	1	0	0	
0	1	0	0	0	0	
0	1	0	0	1	0	
1	0	0	0	0	1	
0	1	0	0	0	0	
0	0	0	0	0	0	
2	0	0	0	3	1	
0	0	1	0	0	0	
0	1	0	0	3	1	
0	0	0	0	0	0	
0	0	1	0	0	0	
0	0	0	0	1	1	
1	0	0	0	0	0	
0	1	0	1	0	1	
0	0	0	0	0	1	
0	0	0	0	1	0	
0	1	1	1	0	1	
0	1	0	0	0	0	
0	0	0	0	0	0	
0	0	0	1	1	0	
0	1	0	0	0	0	
0	1	0	0	3	0	
0	0	1	0	0	0	
1	0	0	0	2	1	
0	1	0	2	0	0	
1	0	0	1	0	0	
0	1	0	0	2	1	
1	0	1	0	1	0	
2	0	0	0	1	0	
1	0	0	1	1	0	
0	0	1	0	1	0	
0	1	0	0	1	0	
0	0	0	1	0	0	
0	1	2	0	0	0	
0	1	0	0	0	1	
2	0	0	0	0	0	
0	0	0	0	0	0	
1	0	0	1	0	0	
0	1	0	0	0	0	
0	0	0	0	1	0	
0	0	1	1	0	0	
0	0	1	0	0	1	
1	1	1	0	0	0	
0	0	2	0	0	1	
0	1	0	0	0	0	
0	0	0	1	0	0	
0	0	0	0	0	0	
0	0	0	0	1	0	
0	0	0	0	1	0	
0	0	0	0	0	0	
0	1	1	0	1	0	
0	0	0	0	0	1	
0	0	0	0	0	0	
0	1	0	1	0	1	
0	0	0	1	0	0	
0	0	0	1	0	0	
73	68	74	68	74	68	
