TUMOR MAPPING/ALIGNING SUMMARY,,Secondary alignments,0
TUMOR MAPPING/ALIGNING SUMMARY,,Supplementary (chimeric) alignments,59201337
TUMOR MAPPING/ALIGNING SUMMARY,,Estimated read length,150.00
TUMOR MAPPING/ALIGNING SUMMARY,,Bases in reference genome,3209286105
TUMOR MAPPING/ALIGNING SUMMARY,,Bases in target bed [% of genome],NA
TUMOR MAPPING/ALIGNING SUMMARY,,Average sequenced coverage over genome,102.83
TUMOR MAPPING/ALIGNING SUMMARY,,Insert length: mean,383.00
TUMOR MAPPING/ALIGNING SUMMARY,,Insert length: median,376.00
TUMOR MAPPING/ALIGNING SUMMARY,,Insert length: standard deviation,85.15
TUMOR MAPPING/ALIGNING SUMMARY,,Provided sex chromosome ploidy,NA
TUMOR MAPPING/ALIGNING SUMMARY,,DRAGEN mapping rate [mil. reads/second],0.39
NORMAL MAPPING/ALIGNING SUMMARY,,Total input reads,1100000000,100.00
NORMAL MAPPING/ALIGNING SUMMARY,,Number of duplicate marked reads,123518125,11.23
NORMAL MAPPING/ALIGNING SUMMARY,,Number of duplicate marked and mate reads removed,NA
NORMAL MAPPING/ALIGNING SUMMARY,,Number of unique reads (excl. duplicate marked reads),976481875,88.77
NORMAL MAPPING/ALIGNING SUMMARY,,Reads with mate sequenced,1100000000,100.00
NORMAL MAPPING/ALIGNING SUMMARY,,Reads without mate sequenced,0,0.00
NORMAL MAPPING/ALIGNING SUMMARY,,QC-failed reads,0,0.00
NORMAL MAPPING/ALIGNING SUMMARY,,Mapped reads,1066826874,96.98
NORMAL MAPPING/ALIGNING SUMMARY,,Mapped reads R1,533963768,97.08
NORMAL MAPPING/ALIGNING SUMMARY,,Mapped reads R2,532863106,96.88
NORMAL MAPPING/ALIGNING SUMMARY,,Number of unique & mapped reads (excl. duplicate marked reads),943308749,85.76
NORMAL MAPPING/ALIGNING SUMMARY,,Unmapped reads,33173126,3.02
NORMAL MAPPING/ALIGNING SUMMARY,,Singleton reads (itself mapped; mate unmapped),1585054,0.14
NORMAL MAPPING/ALIGNING SUMMARY,,Paired reads (itself & mate mapped),1065241820,96.84
NORMAL MAPPING/ALIGNING SUMMARY,,Properly paired reads,1055464776,95.95
NORMAL MAPPING/ALIGNING SUMMARY,,Not properly paired reads (discordant),9777044,0.89
NORMAL MAPPING/ALIGNING SUMMARY,,Paired reads mapped to different chromosomes,6948576,0.65
NORMAL MAPPING/ALIGNING SUMMARY,,Paired reads mapped to different chromosomes (MAPQ>=10),3629346,0.34
NORMAL MAPPING/ALIGNING SUMMARY,,Reads with MAPQ [40:inf),1007221457,91.57
NORMAL MAPPING/ALIGNING SUMMARY,,Reads with MAPQ [30:40),3513632,0.32
NORMAL MAPPING/ALIGNING SUMMARY,,Reads with MAPQ [20:30),7951827,0.72
NORMAL MAPPING/ALIGNING SUMMARY,,Reads with MAPQ [10:20),9622013,0.87
NORMAL MAPPING/ALIGNING SUMMARY,,Reads with MAPQ [ 0:10),38517945,3.50
NORMAL MAPPING/ALIGNING SUMMARY,,Reads with MAPQ NA (Unmapped reads),33173126,3.02
NORMAL MAPPING/ALIGNING SUMMARY,,Reads with indel R1,13131067,2.46
NORMAL MAPPING/ALIGNING SUMMARY,,Reads with indel R2,12308296,2.31
NORMAL MAPPING/ALIGNING SUMMARY,,Total bases,165000000000
NORMAL MAPPING/ALIGNING SUMMARY,,Total bases R1,82500000000
NORMAL MAPPING/ALIGNING SUMMARY,,Total bases R2,82500000000
NORMAL MAPPING/ALIGNING SUMMARY,,Mapped bases R1,80094565200
NORMAL MAPPING/ALIGNING SUMMARY,,Mapped bases R2,79929465900
NORMAL MAPPING/ALIGNING SUMMARY,,Soft-clipped bases R1,700070179,0.87
NORMAL MAPPING/ALIGNING SUMMARY,,Soft-clipped bases R2,1419400306,1.77
NORMAL MAPPING/ALIGNING SUMMARY,,Mismatched bases R1,294215249,0.37
NORMAL MAPPING/ALIGNING SUMMARY,,Mismatched bases R2,610527210,0.76
NORMAL MAPPING/ALIGNING SUMMARY,,Mismatched bases R1 (excl. indels),252464476,0.32
NORMAL MAPPING/ALIGNING SUMMARY,,Mismatched bases R2 (excl. indels),567877112,0.71
NORMAL MAPPING/ALIGNING SUMMARY,,Q30 bases,147576651866,89.44
NORMAL MAPPING/ALIGNING SUMMARY,,Q30 bases R1,77087948549,93.44
NORMAL MAPPING/ALIGNING SUMMARY,,Q30 bases R2,70488703317,85.44
NORMAL MAPPING/ALIGNING SUMMARY,,Q30 bases (excl. dups & clipped bases),134373670871
NORMAL MAPPING/ALIGNING SUMMARY,,Total alignments,1094089541
NORMAL MAPPING/ALIGNING SUMMARY,,Secondary alignments,0
NORMAL MAPPING/ALIGNING SUMMARY,,Supplementary (chimeric) alignments,27262667
NORMAL MAPPING/ALIGNING SUMMARY,,Estimated read length,150.00
NORMAL MAPPING/ALIGNING SUMMARY,,Bases in reference genome,3209286105
NORMAL MAPPING/ALIGNING SUMMARY,,Bases in target bed [% of genome],NA
NORMAL MAPPING/ALIGNING SUMMARY,,Average sequenced coverage over genome,51.41
NORMAL MAPPING/ALIGNING SUMMARY,,Insert length: mean,383.00
NORMAL MAPPING/ALIGNING SUMMARY,,Insert length: median,376.00
NORMAL MAPPING/ALIGNING SUMMARY,,Insert length: standard deviation,85.15
NORMAL MAPPING/ALIGNING SUMMARY,,Provided sex chromosome ploidy,NA
NORMAL MAPPING/ALIGNING SUMMARY,,DRAGEN mapping rate [mil. reads/second],0.19
TUMOR MAPPING/ALIGNING PER RG,T_SRR7890936_50pc,Total reads in RG,2200000000,100.00
TUMOR MAPPING/ALIGNING PER RG,T_SRR7890936_50pc,Number of duplicate marked reads,433637413,19.71
TUMOR MAPPING/ALIGNING PER RG,T_SRR7890936_50pc,Number of duplicate marked and mate reads removed,NA
TUMOR MAPPING/ALIGNING PER RG,T_SRR7890936_50pc,Number of unique reads (excl. duplicate marked reads),1766362587,80.29
TUMOR MAPPING/ALIGNING PER RG,T_SRR7890936_50pc,Reads with mate sequenced,2200000000,100.00
TUMOR MAPPING/ALIGNING PER RG,T_SRR7890936_50pc,Reads without mate sequenced,0,0.00
TUMOR MAPPING/ALIGNING PER RG,T_SRR7890936_50pc,QC-failed reads,0,0.00
TUMOR MAPPING/ALIGNING PER RG,T_SRR7890936_50pc,Mapped reads,2130883930,96.86
TUMOR MAPPING/ALIGNING PER RG,T_SRR7890936_50pc,Mapped reads R1,1066701794,96.97
TUMOR MAPPING/ALIGNING PER RG,T_SRR7890936_50pc,Mapped reads R2,1064182136,96.74
TUMOR MAPPING/ALIGNING PER RG,T_SRR7890936_50pc,Number of unique & mapped reads (excl. duplicate marked reads),1697246517,77.15
TUMOR MAPPING/ALIGNING PER RG,T_SRR7890936_50pc,Unmapped reads,69116070,3.14
TUMOR MAPPING/ALIGNING PER RG,T_SRR7890936_50pc,Singleton reads (itself mapped; mate unmapped),3917092,0.18
TUMOR MAPPING/ALIGNING PER RG,T_SRR7890936_50pc,Paired reads (itself & mate mapped),2126966838,96.68
TUMOR MAPPING/ALIGNING PER RG,T_SRR7890936_50pc,Properly paired reads,2103060370,95.59
TUMOR MAPPING/ALIGNING PER RG,T_SRR7890936_50pc,Not properly paired reads (discordant),23906468,1.09
TUMOR MAPPING/ALIGNING PER RG,T_SRR7890936_50pc,Paired reads mapped to different chromosomes,17454370,0.82
TUMOR MAPPING/ALIGNING PER RG,T_SRR7890936_50pc,Paired reads mapped to different chromosomes (MAPQ>=10),6463547,0.30
TUMOR MAPPING/ALIGNING PER RG,T_SRR7890936_50pc,Reads with MAPQ [40:inf),2002661377,91.03
TUMOR MAPPING/ALIGNING PER RG,T_SRR7890936_50pc,Reads with MAPQ [30:40),7169392,0.33
TUMOR MAPPING/ALIGNING PER RG,T_SRR7890936_50pc,Reads with MAPQ [20:30),16644390,0.76
TUMOR MAPPING/ALIGNING PER RG,T_SRR7890936_50pc,Reads with MAPQ [10:20),20280057,0.92
TUMOR MAPPING/ALIGNING PER RG,T_SRR7890936_50pc,Reads with MAPQ [ 0:10),84128714,3.82
TUMOR MAPPING/ALIGNING PER RG,T_SRR7890936_50pc,Reads with MAPQ NA (Unmapped reads),69116070,3.14
TUMOR MAPPING/ALIGNING PER RG,T_SRR7890936_50pc,Reads with indel R1,26849051,2.52
TUMOR MAPPING/ALIGNING PER RG,T_SRR7890936_50pc,Reads with indel R2,24810803,2.33
TUMOR MAPPING/ALIGNING PER RG,T_SRR7890936_50pc,Total bases,330000000000
TUMOR MAPPING/ALIGNING PER RG,T_SRR7890936_50pc,Total bases R1,165000000000
TUMOR MAPPING/ALIGNING PER RG,T_SRR7890936_50pc,Total bases R2,165000000000
TUMOR MAPPING/ALIGNING PER RG,T_SRR7890936_50pc,Mapped bases R1,160005269100
TUMOR MAPPING/ALIGNING PER RG,T_SRR7890936_50pc,Mapped bases R2,159627320400
TUMOR MAPPING/ALIGNING PER RG,T_SRR7890936_50pc,Soft-clipped bases R1,1757128997,1.10
TUMOR MAPPING/ALIGNING PER RG,T_SRR7890936_50pc,Soft-clipped bases R2,3208748350,2.01
TUMOR MAPPING/ALIGNING PER RG,T_SRR7890936_50pc,Mismatched bases R1,585802788,0.37
TUMOR MAPPING/ALIGNING PER RG,T_SRR7890936_50pc,Mismatched bases R2,1155805091,0.72
TUMOR MAPPING/ALIGNING PER RG,T_SRR7890936_50pc,Mismatched bases R1 (excl. indels),501394281,0.31
TUMOR MAPPING/ALIGNING PER RG,T_SRR7890936_50pc,Mismatched bases R2 (excl. indels),1073788605,0.67
TUMOR MAPPING/ALIGNING PER RG,T_SRR7890936_50pc,Q30 bases,297564555927,90.17
TUMOR MAPPING/ALIGNING PER RG,T_SRR7890936_50pc,Q30 bases R1,155492239719,94.24
TUMOR MAPPING/ALIGNING PER RG,T_SRR7890936_50pc,Q30 bases R2,142072316208,86.10
TUMOR MAPPING/ALIGNING PER RG,T_SRR7890936_50pc,Q30 bases (excl. dups & clipped bases),246555769158
TUMOR MAPPING/ALIGNING PER RG,T_SRR7890936_50pc,Total alignments,2190085267
TUMOR MAPPING/ALIGNING PER RG,T_SRR7890936_50pc,Secondary alignments,0
TUMOR MAPPING/ALIGNING PER RG,T_SRR7890936_50pc,Supplementary (chimeric) alignments,59201337
TUMOR MAPPING/ALIGNING PER RG,T_SRR7890936_50pc,Estimated read length,150.00
TUMOR MAPPING/ALIGNING PER RG,T_SRR7890936_50pc,Average sequenced coverage over genome,102.83
TUMOR MAPPING/ALIGNING PER RG,T_SRR7890936_50pc,Insert length: mean,383.01
TUMOR MAPPING/ALIGNING PER RG,T_SRR7890936_50pc,Insert length: median,376.00
TUMOR MAPPING/ALIGNING PER RG,T_SRR7890936_50pc,Insert length: standard deviation,87.58
NORMAL MAPPING/ALIGNING PER RG,N_SRR7890889,Total reads in RG,1100000000,100.00
NORMAL MAPPING/ALIGNING PER RG,N_SRR7890889,Number of duplicate marked reads,123518125,11.23
NORMAL MAPPING/ALIGNING PER RG,N_SRR7890889,Number of duplicate marked and mate reads removed,NA
NORMAL MAPPING/ALIGNING PER RG,N_SRR7890889,Number of unique reads (excl. duplicate marked reads),976481875,88.77
NORMAL MAPPING/ALIGNING PER RG,N_SRR7890889,Reads with mate sequenced,1100000000,100.00
NORMAL MAPPING/ALIGNING PER RG,N_SRR7890889,Reads without mate sequenced,0,0.00
NORMAL MAPPING/ALIGNING PER RG,N_SRR7890889,QC-failed reads,0,0.00
NORMAL MAPPING/ALIGNING PER RG,N_SRR7890889,Mapped reads,1066826874,96.98
NORMAL MAPPING/ALIGNING PER RG,N_SRR7890889,Mapped reads R1,533963768,97.08
NORMAL MAPPING/ALIGNING PER RG,N_SRR7890889,Mapped reads R2,532863106,96.88
NORMAL MAPPING/ALIGNING PER RG,N_SRR7890889,Number of unique & mapped reads (excl. duplicate marked reads),943308749,85.76
NORMAL MAPPING/ALIGNING PER RG,N_SRR7890889,Unmapped reads,33173126,3.02
NORMAL MAPPING/ALIGNING PER RG,N_SRR7890889,Singleton reads (itself mapped; mate unmapped),1585054,0.14
NORMAL MAPPING/ALIGNING PER RG,N_SRR7890889,Paired reads (itself & mate mapped),1065241820,96.84
NORMAL MAPPING/ALIGNING PER RG,N_SRR7890889,Properly paired reads,1055464776,95.95
NORMAL MAPPING/ALIGNING PER RG,N_SRR7890889,Not properly paired reads (discordant),9777044,0.89
NORMAL MAPPING/ALIGNING PER RG,N_SRR7890889,Paired reads mapped to different chromosomes,6948576,0.65
NORMAL MAPPING/ALIGNING PER RG,N_SRR7890889,Paired reads mapped to different chromosomes (MAPQ>=10),3629346,0.34
NORMAL MAPPING/ALIGNING PER RG,N_SRR7890889,Reads with MAPQ [40:inf),1007221457,91.57
NORMAL MAPPING/ALIGNING PER RG,N_SRR7890889,Reads with MAPQ [30:40),3513632,0.32
NORMAL MAPPING/ALIGNING PER RG,N_SRR7890889,Reads with MAPQ [20:30),7951827,0.72
NORMAL MAPPING/ALIGNING PER RG,N_SRR7890889,Reads with MAPQ [10:20),9622013,0.87
NORMAL MAPPING/ALIGNING PER RG,N_SRR7890889,Reads with MAPQ [ 0:10),38517945,3.50
NORMAL MAPPING/ALIGNING PER RG,N_SRR7890889,Reads with MAPQ NA (Unmapped reads),33173126,3.02
NORMAL MAPPING/ALIGNING PER RG,N_SRR7890889,Reads with indel R1,13131067,2.46
NORMAL MAPPING/ALIGNING PER RG,N_SRR7890889,Reads with indel R2,12308296,2.31
NORMAL MAPPING/ALIGNING PER RG,N_SRR7890889,Total bases,165000000000
NORMAL MAPPING/ALIGNING PER RG,N_SRR7890889,Total bases R1,82500000000
NORMAL MAPPING/ALIGNING PER RG,N_SRR7890889,Total bases R2,82500000000
NORMAL MAPPING/ALIGNING PER RG,N_SRR7890889,Mapped bases R1,80094565200
NORMAL MAPPING/ALIGNING PER RG,N_SRR7890889,Mapped bases R2,79929465900
NORMAL MAPPING/ALIGNING PER RG,N_SRR7890889,Soft-clipped bases R1,700070179,0.87
NORMAL MAPPING/ALIGNING PER RG,N_SRR7890889,Soft-clipped bases R2,1419400306,1.77
NORMAL MAPPING/ALIGNING PER RG,N_SRR7890889,Mismatched bases R1,294215249,0.37
NORMAL MAPPING/ALIGNING PER RG,N_SRR7890889,Mismatched bases R2,610527210,0.76
NORMAL MAPPING/ALIGNING PER RG,N_SRR7890889,Mismatched bases R1 (excl. indels),252464476,0.32
NORMAL MAPPING/ALIGNING PER RG,N_SRR7890889,Mismatched bases R2 (excl. indels),567877112,0.71
NORMAL MAPPING/ALIGNING PER RG,N_SRR7890889,Q30 bases,147576651866,89.44
NORMAL MAPPING/ALIGNING PER RG,N_SRR7890889,Q30 bases R1,77087948549,93.44
NORMAL MAPPING/ALIGNING PER RG,N_SRR7890889,Q30 bases R2,70488703317,85.44
NORMAL MAPPING/ALIGNING PER RG,N_SRR7890889,Q30 bases (excl. dups & clipped bases),134373670871
NORMAL MAPPING/ALIGNING PER RG,N_SRR7890889,Total alignments,1094089541
NORMAL MAPPING/ALIGNING PER RG,N_SRR7890889,Secondary alignments,0
NORMAL MAPPING/ALIGNING PER RG,N_SRR7890889,Supplementary (chimeric) alignments,27262667
NORMAL MAPPING/ALIGNING PER RG,N_SRR7890889,Estimated read length,150.00
NORMAL MAPPING/ALIGNING PER RG,N_SRR7890889,Average sequenced coverage over genome,51.41
NORMAL MAPPING/ALIGNING PER RG,N_SRR7890889,Insert length: mean,383.14
NORMAL MAPPING/ALIGNING PER RG,N_SRR7890889,Insert length: median,377.00
NORMAL MAPPING/ALIGNING PER RG,N_SRR7890889,Insert length: standard deviation,82.67
