Category	Name	Value
Unusable	516	115.0
Unusable	517	128.0
Unusable	518	115.0
Unusable	519	107.0
Unusable	520	123.0
Unusable	521	130.0
Unusable	522	139.0
Unusable	523	134.0
Unusable	524	127.0
Unusable	525	110.0
Unusable	526	125.0
Unusable	527	101.0
Unusable	528	122.0
Unusable	529	116.0
Unusable	530	125.0
Unusable	531	90.0
Unusable	532	101.0
Unusable	533	79.0
Unusable	534	84.0
Unusable	535	73.0
Unusable	536	79.0
Unusable	537	69.0
Unusable	538	57.0
Unusable	539	79.0
Unusable	540	49.0
Unusable	541	52.0
Unusable	542	53.0
Unusable	543	50.0
Unusable	544	55.0
Unusable	545	40.0
Unusable	546	47.0
Unusable	547	34.0
Unusable	548	51.0
Unusable	549	36.0
Unusable	550	27.0
Unusable	551	25.0
Unusable	552	26.0
Unusable	553	23.0
Unusable	554	28.0
Unusable	555	26.0
Unusable	556	28.0
Unusable	557	26.0
Unusable	558	21.0
Unusable	559	24.0
Unusable	560	12.0
Unusable	561	23.0
Unusable	562	34.0
Unusable	563	25.0
Unusable	564	23.0
Unusable	565	26.0
Unusable	566	21.0
Unusable	567	30.0
Unusable	568	25.0
Unusable	569	31.0
Unusable	570	33.0
Unusable	571	22.0
Unusable	572	23.0
Unusable	573	26.0
Unusable	574	26.0
Unusable	575	32.0
Unusable	576	16.0
Unusable	577	25.0
Unusable	578	28.0
Unusable	579	34.0
Unusable	580	31.0
Unusable	581	25.0
Unusable	582	18.0
Unusable	583	26.0
Unusable	584	22.0
Unusable	585	20.0
Unusable	586	19.0
Unusable	587	19.0
Unusable	588	22.0
Unusable	589	13.0
Unusable	590	19.0
Unusable	591	18.0
Unusable	592	10.0
Unusable	593	8.0
Unusable	594	16.0
Unusable	595	11.0
Unusable	596	12.0
Unusable	597	6.0
Unusable	598	7.0
Unusable	599	4.0
Unusable	600	6.0
Unusable	601	15.0
Unusable	602	4.0
Unusable	603	7.0
Unusable	604	9.0
Unusable	605	14.0
Unusable	606	7.0
Unusable	607	14.0
Unusable	608	8.0
Unusable	609	2.0
Unusable	610	11.0
Unusable	611	5.0
Unusable	612	4.0
Unusable	613	12.0
Unusable	614	5.0
Unusable	615	5.0
Unusable	616	5.0
Unusable	617	9.0
Unusable	618	4.0
Unusable	619	11.0
Unusable	620	4.0
Unusable	621	8.0
Unusable	622	7.0
Unusable	623	11.0
Unusable	624	9.0
Unusable	625	8.0
Unusable	626	5.0
Unusable	627	8.0
Unusable	628	5.0
Unusable	629	8.0
Unusable	630	4.0
Unusable	631	8.0
Unusable	632	4.0
Unusable	633	4.0
Unusable	634	10.0
Unusable	635	4.0
Unusable	636	10.0
Unusable	637	6.0
Unusable	638	2.0
Unusable	639	10.0
Unusable	640	4.0
Unusable	641	11.0
Unusable	642	8.0
Unusable	643	13.0
Unusable	644	9.0
Unusable	645	10.0
Unusable	646	11.0
Unusable	647	10.0
Unusable	648	14.0
Unusable	649	8.0
Unusable	650	10.0
Unusable	651	8.0
Unusable	652	10.0
Unusable	653	6.0
Unusable	654	11.0
Unusable	655	10.0
Unusable	656	13.0
Unusable	657	17.0
Unusable	658	14.0
Unusable	659	9.0
Unusable	660	12.0
Unusable	661	14.0
Unusable	662	15.0
Unusable	663	14.0
Unusable	664	10.0
Unusable	665	7.0
Unusable	666	12.0
Unusable	667	11.0
Unusable	668	10.0
Unusable	669	10.0
Unusable	670	9.0
Unusable	671	8.0
Unusable	672	8.0
Unusable	673	9.0
Unusable	674	13.0
Unusable	675	5.0
Unusable	676	14.0
Unusable	677	7.0
Unusable	678	15.0
Unusable	679	10.0
Unusable	680	12.0
Unusable	681	10.0
Unusable	682	10.0
Unusable	683	6.0
Unusable	684	14.0
Unusable	685	8.0
Unusable	686	8.0
Unusable	687	11.0
Unusable	688	11.0
Unusable	689	7.0
Unusable	690	6.0
Unusable	691	5.0
Unusable	692	11.0
Unusable	693	8.0
Unusable	694	8.0
Unusable	695	16.0
Unusable	696	11.0
Unusable	697	6.0
Unusable	698	6.0
Unusable	699	9.0
Unusable	700	9.0
Unusable	701	10.0
Unusable	702	10.0
Unusable	703	8.0
Unusable	704	10.0
Unusable	705	5.0
Unusable	706	7.0
Unusable	707	6.0
Unusable	708	11.0
Unusable	709	2.0
Unusable	710	6.0
Unusable	711	8.0
Unusable	712	10.0
Unusable	713	6.0
Unusable	714	12.0
Unusable	715	7.0
Unusable	716	6.0
Unusable	717	8.0
Unusable	718	3.0
Unusable	719	10.0
Unusable	720	7.0
Unusable	721	9.0
Unusable	722	12.0
Unusable	723	7.0
Unusable	724	10.0
Unusable	725	7.0
Unusable	726	6.0
Unusable	727	4.0
Unusable	728	8.0
Unusable	729	5.0
Unusable	730	7.0
Unusable	731	5.0
Unusable	732	3.0
Unusable	733	4.0
Unusable	734	6.0
Unusable	735	6.0
Unusable	736	4.0
Unusable	737	5.0
Unusable	738	5.0
Unusable	739	4.0
Unusable	740	2.0
Unusable	741	12.0
Unusable	742	7.0
Unusable	743	4.0
Unusable	744	4.0
Unusable	745	2.0
Unusable	746	4.0
Unusable	747	12.0
Unusable	748	2.0
Unusable	749	4.0
Unusable	750	6.0
Unusable	751	7.0
Unusable	752	5.0
Unusable	753	6.0
Unusable	754	10.0
Unusable	755	11.0
Unusable	756	7.0
Unusable	757	7.0
Unusable	758	5.0
Unusable	759	13.0
Unusable	760	3.0
Unusable	761	7.0
Unusable	762	4.0
Unusable	763	2.0
Unusable	764	9.0
Unusable	765	7.0
Unusable	766	4.0
Unusable	767	4.0
Unusable	768	5.0
Unusable	769	8.0
Unusable	770	6.0
Unusable	771	8.0
Unusable	772	7.0
Unusable	773	3.0
Unusable	774	8.0
Unusable	775	3.0
Unusable	776	9.0
Unusable	777	7.0
Unusable	778	8.0
Unusable	779	11.0
Unusable	780	5.0
Unusable	781	7.0
Unusable	782	3.0
Unusable	783	4.0
Unusable	784	5.0
Unusable	785	6.0
Unusable	786	10.0
Unusable	787	3.0
Unusable	788	7.0
Unusable	789	6.0
Unusable	790	13.0
Unusable	791	4.0
Unusable	792	3.0
Unusable	793	7.0
Unusable	794	5.0
Unusable	795	4.0
Unusable	796	9.0
Unusable	797	8.0
Unusable	798	7.0
Unusable	799	9.0
Unusable	800	8.0
Unusable	801	5.0
Unusable	802	6.0
Unusable	803	6.0
Unusable	804	10.0
Unusable	805	7.0
Unusable	806	7.0
Unusable	807	5.0
Unusable	808	6.0
Unusable	809	11.0
Unusable	810	12.0
Unusable	811	9.0
Unusable	812	6.0
Unusable	813	7.0
Unusable	814	10.0
Unusable	815	7.0
Unusable	816	5.0
Unusable	817	10.0
Unusable	818	13.0
Unusable	819	15.0
Unusable	820	7.0
Unusable	821	6.0
Unusable	822	5.0
Unusable	823	10.0
Unusable	824	14.0
Unusable	825	10.0
Unusable	826	16.0
Unusable	827	5.0
Unusable	828	18.0
Unusable	829	7.0
Unusable	830	16.0
Unusable	831	10.0
Unusable	832	14.0
Unusable	833	15.0
Unusable	834	20.0
Unusable	835	14.0
Unusable	836	7.0
Unusable	837	13.0
Unusable	838	16.0
Unusable	839	18.0
Unusable	840	17.0
Unusable	841	13.0
Unusable	842	14.0
Unusable	843	16.0
Unusable	844	11.0
Unusable	845	13.0
Unusable	846	12.0
Unusable	847	11.0
Unusable	848	14.0
Unusable	849	12.0
Unusable	850	11.0
Unusable	851	10.0
Unusable	852	12.0
Unusable	853	11.0
Unusable	854	8.0
Unusable	855	18.0
Unusable	856	4.0
Unusable	857	11.0
Unusable	858	5.0
Unusable	859	11.0
Unusable	860	6.0
Unusable	861	6.0
Unusable	862	4.0
Unusable	863	9.0
Unusable	864	7.0
Unusable	865	12.0
Unusable	866	8.0
Unusable	867	6.0
Unusable	868	6.0
Unusable	869	4.0
Unusable	870	4.0
Unusable	871	7.0
Unusable	872	7.0
Unusable	873	6.0
Unusable	874	5.0
Unusable	875	10.0
Unusable	876	6.0
Unusable	877	9.0
Unusable	878	7.0
Unusable	879	3.0
Unusable	880	4.0
Unusable	881	5.0
Unusable	882	6.0
Unusable	883	3.0
Unusable	884	5.0
Unusable	885	7.0
Unusable	886	5.0
Unusable	887	5.0
Unusable	888	1.0
Unusable	889	5.0
Unusable	890	3.0
Unusable	891	7.0
Unusable	892	6.0
Unusable	893	3.0
Unusable	894	9.0
Unusable	895	2.0
Unusable	896	3.0
Unusable	897	6.0
Unusable	898	3.0
Unusable	899	5.0
Unusable	900	6.0
Unusable	901	4.0
Unusable	902	4.0
Unusable	903	4.0
Unusable	904	5.0
Unusable	905	3.0
Unusable	906	2.0
Unusable	907	8.0
Unusable	908	2.0
Unusable	909	7.0
Unusable	910	4.0
Unusable	911	2.0
Unusable	912	5.0
Unusable	913	7.0
Unusable	914	8.0
Unusable	915	4.0
Unusable	916	4.0
Unusable	917	8.0
Unusable	918	3.0
Unusable	919	4.0
Unusable	920	4.0
Unusable	921	9.0
Unusable	922	2.0
Unusable	923	6.0
Unusable	924	1.0
Unusable	925	5.0
Unusable	926	4.0
Unusable	927	5.0
Unusable	928	9.0
Unusable	929	4.0
Unusable	930	5.0
Unusable	931	4.0
Unusable	932	4.0
Unusable	933	3.0
Unusable	934	5.0
Unusable	935	8.0
Unusable	936	7.0
Unusable	937	11.0
Unusable	938	6.0
Unusable	939	2.0
Unusable	940	4.0
Unusable	941	5.0
Unusable	942	6.0
Unusable	943	2.0
Unusable	944	1.0
Unusable	945	8.0
Unusable	946	4.0
Unusable	947	8.0
Unusable	948	3.0
Unusable	949	1.0
Unusable	950	4.0
Unusable	951	2.0
Unusable	952	2.0
Unusable	953	7.0
Unusable	954	5.0
Unusable	955	4.0
Unusable	956	5.0
Unusable	957	1.0
Unusable	958	6.0
Unusable	959	8.0
Unusable	960	2.0
Unusable	961	5.0
Unusable	962	4.0
Unusable	963	8.0
Unusable	964	8.0
Unusable	965	6.0
Unusable	966	6.0
Unusable	967	7.0
Unusable	968	6.0
Unusable	969	8.0
Unusable	970	7.0
Unusable	971	12.0
Unusable	972	4.0
Unusable	973	5.0
Unusable	974	5.0
Unusable	975	3.0
Unusable	976	3.0
Unusable	977	8.0
Unusable	978	7.0
Unusable	979	3.0
Unusable	980	4.0
Unusable	981	7.0
Unusable	982	5.0
Unusable	983	4.0
Unusable	984	5.0
Unusable	985	6.0
Unusable	986	5.0
Unusable	987	6.0
Unusable	988	11.0
Unusable	989	2.0
Unusable	990	4.0
Unusable	991	7.0
Unusable	992	3.0
Unusable	994	2.0
Unusable	995	2.0
Unusable	996	3.0
Unusable	997	3.0
Unusable	998	5.0
Unusable	999	6.0
Unusable	1000	6.0
Unusable	1001	3.0
Unusable	1002	1.0
Unusable	1003	5.0
Unusable	1004	4.0
Unusable	1005	4.0
Unusable	1006	1.0
Unusable	1007	6.0
Unusable	1008	5.0
Unusable	1009	3.0
Unusable	1010	4.0
Unusable	1011	6.0
Unusable	1012	7.0
Unusable	1013	4.0
Unusable	1014	5.0
Unusable	1015	3.0
Unusable	1016	3.0
Unusable	1017	4.0
Unusable	1018	6.0
Unusable	1019	7.0
Unusable	1020	4.0
Unusable	1021	1.0
Unusable	1022	1.0
Unusable	1023	4.0
Unusable	1024	9.0
Unusable	1025	3.0
Unusable	1026	4.0
Unusable	1027	6.0
Unusable	1028	4.0
Unusable	1029	4.0
Unusable	1030	5.0
Unusable	1031	4.0
Unusable	1032	5.0
Unusable	1033	5.0
Unusable	1034	8.0
Unusable	1035	3.0
Unusable	1036	6.0
Unusable	1037	5.0
Unusable	1038	2.0
Unusable	1039	3.0
Unusable	1040	2.0
Unusable	1041	4.0
Unusable	1042	3.0
Unusable	1043	3.0
Unusable	1044	7.0
Unusable	1045	4.0
Unusable	1046	2.0
Unusable	1047	2.0
Unusable	1048	8.0
Unusable	1049	4.0
Unusable	1050	5.0
Unusable	1051	3.0
Unusable	1052	3.0
Unusable	1053	5.0
Unusable	1054	5.0
Unusable	1055	6.0
Unusable	1056	1.0
Unusable	1057	8.0
Unusable	1058	3.0
Unusable	1059	4.0
Unusable	1060	5.0
Unusable	1061	7.0
Unusable	1062	6.0
Unusable	1063	5.0
Unusable	1064	3.0
Unusable	1065	7.0
Unusable	1066	4.0
Unusable	1067	3.0
Unusable	1068	8.0
Unusable	1069	5.0
Unusable	1070	6.0
Unusable	1071	4.0
Unusable	1072	3.0
Unusable	1073	3.0
Unusable	1074	6.0
Unusable	1075	3.0
Unusable	1076	6.0
Unusable	1077	4.0
Unusable	1078	4.0
Unusable	1079	4.0
Unusable	1080	4.0
Unusable	1081	5.0
Unusable	1082	5.0
Unusable	1083	3.0
Unusable	1084	4.0
Unusable	1086	4.0
Unusable	1087	1.0
Unusable	1088	3.0
Unusable	1089	1.0
Unusable	1090	4.0
Unusable	1092	2.0
Unusable	1093	5.0
Unusable	1094	2.0
Unusable	1095	1.0
Unusable	1096	1.0
Unusable	1097	2.0
Unusable	1098	4.0
Unusable	1099	3.0
Unusable	1100	5.0
Unusable	1101	4.0
Unusable	1102	3.0
Unusable	1103	5.0
Unusable	1104	1.0
Unusable	1105	2.0
Unusable	1107	1.0
Unusable	1108	3.0
Unusable	1109	2.0
Unusable	1110	3.0
Unusable	1111	1.0
Unusable	1112	3.0
Unusable	1113	3.0
Unusable	1114	2.0
Unusable	1115	2.0
Unusable	1116	4.0
Unusable	1117	2.0
Unusable	1118	6.0
Unusable	1119	1.0
Unusable	1120	2.0
Unusable	1121	3.0
Unusable	1122	3.0
Unusable	1123	5.0
Unusable	1125	1.0
Unusable	1126	1.0
Unusable	1127	4.0
Unusable	1128	1.0
Unusable	1129	3.0
Unusable	1130	3.0
Unusable	1131	1.0
Unusable	1133	2.0
Unusable	1135	7.0
Unusable	1136	2.0
Unusable	1137	2.0
Unusable	1138	4.0
Unusable	1139	5.0
Unusable	1140	3.0
Unusable	1142	4.0
Unusable	1143	5.0
Unusable	1144	3.0
Unusable	1145	2.0
Unusable	1146	6.0
Unusable	1147	3.0
Unusable	1148	4.0
Unusable	1149	1.0
Unusable	1150	2.0
Unusable	1151	1.0
Unusable	1152	3.0
Unusable	1153	4.0
Unusable	1154	3.0
Unusable	1155	3.0
Unusable	1156	1.0
Unusable	1157	1.0
Unusable	1158	3.0
Unusable	1159	2.0
Unusable	1160	5.0
Unusable	1161	2.0
Unusable	1162	1.0
Unusable	1163	5.0
Unusable	1164	1.0
Unusable	1166	2.0
Unusable	1168	5.0
Unusable	1169	2.0
Unusable	1170	2.0
Unusable	1171	6.0
Unusable	1172	2.0
Unusable	1173	1.0
Unusable	1174	4.0
Unusable	1175	1.0
Unusable	1176	1.0
Unusable	1177	1.0
Unusable	1178	1.0
Unusable	1179	1.0
Unusable	1180	1.0
Unusable	1181	2.0
Unusable	1182	3.0
Unusable	1183	1.0
Unusable	1184	5.0
Unusable	1185	3.0
Unusable	1186	1.0
Unusable	1187	3.0
Unusable	1188	1.0
Unusable	1189	4.0
Unusable	1191	2.0
Unusable	1192	3.0
Unusable	1193	3.0
Unusable	1194	1.0
Unusable	1195	1.0
Unusable	1196	2.0
Unusable	1198	4.0
Unusable	1199	7.0
Unusable	1200	2.0
Unusable	1201	1.0
Unusable	1202	2.0
Unusable	1203	2.0
Unusable	1204	1.0
Unusable	1205	1.0
Unusable	1206	3.0
Unusable	1207	4.0
Unusable	1208	2.0
Unusable	1209	5.0
Unusable	1210	3.0
Unusable	1211	2.0
Unusable	1212	3.0
Unusable	1213	2.0
Unusable	1215	2.0
Unusable	1216	4.0
Unusable	1217	3.0
Unusable	1218	2.0
Unusable	1219	3.0
Unusable	1220	4.0
Unusable	1221	2.0
Unusable	1222	2.0
Unusable	1223	1.0
Unusable	1224	2.0
Unusable	1225	5.0
Unusable	1226	1.0
Unusable	1227	3.0
Unusable	1228	1.0
Unusable	1229	4.0
Unusable	1230	2.0
Unusable	1231	3.0
Unusable	1232	4.0
Unusable	1233	1.0
Unusable	1234	4.0
Unusable	1236	2.0
Unusable	1237	6.0
Unusable	1238	2.0
Unusable	1239	2.0
Unusable	1240	2.0
Unusable	1241	3.0
Unusable	1242	2.0
Unusable	1243	5.0
Unusable	1244	1.0
Unusable	1246	2.0
Unusable	1247	2.0
Unusable	1248	1.0
Unusable	1249	1.0
Unusable	1250	4.0
Unusable	1251	2.0
Unusable	1252	3.0
Unusable	1253	1.0
Unusable	1254	3.0
Unusable	1255	3.0
Unusable	1256	3.0
Unusable	1257	2.0
Unusable	1258	4.0
Unusable	1259	8.0
Unusable	1260	6.0
Unusable	1262	3.0
Unusable	1264	5.0
Unusable	1265	3.0
Unusable	1266	6.0
Unusable	1267	5.0
Unusable	1268	6.0
Unusable	1269	4.0
Unusable	1270	2.0
Unusable	1271	3.0
Unusable	1272	3.0
Unusable	1273	3.0
Unusable	1274	8.0
Unusable	1275	4.0
Unusable	1276	3.0
Unusable	1277	5.0
Unusable	1278	1.0
Unusable	1279	6.0
Unusable	1280	6.0
Unusable	1281	3.0
Unusable	1282	4.0
Unusable	1283	7.0
Unusable	1284	3.0
Unusable	1285	5.0
Unusable	1286	8.0
Unusable	1287	2.0
Unusable	1288	3.0
Unusable	1289	6.0
Unusable	1290	4.0
Unusable	1291	5.0
Unusable	1292	3.0
Unusable	1293	3.0
Unusable	1294	4.0
Unusable	1295	7.0
Unusable	1296	6.0
Unusable	1297	3.0
Unusable	1299	6.0
Unusable	1300	1.0
Unusable	1301	2.0
Unusable	1302	3.0
Unusable	1303	4.0
Unusable	1304	4.0
Unusable	1305	1.0
Unusable	1306	8.0
Unusable	1307	3.0
Unusable	1308	4.0
